Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
1.52588e-05, IMG_DATA, , , , , , , , , , Image_00000 
1.35037, IMU_DATA, 0.555625, -1.65812, 0.511875, 16377, -241, -743, , , , , 
1.35517, IMU_DATA, 0.581875, -1.5925, 0.616875, 16424, -336, -798, , , , , 
1.28103, IMG_DATA, , , , , , , , , , Image_00013 
1.35997, IMU_DATA, 0.669375, -1.5575, 0.34125, 16392, -304, -919, , , , , 
1.36477, IMU_DATA, 0.70875, -1.43937, -0.14, 16395, -221, -997, , , , , 
1.36957, IMU_DATA, 0.608125, -1.19, -0.310625, 16401, -241, -970, , , , , 
1.37437, IMU_DATA, 0.520625, -0.896875, -0.319375, 16413, -185, -1012, , , , , 
1.37917, IMU_DATA, 0.46375, -0.67375, -0.41125, 16393, -56, -1060, , , , , 
1.38397, IMU_DATA, 0.398125, -0.476875, -0.450625, 16378, -29, -969, , , , , 
1.38877, IMU_DATA, 0.37625, -0.25375, -0.275625, 16398, -69, -932, , , , , 
1.39357, IMU_DATA, 0.389375, -0.030625, -0.20125, 16354, 1, -808, , , , , 
1.39837, IMU_DATA, 0.39375, 0.21, -0.336875, 16288, 130, -659, , , , , 
1.40317, IMU_DATA, 0.35, 0.37625, -0.450625, 16311, 192, -517, , , , , 
1.40797, IMU_DATA, 0.28875, 0.385, -0.42875, 16358, 144, -385, , , , , 
1.41277, IMU_DATA, 0.153125, 0.42875, -0.406875, 16438, 248, -115, , , , , 
1.41757, IMU_DATA, 0.284375, 0.35, -0.56, 16423, 556, -73, , , , , 
1.42237, IMU_DATA, 0.608125, 0.07, -0.4375, 16497, 433, -264, , , , , 
1.42717, IMU_DATA, 0.6475, -0.1575, 0.00875, 16504, 203, -22, , , , , 
1.43197, IMU_DATA, 0.485625, -0.16625, 0.126875, 16339, 300, 80, , , , , 
1.43677, IMU_DATA, 0.525, -0.328125, 0.07, 16267, 273, -44, , , , , 
1.44157, IMU_DATA, 0.433125, -0.476875, 0.214375, 16315, 146, 62, , , , , 
1.44637, IMU_DATA, 0.385, -0.660625, 0.284375, 16324, 248, 136, , , , , 
1.45117, IMU_DATA, 0.58625, -0.896875, 0.179375, 16281, 301, -118, , , , , 
1.45597, IMU_DATA, 0.76125, -1.14625, 0.459375, 16404, 70, -252, , , , , 
1.46077, IMU_DATA, 0.695625, -1.22062, 0.8925, 16405, -62, -255, , , , , 
1.38104, IMG_DATA, , , , , , , , , , Image_00014 
1.46557, IMU_DATA, 0.538125, -1.21625, 0.88375, 16387, -12, -472, , , , , 
1.47037, IMU_DATA, 0.538125, -1.37375, 0.748125, 16407, -90, -615, , , , , 
1.47517, IMU_DATA, 0.494375, -1.42625, 0.721875, 16398, -164, -649, , , , , 
1.47997, IMU_DATA, 0.389375, -1.29937, 0.665, 16376, -207, -705, , , , , 
1.48477, IMU_DATA, 0.34125, -1.09812, 0.665, 16375, -375, -715, , , , , 
1.48957, IMU_DATA, 0.336875, -0.931875, 0.6825, 16400, -449, -726, , , , , 
1.49437, IMU_DATA, 0.415625, -0.84, 0.433125, 16342, -282, -698, , , , , 
1.49917, IMU_DATA, 0.56, -0.739375, 0.118125, 16316, -201, -733, , , , , 
1.50397, IMU_DATA, 0.608125, -0.634375, 0.039375, 16328, -241, -747, , , , , 
1.50877, IMU_DATA, 0.62125, -0.525, 0.11375, 16315, -272, -670, , , , , 
1.51357, IMU_DATA, 0.5075, -0.27125, 0.09625, 16341, -248, -611, , , , , 
1.51837, IMU_DATA, 0.46375, -0.109375, -0.013125, 16440, -229, -530, , , , , 
1.52317, IMU_DATA, 0.49875, -0.11375, -0.175, 16467, -229, -374, , , , , 
1.52797, IMU_DATA, 0.538125, -0.18375, -0.30625, 16506, -208, -318, , , , , 
1.53277, IMU_DATA, 0.53375, -0.245, -0.371875, 16494, -184, -309, , , , , 
1.53757, IMU_DATA, 0.441875, -0.39375, -0.520625, 16425, -129, -307, , , , , 
1.54237, IMU_DATA, 0.32375, -0.546875, -0.72625, 16331, -85, -259, , , , , 
1.54717, IMU_DATA, 0.41125, -0.6475, -0.93625, 16224, 162, -289, , , , , 
1.55197, IMU_DATA, 0.595, -0.7, -0.8925, 16257, 295, -304, , , , , 
1.55677, IMU_DATA, 0.608125, -0.595, -0.555625, 16374, 259, -234, , , , , 
1.56157, IMU_DATA, 0.511875, -0.494375, -0.345625, 16423, 241, -236, , , , , 
1.56637, IMU_DATA, 0.468125, -0.525, -0.424375, 16448, 252, -201, , , , , 
1.48103, IMG_DATA, , , , , , , , , , Image_00015 
1.57117, IMU_DATA, 0.5075, -0.67375, -0.56875, 16428, 248, -194, , , , , 
1.57597, IMU_DATA, 0.468125, -0.774375, -0.441875, 16425, 257, -318, , , , , 
1.58077, IMU_DATA, 0.468125, -0.8575, -0.1575, 16407, 160, -247, , , , , 
1.58557, IMU_DATA, 0.476875, -0.9275, -0.065625, 16362, 296, -395, , , , , 
1.59037, IMU_DATA, 0.5075, -0.958125, -0.07875, 16269, 342, -422, , , , , 
1.59517, IMU_DATA, 0.415625, -0.88375, 0.2625, 16286, 203, -274, , , , , 
1.59997, IMU_DATA, 0.249375, -0.914375, 0.77, 16360, 124, -376, , , , , 
1.60477, IMU_DATA, 0.319375, -0.949375, 0.966875, 16341, 61, -373, , , , , 
1.60957, IMU_DATA, 0.49875, -0.8575, 1.06312, 16367, -166, -306, , , , , 
1.61437, IMU_DATA, 0.678125, -0.8925, 1.18125, 16396, -362, -393, , , , , 
1.61917, IMU_DATA, 0.748125, -1.01937, 1.10687, 16375, -461, -480, , , , , 
1.62397, IMU_DATA, 0.69125, -1.02375, 0.949375, 16415, -585, -552, , , , , 
1.62877, IMU_DATA, 0.60375, -0.97125, 0.616875, 16453, -567, -564, , , , , 
1.63357, IMU_DATA, 0.564375, -0.853125, 0.11375, 16411, -415, -582, , , , , 
1.63837, IMU_DATA, 0.63875, -0.93625, -0.2275, 16381, -315, -616, , , , , 
1.64317, IMU_DATA, 0.665, -1.02812, -0.196875, 16390, -362, -559, , , , , 
1.64797, IMU_DATA, 0.441875, -0.765625, -0.196875, 16417, -431, -474, , , , , 
1.65277, IMU_DATA, 0.354375, -0.774375, -0.63, 16339, -258, -612, , , , , 
1.65757, IMU_DATA, 0.42875, -1.02812, -1.25562, 16432, -265, -726, , , , , 
1.66237, IMU_DATA, 0.345625, -0.9275, -1.58812, 16347, -35, -541, , , , , 
1.66717, IMU_DATA, 0.459375, -0.77, -1.80687, 16347, 160, -669, , , , , 
1.67197, IMU_DATA, 0.625625, -0.69125, -1.60125, 16406, 186, -644, , , , , 
1.58104, IMG_DATA, , , , , , , , , , Image_00016 
1.67677, IMU_DATA, 0.5425, -0.389375, -1.2425, 16352, 291, -565, , , , , 
1.68157, IMU_DATA, 0.634375, -0.188125, -0.91875, 16285, 509, -510, , , , , 
1.68637, IMU_DATA, 0.7175, -0.118125, -0.39375, 16388, 280, -263, , , , , 
1.69117, IMU_DATA, 0.546875, -0.433125, -0.13125, 16713, -52, -436, , , , , 
1.69597, IMU_DATA, 0.196875, -0.90125, -1.60125, 16355, 689, -401, , , , , 
1.70077, IMU_DATA, -0.0525, -1.21625, -3.26375, 15830, 1802, -525, , , , , 
1.70557, IMU_DATA, 0.196875, -0.97125, -1.27312, 16090, 1020, -576, , , , , 
1.71037, IMU_DATA, 0.721875, -0.135625, 3.00125, 16568, -294, -272, , , , , 
1.71517, IMU_DATA, 0.9275, 0.1925, 4.30062, 16575, -230, -306, , , , , 
1.71997, IMU_DATA, 0.62125, -0.144375, 2.08687, 16317, 241, -304, , , , , 
1.72477, IMU_DATA, 0.2975, -0.538125, 0.245, 16436, -3, -302, , , , , 
1.72957, IMU_DATA, 0.345625, -0.949375, 0.18375, 16536, -371, -377, , , , , 
1.73437, IMU_DATA, 0.46375, -0.97125, 0.354375, 16453, -436, -285, , , , , 
1.73917, IMU_DATA, 0.49875, -0.704375, -0.056875, 16285, -397, -184, , , , , 
1.74397, IMU_DATA, 0.599375, -0.695625, -0.503125, 16292, -545, -281, , , , , 
1.74877, IMU_DATA, 0.56875, -0.713125, -0.590625, 16338, -511, -242, , , , , 
1.75357, IMU_DATA, 0.424375, -0.678125, -0.599375, 16340, -497, -161, , , , , 
1.75837, IMU_DATA, 0.2625, -0.65625, -0.51625, 16471, -615, -272, , , , , 
1.76317, IMU_DATA, 0.319375, -0.74375, -0.441875, 16528, -717, -234, , , , , 
1.76797, IMU_DATA, 0.363125, -0.9625, -0.84, 16456, -523, -196, , , , , 
1.77277, IMU_DATA, 0.32375, -1.16375, -1.575, 16356, -200, -360, , , , , 
1.77757, IMU_DATA, 0.27125, -1.2425, -1.995, 16329, 24, -340, , , , , 
1.6904, IMG_DATA, , , , , , , , , , Image_00017 
1.78237, IMU_DATA, 0.284375, -1.435, -1.96437, 16294, 270, -408, , , , , 
1.78717, IMU_DATA, 0.2625, -1.505, -1.71062, 16296, 415, -492, , , , , 
1.79197, IMU_DATA, 0.249375, -1.43937, -1.26437, 16342, 429, -448, , , , , 
1.79677, IMU_DATA, 0.328125, -1.29937, -0.791875, 16378, 422, -452, , , , , 
1.80157, IMU_DATA, 0.41125, -1.19, -0.46375, 16386, 458, -466, , , , , 
1.80637, IMU_DATA, 0.49, -1.1725, -0.2625, 16389, 432, -539, , , , , 
1.81117, IMU_DATA, 0.60375, -1.2075, -0.00875, 16385, 354, -641, , , , , 
1.81597, IMU_DATA, 0.63, -1.16375, 0.1575, 16361, 318, -659, , , , , 
1.82077, IMU_DATA, 0.56, -0.958125, 0.21875, 16345, 234, -666, , , , , 
1.82557, IMU_DATA, 0.476875, -0.791875, 0.35, 16356, 174, -696, , , , , 
1.83037, IMU_DATA, 0.459375, -0.74375, 0.485625, 16348, 133, -662, , , , , 
1.83517, IMU_DATA, 0.389375, -0.6475, 0.634375, 16383, 41, -655, , , , , 
1.83997, IMU_DATA, 0.398125, -0.608125, 0.748125, 16393, -104, -677, , , , , 
1.84477, IMU_DATA, 0.599375, -0.651875, 0.853125, 16402, -221, -720, , , , , 
1.84957, IMU_DATA, 0.783125, -0.48125, 0.844375, 16414, -580, -428, , , , , 
1.85437, IMU_DATA, 0.818125, -0.599375, 0.41125, 16411, -266, -717, , , , , 
1.85917, IMU_DATA, 0.7525, -0.520625, -0.161875, 16202, 278, -734, , , , , 
1.86397, IMU_DATA, 0.695625, -0.07875, 0.56, 16610, -682, -343, , , , , 
1.86877, IMU_DATA, 0.564375, 0.14, 0.730625, 16551, -448, -431, , , , , 
1.87357, IMU_DATA, 0.46375, -0.091875, -0.914375, 16074, 886, -623, , , , , 
1.87837, IMU_DATA, 0.595, 0.00875, -0.91, 16227, 443, -229, , , , , 
1.88317, IMU_DATA, 0.765625, 0.385, 1.31687, 16609, -400, -198, , , , , 
1.78102, IMG_DATA, , , , , , , , , , Image_00018 
1.88797, IMU_DATA, 0.81375, 0.153125, 1.78937, 16467, 161, -440, , , , , 
1.89277, IMU_DATA, 0.616875, -0.310625, 0.34125, 16235, 627, -274, , , , , 
1.89757, IMU_DATA, 0.4375, -0.525, 0.004375, 16309, 364, -335, , , , , 
1.90237, IMU_DATA, 0.520625, -0.55125, 0.875, 16452, 60, -336, , , , , 
1.90717, IMU_DATA, 0.63875, -0.476875, 1.2425, 16356, 239, -178, , , , , 
1.91197, IMU_DATA, 0.494375, -0.424375, 0.805, 16290, 347, -208, , , , , 
1.91677, IMU_DATA, 0.44625, -0.529375, 0.77, 16427, -32, -224, , , , , 
1.92157, IMU_DATA, 0.48125, -0.665, 0.914375, 16467, -187, -158, , , , , 
1.92637, IMU_DATA, 0.424375, -0.805, 0.60375, 16421, -170, -246, , , , , 
1.93117, IMU_DATA, 0.433125, -1.00187, 0.188125, 16426, -490, -206, , , , , 
1.93597, IMU_DATA, 0.55125, -1.14625, -0.07, 16494, -789, -277, , , , , 
1.94077, IMU_DATA, 0.455, -1.22937, -0.748125, 16390, -739, -337, , , , , 
1.94557, IMU_DATA, 0.1575, -1.10687, -1.65375, 16372, -762, -267, , , , , 
1.95037, IMU_DATA, 0.074375, -1.10687, -2.24, 16413, -813, -324, , , , , 
1.95517, IMU_DATA, 0.25375, -1.30812, -2.695, 16392, -710, -379, , , , , 
1.95997, IMU_DATA, 0.35875, -1.46125, -3.13687, 16411, -594, -401, , , , , 
1.96477, IMU_DATA, 0.258125, -1.34312, -3.395, 16406, -515, -358, , , , , 
1.96957, IMU_DATA, 0.16625, -1.3825, -3.53062, 16371, -334, -490, , , , , 
1.97437, IMU_DATA, 0.1925, -1.49625, -3.64875, 16368, -137, -548, , , , , 
1.97917, IMU_DATA, 0.310625, -1.56625, -3.64, 16318, 32, -542, , , , , 
1.98397, IMU_DATA, 0.385, -1.4, -3.45625, 16349, 235, -633, , , , , 
1.98877, IMU_DATA, 0.44625, -1.155, -3.15, 16273, 410, -580, , , , , 
1.88104, IMG_DATA, , , , , , , , , , Image_00019 
1.99357, IMU_DATA, 0.529375, -0.958125, -2.62937, 16344, 680, -650, , , , , 
1.99837, IMU_DATA, 0.58625, -0.63875, -1.82875, 16257, 886, -634, , , , , 
2.00317, IMU_DATA, 0.77875, -0.32375, -0.713125, 16279, 1038, -738, , , , , 
2.00797, IMU_DATA, 0.875, 0.02625, 0.695625, 16316, 933, -657, , , , , 
2.01277, IMU_DATA, 0.8925, 0.223125, 1.98625, 16398, 689, -571, , , , , 
2.01757, IMU_DATA, 0.91, 0.083125, 2.555, 16387, 673, -699, , , , , 
2.02237, IMU_DATA, 0.79625, -0.179375, 2.36687, 16343, 810, -688, , , , , 
2.02717, IMU_DATA, 0.669375, -0.231875, 2.35812, 16372, 685, -597, , , , , 
2.03197, IMU_DATA, 0.72625, -0.100625, 2.8525, 16418, 441, -570, , , , , 
2.03677, IMU_DATA, 0.7875, -0.00875, 3.20687, 16452, 278, -539, , , , , 
2.04157, IMU_DATA, 0.748125, -0.074375, 3.01875, 16312, 287, -454, , , , , 
2.04637, IMU_DATA, 0.669375, -0.126875, 2.84812, 16326, 162, -488, , , , , 
2.05117, IMU_DATA, 0.63875, -0.09625, 2.86125, 16346, 35, -368, , , , , 
2.05597, IMU_DATA, 0.77875, -0.170625, 2.72125, 16405, -66, -361, , , , , 
2.06077, IMU_DATA, 0.77, -0.20125, 2.46312, 16401, -84, -352, , , , , 
2.06557, IMU_DATA, 0.76125, -0.301875, 2.2925, 16459, -206, -314, , , , , 
2.07037, IMU_DATA, 0.616875, -0.21875, 2.31437, 16503, -380, -162, , , , , 
2.07517, IMU_DATA, 0.42875, -0.1925, 2.03, 16448, -311, -201, , , , , 
2.07997, IMU_DATA, 0.511875, -0.4025, 1.49187, 16391, -256, -185, , , , , 
2.08477, IMU_DATA, 0.55125, -0.49, 1.22062, 16327, -268, -161, , , , , 
2.08957, IMU_DATA, 0.564375, -0.56875, 1.22937, 16321, -334, -102, , , , , 
2.09437, IMU_DATA, 0.63875, -0.65625, 1.14187, 16320, -265, -174, , , , , 
1.98102, IMG_DATA, , , , , , , , , , Image_00020 
2.09917, IMU_DATA, 0.809375, -0.77875, 1.0325, 16365, -373, -245, , , , , 
2.10397, IMU_DATA, 0.721875, -0.739375, 0.966875, 16406, -458, -143, , , , , 
2.10877, IMU_DATA, 0.60375, -0.730625, 0.739375, 16414, -463, -188, , , , , 
2.11357, IMU_DATA, 0.63875, -0.84, 0.494375, 16429, -492, -296, , , , , 
2.11837, IMU_DATA, 0.625625, -0.975625, 0.25375, 16412, -564, -311, , , , , 
2.12317, IMU_DATA, 0.595, -1.02812, 0.035, 16373, -599, -256, , , , , 
2.12797, IMU_DATA, 0.608125, -1.11125, -0.205625, 16394, -581, -429, , , , , 
2.13277, IMU_DATA, 0.581875, -1.19437, -0.46375, 16423, -572, -454, , , , , 
2.13757, IMU_DATA, 0.53375, -1.29937, -0.818125, 16377, -498, -522, , , , , 
2.14237, IMU_DATA, 0.520625, -1.32562, -1.16375, 16419, -453, -602, , , , , 
2.14717, IMU_DATA, 0.538125, -1.155, -1.4175, 16344, -430, -607, , , , , 
2.15197, IMU_DATA, 0.63875, -1.08937, -1.60562, 16381, -344, -652, , , , , 
2.15677, IMU_DATA, 0.77, -1.14187, -1.8375, 16376, -154, -674, , , , , 
2.16157, IMU_DATA, 0.713125, -0.993125, -1.93812, 16432, -3, -757, , , , , 
2.16637, IMU_DATA, 0.5425, -0.748125, -1.9425, 16433, 133, -703, , , , , 
2.17117, IMU_DATA, 0.564375, -0.660625, -1.925, 16374, 389, -767, , , , , 
2.17597, IMU_DATA, 0.55125, -0.51625, -1.855, 16330, 580, -669, , , , , 
2.18077, IMU_DATA, 0.485625, -0.398125, -1.54875, 16354, 700, -652, , , , , 
2.18557, IMU_DATA, 0.511875, -0.415625, -1.11125, 16336, 816, -608, , , , , 
2.19037, IMU_DATA, 0.511875, -0.319375, -0.70875, 16304, 920, -557, , , , , 
2.19517, IMU_DATA, 0.538125, -0.245, -0.27125, 16396, 888, -484, , , , , 
2.19997, IMU_DATA, 0.433125, -0.16625, 0.188125, 16386, 852, -448, , , , , 
2.08103, IMG_DATA, , , , , , , , , , Image_00021 
2.20477, IMU_DATA, 0.48125, -0.0875, 0.546875, 16400, 840, -382, , , , , 
2.20957, IMU_DATA, 0.6475, -0.179375, 0.79625, 16363, 771, -361, , , , , 
2.21437, IMU_DATA, 0.62125, -0.161875, 1.08937, 16317, 671, -265, , , , , 
2.21917, IMU_DATA, 0.6125, -0.118125, 1.4, 16367, 459, -229, , , , , 
2.22397, IMU_DATA, 0.6125, -0.196875, 1.71937, 16371, 270, -157, , , , , 
2.22877, IMU_DATA, 0.60375, -0.32375, 1.90312, 16395, 30, -184, , , , , 
2.23357, IMU_DATA, 0.58625, -0.398125, 1.995, 16456, -240, -151, , , , , 
2.23837, IMU_DATA, 0.5775, -0.525, 1.85062, 16381, -337, -143, , , , , 
2.24317, IMU_DATA, 0.511875, -0.651875, 1.63625, 16446, -559, -194, , , , , 
2.24797, IMU_DATA, 0.49875, -0.748125, 1.41312, 16365, -691, -198, , , , , 
2.25277, IMU_DATA, 0.511875, -0.826875, 1.14187, 16362, -789, -232, , , , , 
2.25757, IMU_DATA, 0.503125, -0.888125, 0.765625, 16375, -850, -256, , , , , 
2.26237, IMU_DATA, 0.56875, -1.05, 0.258125, 16363, -841, -328, , , , , 
2.26717, IMU_DATA, 0.459375, -1.11562, -0.14875, 16407, -830, -334, , , , , 
2.27197, IMU_DATA, 0.4025, -1.09812, -0.520625, 16367, -683, -517, , , , , 
2.27677, IMU_DATA, 0.42, -1.1025, -0.853125, 16370, -719, -397, , , , , 
2.28157, IMU_DATA, 0.380625, -1.04125, -1.02375, 16379, -609, -507, , , , , 
2.28637, IMU_DATA, 0.450625, -1.08062, -1.32562, 16406, -470, -559, , , , , 
2.29117, IMU_DATA, 0.55125, -1.085, -1.64937, 16339, -258, -539, , , , , 
2.29597, IMU_DATA, 0.529375, -0.95375, -1.785, 16372, -165, -536, , , , , 
2.30077, IMU_DATA, 0.371875, -0.809375, -1.81125, 16403, -50, -550, , , , , 
2.30557, IMU_DATA, 0.371875, -0.800625, -1.81125, 16342, 214, -586, , , , , 
2.18102, IMG_DATA, , , , , , , , , , Image_00022 
2.31037, IMU_DATA, 0.459375, -0.748125, -1.67562, 16318, 211, -490, , , , , 
2.31517, IMU_DATA, 0.56, -0.735, -1.35187, 16420, 168, -451, , , , , 
2.31997, IMU_DATA, 0.485625, -0.74375, -1.3475, 16332, 386, -528, , , , , 
2.32477, IMU_DATA, 0.3675, -0.7, -1.33437, 16350, 417, -463, , , , , 
2.32957, IMU_DATA, 0.34125, -0.63, -0.9975, 16390, 376, -473, , , , , 
2.33437, IMU_DATA, 0.415625, -0.590625, -0.695625, 16382, 355, -441, , , , , 
2.33917, IMU_DATA, 0.503125, -0.520625, -0.56875, 16402, 394, -390, , , , , 
2.34397, IMU_DATA, 0.581875, -0.564375, -0.494375, 16331, 446, -412, , , , , 
2.34877, IMU_DATA, 0.608125, -0.67375, -0.27125, 16389, 411, -379, , , , , 
2.35357, IMU_DATA, 0.590625, -0.65625, -0.0175, 16359, 359, -459, , , , , 
2.35837, IMU_DATA, 0.555625, -0.695625, 0.13125, 16325, 427, -449, , , , , 
2.36317, IMU_DATA, 0.5075, -0.62125, 0.28875, 16342, 338, -400, , , , , 
2.36797, IMU_DATA, 0.538125, -0.616875, 0.555625, 16414, 201, -410, , , , , 
2.37277, IMU_DATA, 0.468125, -0.6475, 0.5775, 16341, 395, -598, , , , , 
2.37757, IMU_DATA, 0.3675, -0.616875, 0.56, 16424, 238, -321, , , , , 
2.38237, IMU_DATA, 0.35, -0.49875, 0.83125, 16417, 209, -462, , , , , 
2.38717, IMU_DATA, 0.581875, -0.669375, 0.818125, 16356, 220, -556, , , , , 
2.39197, IMU_DATA, 0.651875, -0.70875, 0.870625, 16375, 206, -485, , , , , 
2.39677, IMU_DATA, 0.564375, -0.56, 0.98, 16319, 71, -331, , , , , 
2.40157, IMU_DATA, 0.51625, -0.37625, 1.20312, 16362, 36, -385, , , , , 
2.40637, IMU_DATA, 0.546875, -0.433125, 1.25562, 16363, -7, -560, , , , , 
2.41117, IMU_DATA, 0.55125, -0.494375, 1.25562, 16343, -226, -226, , , , , 
2.28104, IMG_DATA, , , , , , , , , , Image_00023 
2.41597, IMU_DATA, 0.5775, -0.441875, 1.26437, 16394, -226, -362, , , , , 
2.42077, IMU_DATA, 0.739375, -0.7, 1.11562, 16343, -316, -381, , , , , 
2.42557, IMU_DATA, 0.634375, -0.625625, 1.15937, 16458, -524, -189, , , , , 
2.43037, IMU_DATA, 0.573125, -0.511875, 1.02812, 16366, -423, -262, , , , , 
2.43517, IMU_DATA, 0.599375, -0.599375, 0.72625, 16423, -569, -289, , , , , 
2.43997, IMU_DATA, 0.60375, -0.72625, 0.42, 16384, -543, -356, , , , , 
2.44477, IMU_DATA, 0.555625, -0.739375, 0.170625, 16348, -590, -103, , , , , 
2.44957, IMU_DATA, 0.6125, -0.74375, 0.11375, 16402, -660, -302, , , , , 
2.45437, IMU_DATA, 0.669375, -0.949375, -0.083125, 16438, -606, -418, , , , , 
2.45917, IMU_DATA, 0.520625, -1.09812, -0.573125, 16368, -488, -259, , , , , 
2.46397, IMU_DATA, 0.44625, -1.01937, -0.91, 16387, -359, -415, , , , , 
2.46877, IMU_DATA, 0.62125, -1.08062, -0.98, 16416, -408, -474, , , , , 
2.47357, IMU_DATA, 0.72625, -1.17687, -1.18125, 16366, -160, -470, , , , , 
2.47837, IMU_DATA, 0.49875, -1.01062, -1.54875, 16314, 66, -413, , , , , 
2.48317, IMU_DATA, 0.4725, -0.8925, -1.44812, 16415, 31, -636, , , , , 
2.48797, IMU_DATA, 0.625625, -0.879375, -1.23812, 16452, 138, -632, , , , , 
2.49277, IMU_DATA, 0.7, -0.8575, -1.40875, 16318, 406, -565, , , , , 
2.49757, IMU_DATA, 0.608125, -0.730625, -1.5225, 16306, 502, -530, , , , , 
2.50237, IMU_DATA, 0.48125, -0.739375, -1.08937, 16366, 484, -650, , , , , 
2.50717, IMU_DATA, 0.5775, -0.818125, -0.538125, 16392, 438, -638, , , , , 
2.51197, IMU_DATA, 0.6475, -0.735, -0.4375, 16318, 579, -408, , , , , 
2.51677, IMU_DATA, 0.476875, -0.538125, -0.41125, 16296, 733, -641, , , , , 
2.38102, IMG_DATA, , , , , , , , , , Image_00024 
2.52157, IMU_DATA, 0.398125, -0.42875, 0.0525, 16400, 443, -419, , , , , 
2.52637, IMU_DATA, 0.41125, -0.398125, 0.63875, 16395, 431, -395, , , , , 
2.53117, IMU_DATA, 0.455, -0.424375, 0.704375, 16370, 440, -447, , , , , 
2.53597, IMU_DATA, 0.49875, -0.441875, 0.7875, 16361, 336, -349, , , , , 
2.54077, IMU_DATA, 0.511875, -0.5075, 0.9625, 16339, 185, -330, , , , , 
2.54557, IMU_DATA, 0.538125, -0.56, 1.1725, 16358, 49, -323, , , , , 
2.55037, IMU_DATA, 0.599375, -0.5425, 1.2075, 16365, 31, -282, , , , , 
2.55517, IMU_DATA, 0.62125, -0.51625, 1.19875, 16387, -138, -233, , , , , 
2.55997, IMU_DATA, 0.6125, -0.669375, 1.19437, 16430, -213, -305, , , , , 
2.56477, IMU_DATA, 0.660625, -0.79625, 1.13312, 16441, -243, -263, , , , , 
2.56957, IMU_DATA, 0.63875, -0.660625, 1.05875, 16376, -296, -342, , , , , 
2.57437, IMU_DATA, 0.5775, -0.634375, 0.931875, 16380, -340, -333, , , , , 
2.57917, IMU_DATA, 0.56875, -0.76125, 0.756875, 16378, -382, -303, , , , , 
2.58397, IMU_DATA, 0.56875, -0.853125, 0.65625, 16398, -342, -466, , , , , 
2.58877, IMU_DATA, 0.590625, -0.888125, 0.529375, 16321, -330, -368, , , , , 
2.59357, IMU_DATA, 0.625625, -0.86625, 0.37625, 16380, -316, -455, , , , , 
2.59837, IMU_DATA, 0.5775, -0.77875, 0.30625, 16324, -272, -403, , , , , 
2.60317, IMU_DATA, 0.525, -0.643125, 0.258125, 16335, -216, -449, , , , , 
2.60797, IMU_DATA, 0.608125, -0.721875, 0.118125, 16334, -191, -505, , , , , 
2.61277, IMU_DATA, 0.739375, -0.8575, 0.0525, 16329, -135, -438, , , , , 
2.61757, IMU_DATA, 0.7175, -0.77875, 0.091875, 16391, -198, -341, , , , , 
2.62237, IMU_DATA, 0.60375, -0.70875, 0.100625, 16365, -89, -547, , , , , 
2.48102, IMG_DATA, , , , , , , , , , Image_00025 
2.62717, IMU_DATA, 0.62125, -0.695625, 0.0, 16415, -165, -392, , , , , 
2.63197, IMU_DATA, 0.581875, -0.590625, 0.02625, 16380, -44, -455, , , , , 
2.63677, IMU_DATA, 0.5775, -0.581875, 0.004375, 16446, -122, -422, , , , , 
2.64157, IMU_DATA, 0.651875, -0.665, 0.0, 16421, -135, -404, , , , , 
2.64637, IMU_DATA, 0.713125, -0.74375, -0.13125, 16358, -38, -450, , , , , 
2.65117, IMU_DATA, 0.77, -0.70875, -0.2275, 16344, -62, -348, , , , , 
2.65597, IMU_DATA, 0.791875, -0.735, -0.188125, 16379, -44, -433, , , , , 
2.66077, IMU_DATA, 0.7525, -0.735, -0.28, 16354, -38, -400, , , , , 
2.66557, IMU_DATA, 0.695625, -0.74375, -0.35, 16379, 21, -425, , , , , 
2.67037, IMU_DATA, 0.56, -0.77, -0.48125, 16383, 39, -448, , , , , 
2.67517, IMU_DATA, 0.546875, -0.765625, -0.55125, 16397, 55, -416, , , , , 
2.67997, IMU_DATA, 0.65625, -0.79625, -0.581875, 16399, 126, -412, , , , , 
2.68477, IMU_DATA, 0.62125, -0.739375, -0.669375, 16388, 174, -523, , , , , 
2.68957, IMU_DATA, 0.5775, -0.77875, -0.7525, 16400, 226, -472, , , , , 
2.69437, IMU_DATA, 0.529375, -0.83125, -0.74375, 16357, 252, -501, , , , , 
2.69917, IMU_DATA, 0.389375, -0.76125, -0.608125, 16390, 261, -526, , , , , 
2.70397, IMU_DATA, 0.371875, -0.756875, -0.46375, 16351, 254, -460, , , , , 
2.70877, IMU_DATA, 0.35, -0.678125, -0.406875, 16346, 257, -514, , , , , 
2.71357, IMU_DATA, 0.354375, -0.546875, -0.28875, 16345, 213, -467, , , , , 
2.71837, IMU_DATA, 0.34125, -0.450625, -0.0875, 16346, 171, -402, , , , , 
2.72317, IMU_DATA, 0.450625, -0.595, 0.109375, 16369, 34, -401, , , , , 
2.72797, IMU_DATA, 0.555625, -0.665, 0.240625, 16395, -36, -366, , , , , 
2.58103, IMG_DATA, , , , , , , , , , Image_00026 
2.73277, IMU_DATA, 0.55125, -0.63, 0.27125, 16384, -44, -404, , , , , 
