Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
0.0, IMG_DATA, , , , , , , , , , Image_00000 
21.7153, IMG_DATA, , , , , , , , , , Image_00217 
22.9274, IMU_DATA, -8.4525, -1.14187, -0.748125, 16384, 352, -350, , , , , 
22.9322, IMU_DATA, -8.21625, -1.08062, -0.63, 16391, 411, -414, , , , , 
22.937, IMU_DATA, -7.97125, -0.975625, -0.44625, 16375, 418, -445, , , , , 
22.9418, IMU_DATA, -7.65625, -0.88375, -0.240625, 16349, 402, -444, , , , , 
22.9466, IMU_DATA, -7.38937, -0.81375, -0.07875, 16353, 364, -469, , , , , 
22.9514, IMU_DATA, -7.16187, -0.748125, 0.11375, 16348, 356, -437, , , , , 
22.9562, IMU_DATA, -6.8775, -0.69125, 0.3325, 16374, 248, -463, , , , , 
22.961, IMU_DATA, -6.54937, -0.660625, 0.5425, 16372, 170, -443, , , , , 
22.9658, IMU_DATA, -6.22562, -0.60375, 0.651875, 16362, 117, -400, , , , , 
22.9706, IMU_DATA, -5.88875, -0.525, 0.6825, 16375, 26, -426, , , , , 
22.9754, IMU_DATA, -5.60437, -0.503125, 0.7, 16394, -57, -388, , , , , 
22.9802, IMU_DATA, -5.39875, -0.415625, 0.69125, 16388, -96, -386, , , , , 
22.985, IMU_DATA, -5.1625, -0.34125, 0.686875, 16380, -145, -344, , , , , 
22.9898, IMU_DATA, -4.90875, -0.380625, 0.65625, 16405, -188, -305, , , , , 
22.9946, IMU_DATA, -4.65062, -0.42, 0.58625, 16382, -212, -269, , , , , 
22.9994, IMU_DATA, -4.32687, -0.485625, 0.5075, 16400, -234, -263, , , , , 
23.0042, IMU_DATA, -4.13, -0.450625, 0.433125, 16401, -232, -267, , , , , 
23.009, IMU_DATA, -3.85437, -0.538125, 0.315, 16382, -249, -272, , , , , 
23.0138, IMU_DATA, -3.56125, -0.660625, 0.1925, 16322, -223, -249, , , , , 
23.0186, IMU_DATA, -3.395, -0.56875, 0.118125, 16368, -217, -224, , , , , 
23.0234, IMU_DATA, -3.2725, -0.476875, 0.105, 16366, -229, -231, , , , , 
23.0282, IMU_DATA, -3.06687, -0.529375, 0.07875, 16372, -172, -209, , , , , 
21.8059, IMG_DATA, , , , , , , , , , Image_00218 
23.033, IMU_DATA, -2.87437, -0.4375, 0.11375, 16393, -197, -200, , , , , 
23.0378, IMU_DATA, -2.64687, -0.459375, 0.144375, 16412, -225, -175, , , , , 
23.0426, IMU_DATA, -2.45437, -0.564375, 0.109375, 16420, -263, -171, , , , , 
23.0474, IMU_DATA, -2.26187, -0.62125, -0.0175, 16410, -267, -151, , , , , 
23.0522, IMU_DATA, -2.12187, -0.65625, -0.13125, 16404, -278, -138, , , , , 
23.057, IMU_DATA, -2.05625, -0.651875, -0.170625, 16365, -263, -92, , , , , 
23.0618, IMU_DATA, -1.99062, -0.704375, -0.188125, 16386, -291, -122, , , , , 
23.0666, IMU_DATA, -1.96875, -0.81375, -0.25375, 16373, -279, -123, , , , , 
23.0714, IMU_DATA, -1.97312, -0.77875, -0.39375, 16378, -278, -122, , , , , 
23.0762, IMU_DATA, -1.93812, -0.835625, -0.525, 16397, -231, -179, , , , , 
23.081, IMU_DATA, -1.85937, -0.98875, -0.634375, 16380, -212, -194, , , , , 
23.0858, IMU_DATA, -1.8375, -1.02375, -0.7175, 16395, -160, -216, , , , , 
23.0906, IMU_DATA, -1.88125, -1.13312, -0.79625, 16404, -132, -260, , , , , 
23.0954, IMU_DATA, -1.87687, -1.20312, -0.853125, 16406, -80, -320, , , , , 
23.1002, IMU_DATA, -1.86375, -1.26875, -0.91, 16398, 38, -356, , , , , 
23.105, IMU_DATA, -1.96437, -1.23812, -1.02375, 16380, 133, -397, , , , , 
23.1098, IMU_DATA, -2.02125, -1.15062, -1.08937, 16419, 211, -436, , , , , 
23.1146, IMU_DATA, -1.95125, -1.19, -1.12, 16384, 296, -478, , , , , 
23.1194, IMU_DATA, -1.98187, -1.18562, -1.11562, 16382, 440, -510, , , , , 
23.1242, IMU_DATA, -2.15687, -1.08937, -0.98875, 16374, 526, -524, , , , , 
23.129, IMU_DATA, -2.27062, -0.958125, -0.74375, 16386, 584, -537, , , , , 
23.1338, IMU_DATA, -2.1875, -0.958125, -0.520625, 16358, 629, -529, , , , , 
21.9059, IMG_DATA, , , , , , , , , , Image_00219 
23.1386, IMU_DATA, -2.17, -0.923125, -0.319375, 16348, 638, -535, , , , , 
23.1434, IMU_DATA, -2.19625, -0.914375, -0.074375, 16356, 633, -492, , , , , 
23.1482, IMU_DATA, -2.37125, -0.665, 0.214375, 16360, 587, -480, , , , , 
23.153, IMU_DATA, -2.485, -0.485625, 0.5075, 16389, 566, -446, , , , , 
23.1578, IMU_DATA, -2.52, -0.433125, 0.805, 16405, 480, -437, , , , , 
23.1626, IMU_DATA, -2.555, -0.363125, 1.14625, 16305, 394, -217, , , , , 
23.1674, IMU_DATA, -2.66875, -0.4025, 1.61, 16519, -178, -356, , , , , 
23.1722, IMU_DATA, -2.80437, -0.35875, 1.19, 16316, 235, -504, , , , , 
23.177, IMU_DATA, -2.9225, -0.459375, 0.608125, 16284, 175, -254, , , , , 
23.1818, IMU_DATA, -2.94437, -0.4025, 1.25125, 16424, -363, -288, , , , , 
23.1866, IMU_DATA, -2.9225, -0.363125, 1.9425, 16542, -527, -396, , , , , 
23.1914, IMU_DATA, -2.94437, -0.51625, 1.60125, 16356, -342, -299, , , , , 
23.1962, IMU_DATA, -3.0625, -0.555625, 1.05875, 16405, -540, -368, , , , , 
23.201, IMU_DATA, -3.04062, -0.573125, 0.91875, 16352, -614, -296, , , , , 
23.2058, IMU_DATA, -2.93125, -0.546875, 0.8225, 16424, -770, -332, , , , , 
23.2106, IMU_DATA, -2.93562, -0.441875, 0.48125, 16303, -584, -336, , , , , 
23.2154, IMU_DATA, -2.82187, -0.494375, 0.109375, 16313, -623, -272, , , , , 
23.2202, IMU_DATA, -2.6775, -0.49, 0.135625, 16406, -786, -350, , , , , 
23.225, IMU_DATA, -2.59437, -0.371875, 0.0175, 16433, -676, -271, , , , , 
23.2298, IMU_DATA, -2.46312, -0.284375, -0.494375, 16388, -491, -219, , , , , 
23.2346, IMU_DATA, -2.23125, -0.301875, -0.86625, 16414, -511, -196, , , , , 
23.2394, IMU_DATA, -1.85937, -0.49875, -1.00187, 16420, -352, -132, , , , , 
22.0059, IMG_DATA, , , , , , , , , , Image_00220 
23.2442, IMU_DATA, -1.57062, -0.69125, -1.33437, 16390, -229, -61, , , , , 
23.249, IMU_DATA, -1.45687, -0.7175, -1.53125, 16338, 166, -192, , , , , 
23.2538, IMU_DATA, -1.24687, -0.49875, -1.01937, 16582, -404, -24, , , , , 
23.2586, IMU_DATA, -1.02375, -0.44625, -1.23375, 16366, 171, -20, , , , , 
23.2634, IMU_DATA, -0.9275, -0.665, -2.14812, 16227, 712, -176, , , , , 
23.2682, IMU_DATA, -0.77875, -0.818125, -1.9425, 16355, 289, 17, , , , , 
23.273, IMU_DATA, -0.520625, -0.90125, -1.0325, 16442, 295, -158, , , , , 
23.2778, IMU_DATA, -0.28, -1.08062, -1.04562, 16266, 786, -223, , , , , 
23.2826, IMU_DATA, -0.021875, -1.1025, -1.01062, 16353, 721, -118, , , , , 
23.2874, IMU_DATA, 0.363125, -1.04125, -0.363125, 16418, 532, -332, , , , , 
23.2922, IMU_DATA, 0.58625, -1.00187, 0.07875, 16390, 607, -382, , , , , 
23.297, IMU_DATA, 0.65625, -0.97125, 0.21, 16331, 709, -322, , , , , 
23.3018, IMU_DATA, 0.783125, -0.966875, 0.625625, 16401, 395, -464, , , , , 
23.3066, IMU_DATA, 1.07187, -1.11125, 1.07625, 16407, 252, -526, , , , , 
23.3114, IMU_DATA, 1.21625, -1.20312, 1.11125, 16348, 221, -544, , , , , 
23.3162, IMU_DATA, 1.10687, -1.01062, 1.07187, 16342, 70, -521, , , , , 
23.321, IMU_DATA, 1.10687, -0.914375, 1.26875, 16355, -221, -641, , , , , 
23.3258, IMU_DATA, 1.13312, -0.86625, 1.51812, 16428, -497, -696, , , , , 
23.3306, IMU_DATA, 0.88375, -0.70875, 1.42625, 16385, -548, -590, , , , , 
23.3354, IMU_DATA, 0.86625, -0.63, 1.085, 16350, -710, -695, , , , , 
23.3402, IMU_DATA, 0.9625, -0.529375, 1.05875, 16423, -1036, -788, , , , , 
23.345, IMU_DATA, 0.8575, -0.315, 0.91, 16416, -1123, -663, , , , , 
22.1059, IMG_DATA, , , , , , , , , , Image_00221 
23.3498, IMU_DATA, 0.65625, -0.04375, 0.345625, 16378, -1001, -497, , , , , 
23.3546, IMU_DATA, 0.651875, 0.07, -0.231875, 16490, -1153, -559, , , , , 
23.3594, IMU_DATA, 0.599375, 0.223125, -0.77875, 16454, -969, -353, , , , , 
23.3642, IMU_DATA, 0.49875, 0.2975, -1.59687, 16355, -661, -237, , , , , 
23.369, IMU_DATA, 0.468125, 0.345625, -2.1175, 16356, -520, -152, , , , , 
23.3738, IMU_DATA, 0.398125, 0.441875, -2.38437, 16328, -283, 59, , , , , 
23.3786, IMU_DATA, 0.275625, 0.371875, -2.77812, 16316, 150, 127, , , , , 
23.3834, IMU_DATA, 0.315, 0.175, -3.10187, 16370, 471, 114, , , , , 
23.3882, IMU_DATA, 0.433125, 0.0175, -2.98375, 16462, 707, 217, , , , , 
23.393, IMU_DATA, 0.459375, -0.118125, -2.72125, 16462, 1055, 322, , , , , 
23.3978, IMU_DATA, 0.380625, -0.406875, -2.5025, 16417, 1373, 276, , , , , 
23.4026, IMU_DATA, 0.371875, -0.735, -2.00375, 16372, 1519, 274, , , , , 
23.4074, IMU_DATA, 0.32375, -0.83125, -1.13312, 16294, 1537, 264, , , , , 
23.4122, IMU_DATA, 0.328125, -0.896875, -0.231875, 16204, 1451, 338, , , , , 
23.417, IMU_DATA, 0.459375, -1.12875, 0.538125, 16188, 1248, 184, , , , , 
23.4218, IMU_DATA, 0.424375, -1.365, 1.32125, 16303, 950, 44, , , , , 
23.4266, IMU_DATA, 0.380625, -1.5925, 1.95562, 16347, 662, -66, , , , , 
23.4314, IMU_DATA, 0.55125, -1.82437, 2.3275, 16430, 363, -228, , , , , 
23.4362, IMU_DATA, 0.695625, -1.94687, 2.51125, 16431, 93, -323, , , , , 
23.441, IMU_DATA, 0.678125, -1.89, 2.62062, 16447, -240, -424, , , , , 
23.4458, IMU_DATA, 0.555625, -1.7325, 2.59, 16428, -526, -465, , , , , 
23.4506, IMU_DATA, 0.625625, -1.75, 2.38437, 16428, -762, -625, , , , , 
22.2059, IMG_DATA, , , , , , , , , , Image_00222 
23.4554, IMU_DATA, 0.6825, -1.74125, 1.9775, 16446, -883, -700, , , , , 
23.4602, IMU_DATA, 0.634375, -1.5575, 1.3825, 16411, -814, -808, , , , , 
23.465, IMU_DATA, 0.599375, -1.35187, 0.879375, 16405, -852, -817, , , , , 
23.4698, IMU_DATA, 0.608125, -1.15937, 0.625625, 16374, -1019, -889, , , , , 
23.4746, IMU_DATA, 0.555625, -0.949375, 0.354375, 16431, -1095, -864, , , , , 
23.4794, IMU_DATA, 0.4025, -0.70875, -0.310625, 16300, -722, -791, , , , , 
23.4842, IMU_DATA, 0.3325, -0.459375, -1.00187, 16330, -503, -780, , , , , 
23.489, IMU_DATA, 0.28875, -0.175, -1.21187, 16364, -402, -692, , , , , 
23.4938, IMU_DATA, 0.223125, 0.11375, -1.25125, 16387, -223, -610, , , , , 
23.4986, IMU_DATA, 0.25375, 0.09625, -1.2775, 16397, -66, -523, , , , , 
23.5034, IMU_DATA, 0.345625, -0.065625, -1.29062, 16452, 144, -420, , , , , 
23.5082, IMU_DATA, 0.433125, -0.170625, -1.225, 16430, 252, -333, , , , , 
23.513, IMU_DATA, 0.380625, -0.039375, -1.085, 16384, 313, -297, , , , , 
23.5178, IMU_DATA, 0.345625, 0.205625, -0.77875, 16362, 232, -192, , , , , 
23.5226, IMU_DATA, 0.41125, 0.30625, -0.48125, 16302, 201, -41, , , , , 
23.5274, IMU_DATA, 0.525, 0.144375, -0.41125, 16342, 178, 7, , , , , 
23.5322, IMU_DATA, 0.660625, -0.231875, -0.459375, 16317, 194, 81, , , , , 
23.537, IMU_DATA, 0.774375, -0.48125, -0.494375, 16357, 172, 68, , , , , 
23.5418, IMU_DATA, 0.783125, -0.459375, -0.35875, 16364, 77, 85, , , , , 
23.5466, IMU_DATA, 0.76125, -0.406875, -0.161875, 16406, -25, 119, , , , , 
23.5514, IMU_DATA, 0.6825, -0.49, -0.04375, 16432, -130, 95, , , , , 
23.5562, IMU_DATA, 0.581875, -0.625625, -0.083125, 16429, -71, 26, , , , , 
22.3059, IMG_DATA, , , , , , , , , , Image_00223 
23.561, IMU_DATA, 0.546875, -0.914375, -0.25375, 16440, -31, -31, , , , , 
23.5658, IMU_DATA, 0.525, -1.05875, -0.4025, 16409, -17, -99, , , , , 
23.5706, IMU_DATA, 0.564375, -1.07625, -0.51625, 16388, 36, -108, , , , , 
23.5754, IMU_DATA, 0.55125, -1.11562, -0.625625, 16361, 143, -170, , , , , 
23.5802, IMU_DATA, 0.44625, -1.21187, -0.72625, 16324, 303, -251, , , , , 
23.585, IMU_DATA, 0.371875, -1.30375, -0.77, 16316, 417, -253, , , , , 
23.5898, IMU_DATA, 0.3675, -1.3475, -0.713125, 16218, 795, -424, , , , , 
23.5946, IMU_DATA, 0.459375, -1.25125, -0.2275, 16413, 398, -387, , , , , 
23.5994, IMU_DATA, 0.555625, -1.01937, 0.284375, 16435, 343, -335, , , , , 
23.6042, IMU_DATA, 0.494375, -0.984375, 0.00875, 16359, 652, -409, , , , , 
23.609, IMU_DATA, 0.328125, -1.07625, -0.100625, 16335, 606, -436, , , , , 
23.6138, IMU_DATA, 0.310625, -1.015, 0.520625, 16456, 258, -368, , , , , 
23.6186, IMU_DATA, 0.34125, -0.8925, 1.04125, 16325, 295, -423, , , , , 
23.6234, IMU_DATA, 0.319375, -0.765625, 1.13312, 16331, 121, -428, , , , , 
23.6282, IMU_DATA, 0.424375, -0.7875, 1.32562, 16386, -194, -335, , , , , 
23.633, IMU_DATA, 0.6475, -1.04125, 1.23812, 16351, -216, -422, , , , , 
23.6378, IMU_DATA, 0.595, -0.98, 1.19, 16389, -336, -420, , , , , 
23.6426, IMU_DATA, 0.511875, -0.805, 1.41312, 16434, -623, -418, , , , , 
23.6474, IMU_DATA, 0.660625, -0.88375, 1.4875, 16498, -835, -509, , , , , 
23.6522, IMU_DATA, 0.7525, -0.88375, 1.09375, 16471, -817, -426, , , , , 
23.657, IMU_DATA, 0.686875, -0.704375, 0.450625, 16373, -813, -446, , , , , 
23.6618, IMU_DATA, 0.590625, -0.60375, -0.06125, 16371, -824, -482, , , , , 
22.4059, IMG_DATA, , , , , , , , , , Image_00224 
23.6666, IMU_DATA, 0.546875, -0.599375, -0.371875, 16370, -806, -472, , , , , 
23.6714, IMU_DATA, 0.4375, -0.546875, -0.686875, 16359, -680, -471, , , , , 
23.6762, IMU_DATA, 0.42875, -0.58625, -1.11562, 16381, -539, -517, , , , , 
23.681, IMU_DATA, 0.46375, -0.520625, -1.505, 16385, -342, -480, , , , , 
23.6858, IMU_DATA, 0.468125, -0.389375, -1.74125, 16417, -152, -441, , , , , 
23.6906, IMU_DATA, 0.3675, -0.310625, -1.86812, 16419, 48, -416, , , , , 
23.6954, IMU_DATA, 0.35, -0.223125, -1.95125, 16417, 228, -383, , , , , 
23.7002, IMU_DATA, 0.354375, -0.1925, -1.94687, 16367, 436, -334, , , , , 
23.705, IMU_DATA, 0.371875, -0.126875, -1.85062, 16319, 593, -300, , , , , 
23.7098, IMU_DATA, 0.433125, -0.1575, -1.58812, 16340, 710, -255, , , , , 
23.7146, IMU_DATA, 0.546875, -0.34125, -1.19437, 16352, 738, -205, , , , , 
23.7194, IMU_DATA, 0.450625, -0.284375, -0.774375, 16343, 747, -125, , , , , 
23.7242, IMU_DATA, 0.32375, -0.0875, -0.424375, 16346, 724, -45, , , , , 
23.729, IMU_DATA, 0.459375, -0.223125, -0.07875, 16393, 666, 14, , , , , 
23.7338, IMU_DATA, 0.555625, -0.336875, 0.25375, 16354, 558, 74, , , , , 
23.7386, IMU_DATA, 0.511875, -0.37625, 0.525, 16387, 422, 132, , , , , 
23.7434, IMU_DATA, 0.48125, -0.56, 0.748125, 16373, 305, 134, , , , , 
23.7482, IMU_DATA, 0.503125, -0.748125, 0.870625, 16403, 150, 112, , , , , 
23.753, IMU_DATA, 0.511875, -0.844375, 0.905625, 16402, 40, 86, , , , , 
23.7578, IMU_DATA, 0.424375, -0.914375, 0.931875, 16406, -85, 46, , , , , 
23.7626, IMU_DATA, 0.424375, -1.07187, 0.93625, 16427, -186, -41, , , , , 
23.7674, IMU_DATA, 0.4725, -1.28187, 0.818125, 16396, -312, -91, , , , , 
22.5059, IMG_DATA, , , , , , , , , , Image_00225 
23.7722, IMU_DATA, 0.49875, -1.40875, 0.58625, 16390, -307, -174, , , , , 
23.777, IMU_DATA, 0.538125, -1.56187, 0.319375, 16369, -319, -271, , , , , 
23.7818, IMU_DATA, 0.49875, -1.575, 0.161875, 16364, -315, -357, , , , , 
23.7866, IMU_DATA, 0.511875, -1.51375, 0.07, 16376, -279, -448, , , , , 
23.7914, IMU_DATA, 0.56, -1.53562, -0.09625, 16376, -226, -540, , , , , 
23.7962, IMU_DATA, 0.573125, -1.505, -0.1575, 16395, -188, -605, , , , , 
23.801, IMU_DATA, 0.538125, -1.34312, -0.153125, 16384, -149, -647, , , , , 
23.8058, IMU_DATA, 0.49, -1.20312, -0.196875, 16383, -94, -704, , , , , 
23.8106, IMU_DATA, 0.42, -1.02812, -0.249375, 16370, -71, -728, , , , , 
23.8154, IMU_DATA, 0.398125, -0.8575, -0.205625, 16357, -74, -696, , , , , 
23.8202, IMU_DATA, 0.49, -0.818125, -0.1575, 16389, -47, -667, , , , , 
23.825, IMU_DATA, 0.546875, -0.67375, -0.14875, 16373, -42, -621, , , , , 
23.8298, IMU_DATA, 0.49875, -0.441875, -0.118125, 16396, -22, -602, , , , , 
23.8346, IMU_DATA, 0.48125, -0.28, -0.039375, 16458, -29, -582, , , , , 
23.8394, IMU_DATA, 0.42875, -0.07875, 0.18375, 16230, -2, 52, , , , , 
23.8442, IMU_DATA, 0.315, -0.21, 0.4025, 16418, 32, -667, , , , , 
23.849, IMU_DATA, 0.503125, -0.074375, 0.1575, 16506, -103, -548, , , , , 
23.8538, IMU_DATA, 0.616875, 0.245, 0.564375, 16621, -902, -27, , , , , 
23.8586, IMU_DATA, 0.660625, 0.249375, -0.7, 16230, 89, -334, , , , , 
23.8634, IMU_DATA, 0.49875, -0.118125, -1.995, 16074, 512, -252, , , , , 
23.8682, IMU_DATA, 0.336875, -0.240625, -0.735, 16579, -788, 141, , , , , 
23.873, IMU_DATA, 0.459375, -0.5425, 0.126875, 16508, -350, -171, , , , , 
22.6059, IMG_DATA, , , , , , , , , , Image_00226 
23.8778, IMU_DATA, 0.590625, -0.91875, -1.27312, 16103, 666, -191, , , , , 
23.8826, IMU_DATA, 0.450625, -0.67375, -1.26437, 16419, 36, 253, , , , , 
23.8874, IMU_DATA, 0.4725, -0.6125, 0.07, 16522, -80, -226, , , , , 
23.8922, IMU_DATA, 0.643125, -0.643125, 0.118125, 16403, 325, -54, , , , , 
23.897, IMU_DATA, 0.51625, -0.669375, -0.42, 16396, 302, 121, , , , , 
23.9018, IMU_DATA, 0.41125, -0.870625, -0.739375, 16301, 646, -283, , , , , 
23.9066, IMU_DATA, 0.520625, -1.015, -0.4375, 16449, 325, -171, , , , , 
23.9114, IMU_DATA, 0.485625, -0.905625, -0.1575, 16303, 487, -152, , , , , 
23.9162, IMU_DATA, 0.328125, -0.8925, -0.34125, 16215, 630, -306, , , , , 
23.921, IMU_DATA, 0.34125, -0.879375, -0.105, 16297, 386, -199, , , , , 
23.9258, IMU_DATA, 0.49, -0.91875, 0.5075, 16372, 234, -270, , , , , 
23.9306, IMU_DATA, 0.538125, -1.05875, 0.713125, 16327, 327, -296, , , , , 
23.9354, IMU_DATA, 0.525, -1.05437, 0.844375, 16410, 145, -295, , , , , 
23.9402, IMU_DATA, 0.634375, -1.00625, 1.30812, 16518, -206, -358, , , , , 
23.945, IMU_DATA, 0.529375, -0.923125, 1.28187, 16478, -368, -242, , , , , 
23.9498, IMU_DATA, 0.48125, -0.958125, 0.7525, 16367, -144, -298, , , , , 
23.9546, IMU_DATA, 0.5775, -0.9625, 0.424375, 16397, -194, -460, , , , , 
23.9594, IMU_DATA, 0.41125, -0.8225, 0.7, 16433, -428, -261, , , , , 
23.9642, IMU_DATA, 0.30625, -0.84, 0.660625, 16331, -486, -330, , , , , 
23.969, IMU_DATA, 0.4725, -0.931875, 0.3675, 16309, -466, -333, , , , , 
23.9738, IMU_DATA, 0.65625, -0.958125, 0.21875, 16369, -772, -686, , , , , 
23.9786, IMU_DATA, 0.41125, -0.91, 0.21875, 16605, -882, -351, , , , , 
22.7059, IMG_DATA, , , , , , , , , , Image_00227 
23.9834, IMU_DATA, -0.013125, -0.7525, -0.879375, 16373, 216, 6, , , , , 
23.9882, IMU_DATA, 0.21, -0.634375, -1.71062, 16030, 1080, -630, , , , , 
23.993, IMU_DATA, 0.520625, -0.730625, 0.0175, 17021, -1246, -918, , , , , 
23.9978, IMU_DATA, 0.476875, -0.595, 1.43937, 16574, -1194, -164, , , , , 
24.0026, IMU_DATA, 0.62125, -0.345625, -1.31687, 15801, 921, -383, , , , , 
24.0074, IMU_DATA, 0.7, -0.424375, -2.79125, 16254, 536, -546, , , , , 
24.0122, IMU_DATA, 0.450625, -0.46375, -0.88375, 16576, -390, -410, , , , , 
24.017, IMU_DATA, 0.4025, -0.468125, 0.013125, 16371, 270, -416, , , , , 
24.0218, IMU_DATA, 0.5075, -0.459375, -1.0325, 16048, 896, -598, , , , , 
24.0266, IMU_DATA, 0.44625, -0.223125, -0.9975, 16361, 410, -57, , , , , 
24.0314, IMU_DATA, 0.30625, -0.105, -0.144375, 16486, 435, -48, , , , , 
24.0362, IMU_DATA, 0.406875, -0.5425, -0.021875, 16610, 504, -533, , , , , 
24.041, IMU_DATA, 0.450625, -0.704375, 0.336875, 16580, 290, -252, , , , , 
24.0458, IMU_DATA, 0.51625, -0.433125, 0.888125, 16523, -149, -164, , , , , 
24.0506, IMU_DATA, 0.634375, -0.170625, 0.931875, 16280, -6, -88, , , , , 
24.0554, IMU_DATA, 0.660625, -0.249375, 0.144375, 15986, 291, -109, , , , , 
24.0602, IMU_DATA, 0.406875, -0.4375, -0.205625, 16124, 196, -234, , , , , 
24.065, IMU_DATA, 0.23625, -0.56875, -0.039375, 16168, 252, -117, , , , , 
24.0698, IMU_DATA, 0.18375, -0.51625, 0.32375, 16383, 106, -68, , , , , 
24.0746, IMU_DATA, 0.091875, -0.51625, 0.905625, 16549, -234, -110, , , , , 
24.0794, IMU_DATA, 0.2275, -0.704375, 1.43937, 16801, -631, -181, , , , , 
24.0842, IMU_DATA, 0.3325, -0.791875, 1.21187, 16641, -401, -148, , , , , 
22.8059, IMG_DATA, , , , , , , , , , Image_00228 
24.089, IMU_DATA, 0.16625, -0.67375, 0.28875, 16394, -267, -142, , , , , 
24.0938, IMU_DATA, 0.153125, -0.669375, -0.091875, 16321, -394, -28, , , , , 
24.0986, IMU_DATA, 0.4375, -0.774375, -0.179375, 16209, -314, -140, , , , , 
24.1034, IMU_DATA, 0.730625, -0.86625, -0.35875, 16246, -162, -205, , , , , 
24.1082, IMU_DATA, 0.748125, -0.853125, -0.511875, 16173, 35, -67, , , , , 
24.113, IMU_DATA, 0.69125, -0.90125, -0.3325, 16328, -179, -64, , , , , 
24.1178, IMU_DATA, 0.704375, -1.07625, 0.065625, 16382, -361, -127, , , , , 
24.1226, IMU_DATA, 0.704375, -1.19875, 0.179375, 16494, -466, -284, , , , , 
24.1274, IMU_DATA, 0.651875, -1.14625, 0.048125, 16536, -447, -288, , , , , 
24.1322, IMU_DATA, 0.665, -1.23375, -0.3325, 16557, -332, -373, , , , , 
24.137, IMU_DATA, 0.53375, -1.37812, -0.774375, 16500, -225, -465, , , , , 
24.1418, IMU_DATA, 0.389375, -1.3825, -1.11125, 16393, -75, -630, , , , , 
24.1466, IMU_DATA, 0.398125, -1.39125, -1.18125, 16360, -24, -723, , , , , 
24.1514, IMU_DATA, 0.319375, -1.2075, -1.05875, 16228, 108, -693, , , , , 
24.1562, IMU_DATA, 0.30625, -0.949375, -0.8925, 16242, 108, -744, , , , , 
24.161, IMU_DATA, 0.42, -0.84875, -0.6125, 16310, 9, -768, , , , , 
24.1658, IMU_DATA, 0.450625, -0.6475, -0.433125, 16368, -27, -806, , , , , 
24.1706, IMU_DATA, 0.525, -0.5075, -0.56, 16432, 63, -730, , , , , 
24.1754, IMU_DATA, 0.511875, -0.23625, -0.914375, 16441, 271, -690, , , , , 
24.1802, IMU_DATA, 0.546875, -0.0525, -1.16812, 16485, 417, -554, , , , , 
24.185, IMU_DATA, 0.643125, 0.030625, -1.19437, 16365, 582, -482, , , , , 
24.1898, IMU_DATA, 0.503125, 0.23625, -0.9275, 16340, 522, -309, , , , , 
22.9059, IMG_DATA, , , , , , , , , , Image_00229 
24.1946, IMU_DATA, 0.2975, 0.2975, -0.53375, 16336, 527, -63, , , , , 
24.1994, IMU_DATA, 0.275625, 0.18375, -0.37625, 16340, 581, -62, , , , , 
24.2042, IMU_DATA, 0.32375, 0.0525, -0.245, 16323, 607, 31, , , , , 
24.209, IMU_DATA, 0.42, -0.035, 0.11375, 16395, 479, 54, , , , , 
24.2138, IMU_DATA, 0.42875, -0.091875, 0.564375, 16438, 278, 95, , , , , 
24.2186, IMU_DATA, 0.363125, -0.188125, 0.70875, 16406, 285, 132, , , , , 
24.2234, IMU_DATA, 0.363125, -0.363125, 0.590625, 16341, 353, 102, , , , , 
24.2282, IMU_DATA, 0.371875, -0.555625, 0.564375, 16366, 295, 128, , , , , 
24.233, IMU_DATA, 0.42875, -0.774375, 0.7, 16331, 279, 88, , , , , 
24.2378, IMU_DATA, 0.520625, -0.949375, 0.879375, 16290, 97, -6, , , , , 
24.2426, IMU_DATA, 0.616875, -0.949375, 1.37375, 16495, -340, 23, , , , , 
24.2474, IMU_DATA, 0.599375, -1.05437, 1.51812, 16496, -302, -33, , , , , 
24.2522, IMU_DATA, 0.49875, -1.2425, 1.04125, 16467, -306, -164, , , , , 
24.257, IMU_DATA, 0.686875, -1.35187, 0.7875, 16492, -500, -182, , , , , 
24.2618, IMU_DATA, 0.8575, -1.39125, 0.686875, 16352, -523, -270, , , , , 
24.2666, IMU_DATA, 0.8225, -1.53125, 0.415625, 16274, -489, -330, , , , , 
24.2714, IMU_DATA, 0.595, -1.46562, 0.144375, 16207, -412, -362, , , , , 
24.2762, IMU_DATA, 0.494375, -1.29062, 0.013125, 16273, -423, -461, , , , , 
24.281, IMU_DATA, 0.494375, -1.25125, -0.035, 16299, -424, -466, , , , , 
24.2858, IMU_DATA, 0.503125, -1.29062, -0.135625, 16392, -434, -559, , , , , 
24.2906, IMU_DATA, 0.546875, -1.37375, -0.240625, 16481, -492, -675, , , , , 
24.2954, IMU_DATA, 0.485625, -1.20312, -0.319375, 16507, -472, -673, , , , , 
23.0059, IMG_DATA, , , , , , , , , , Image_00230 
24.3002, IMU_DATA, 0.468125, -0.905625, -0.5425, 16497, -374, -672, , , , , 
24.305, IMU_DATA, 0.336875, -0.625625, -0.905625, 16429, -209, -677, , , , , 
24.3098, IMU_DATA, 0.2975, -0.49875, -1.2075, 16326, -55, -626, , , , , 
