Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
0.0, IMG_DATA, , , , , , , , , , Image_00000 
7.42343, IMU_DATA, -5.66562, -1.55312, 0.44625, 16384, -663, 44, , , , , 
7.42822, IMU_DATA, -5.63062, -1.70625, 0.37625, 16366, -676, -81, , , , , 
7.43303, IMU_DATA, -5.58687, -1.78062, 0.240625, 16374, -677, -195, , , , , 
7.43782, IMU_DATA, -5.52562, -1.73687, 0.074375, 16404, -680, -333, , , , , 
7.44263, IMU_DATA, -5.48625, -1.68, -0.048125, 16402, -656, -475, , , , , 
7.44743, IMU_DATA, -5.47312, -1.71062, -0.188125, 16416, -616, -542, , , , , 
7.45222, IMU_DATA, -5.33312, -1.74125, -0.30625, 16388, -591, -665, , , , , 
7.45703, IMU_DATA, -5.20625, -1.60562, -0.354375, 16395, -559, -725, , , , , 
7.46182, IMU_DATA, -5.08375, -1.435, -0.4375, 16357, -508, -751, , , , , 
7.46663, IMU_DATA, -5.0225, -1.18562, -0.49875, 16326, -453, -789, , , , , 
7.47142, IMU_DATA, -4.91312, -0.9975, -0.53375, 16386, -388, -814, , , , , 
7.47622, IMU_DATA, -4.78625, -0.945, -0.494375, 16390, -372, -821, , , , , 
7.48103, IMU_DATA, -4.75125, -0.739375, -0.44625, 16398, -339, -793, , , , , 
7.48582, IMU_DATA, -4.68562, -0.49875, -0.44625, 16382, -274, -752, , , , , 
7.49063, IMU_DATA, -4.58937, -0.28875, -0.4375, 16407, -243, -698, , , , , 
7.49542, IMU_DATA, -4.47125, -0.275625, -0.406875, 16394, -232, -620, , , , , 
7.50023, IMU_DATA, -4.46687, -0.16625, -0.3325, 16362, -218, -518, , , , , 
7.50503, IMU_DATA, -4.6025, 0.11375, -0.293125, 16348, -238, -450, , , , , 
7.1059, IMG_DATA, , , , , , , , , , Image_00071 
7.50982, IMU_DATA, -4.68562, 0.214375, -0.21, 16375, -226, -379, , , , , 
7.51463, IMU_DATA, -4.60687, 0.16625, -0.07875, 16372, -242, -286, , , , , 
7.51942, IMU_DATA, -4.59812, 0.196875, 0.02625, 16377, -249, -190, , , , , 
7.52423, IMU_DATA, -4.57187, 0.1925, 0.065625, 16400, -272, -136, , , , , 
7.52902, IMU_DATA, -4.59375, 0.135625, 0.083125, 16371, -284, -53, , , , , 
7.53382, IMU_DATA, -4.63312, 0.065625, 0.1225, 16378, -309, -4, , , , , 
7.53863, IMU_DATA, -4.6725, -0.013125, 0.1225, 16382, -294, 44, , , , , 
7.54342, IMU_DATA, -4.795, -0.07875, 0.091875, 16386, -338, 85, , , , , 
7.54823, IMU_DATA, -4.96125, -0.20125, 0.100625, 16395, -367, 115, , , , , 
7.55302, IMU_DATA, -5.02687, -0.35, 0.135625, 16388, -399, 159, , , , , 
7.55783, IMU_DATA, -5.08812, -0.56875, 0.135625, 16378, -393, 139, , , , , 
7.56262, IMU_DATA, -5.12312, -0.79625, 0.118125, 16371, -438, 123, , , , , 
7.56742, IMU_DATA, -5.26312, -0.853125, 0.1225, 16361, -390, 116, , , , , 
7.57223, IMU_DATA, -5.50375, -0.800625, 0.205625, 16354, -503, 65, , , , , 
7.57702, IMU_DATA, -5.56062, -0.98, 0.2275, 16388, -556, -13, , , , , 
7.58183, IMU_DATA, -5.65687, -1.09375, 0.083125, 16398, -531, -22, , , , , 
7.58662, IMU_DATA, -5.9325, -1.07625, -0.118125, 16364, -538, -50, , , , , 
7.59142, IMU_DATA, -6.125, -1.225, -0.21, 16396, -610, -112, , , , , 
7.59623, IMU_DATA, -6.23437, -1.43937, -0.231875, 16374, -577, -201, , , , , 
7.60102, IMU_DATA, -6.545, -1.42625, -0.27125, 16407, -557, -250, , , , , 
7.60583, IMU_DATA, -6.85125, -1.35625, -0.2975, 16346, -535, -290, , , , , 
7.61062, IMU_DATA, -6.97375, -1.47875, -0.3675, 16389, -521, -364, , , , , 
7.2059, IMG_DATA, , , , , , , , , , Image_00072 
7.61543, IMU_DATA, -7.27125, -1.44375, -0.511875, 16388, -442, -421, , , , , 
7.62022, IMU_DATA, -7.54687, -1.37375, -0.665, 16375, -377, -490, , , , , 
7.62502, IMU_DATA, -7.80937, -1.26, -0.70875, 16398, -326, -532, , , , , 
7.62983, IMU_DATA, -8.08937, -1.19, -0.686875, 16408, -273, -569, , , , , 
7.63462, IMU_DATA, -8.39125, -1.10687, -0.625625, 16396, -206, -606, , , , , 
7.63943, IMU_DATA, -8.72375, -0.98875, -0.595, 16383, -142, -636, , , , , 
7.64422, IMU_DATA, -9.06062, -0.879375, -0.599375, 16391, -105, -648, , , , , 
7.64902, IMU_DATA, -9.34937, -0.79625, -0.56875, 16369, -32, -623, , , , , 
7.65383, IMU_DATA, -9.54625, -0.730625, -0.56875, 16364, 19, -571, , , , , 
7.65862, IMU_DATA, -9.77375, -0.7525, -0.525, 16391, 80, -555, , , , , 
7.66343, IMU_DATA, -10.1587, -0.616875, -0.371875, 16371, 141, -501, , , , , 
7.66822, IMU_DATA, -10.5875, -0.363125, -0.179375, 16373, 139, -465, , , , , 
7.67303, IMU_DATA, -11.095, -0.109375, 0.035, 16365, 106, -409, , , , , 
7.67782, IMU_DATA, -11.3925, -0.175, 0.231875, 16434, 89, -398, , , , , 
7.68262, IMU_DATA, -11.725, -0.205625, 0.34125, 16424, 31, -348, , , , , 
7.68743, IMU_DATA, -12.1319, -0.20125, 0.441875, 16409, -26, -324, , , , , 
7.69222, IMU_DATA, -12.6394, -0.083125, 0.5425, 16400, -63, -277, , , , , 
7.69703, IMU_DATA, -13.0637, -0.100625, 0.595, 16398, -111, -246, , , , , 
7.70182, IMU_DATA, -13.37, -0.223125, 0.669375, 16364, -119, -235, , , , , 
7.70662, IMU_DATA, -13.7637, -0.175, 0.669375, 16341, -154, -171, , , , , 
7.71143, IMU_DATA, -14.0306, -0.175, 0.65625, 16348, -209, -159, , , , , 
7.71622, IMU_DATA, -14.2756, -0.345625, 0.67375, 16378, -251, -149, , , , , 
7.30588, IMG_DATA, , , , , , , , , , Image_00073 
7.72103, IMU_DATA, -14.63, -0.42875, 0.730625, 16389, -271, -148, , , , , 
7.72582, IMU_DATA, -15.1156, -0.363125, 0.77, 16398, -325, -122, , , , , 
7.73063, IMU_DATA, -15.4831, -0.345625, 0.774375, 16396, -343, -113, , , , , 
7.73542, IMU_DATA, -15.6931, -0.371875, 0.800625, 16407, -370, -137, , , , , 
7.74022, IMU_DATA, -15.9556, -0.476875, 0.79625, 16376, -397, -133, , , , , 
7.74503, IMU_DATA, -16.2356, -0.590625, 0.721875, 16396, -396, -166, , , , , 
7.74982, IMU_DATA, -16.4587, -0.6475, 0.695625, 16345, -420, -172, , , , , 
7.75463, IMU_DATA, -16.7475, -0.69125, 0.713125, 16352, -440, -182, , , , , 
7.75942, IMU_DATA, -17.0362, -0.6475, 0.72625, 16343, -497, -192, , , , , 
7.76423, IMU_DATA, -17.2112, -0.665, 0.669375, 16354, -487, -176, , , , , 
7.76903, IMU_DATA, -17.3775, -0.765625, 0.616875, 16374, -531, -214, , , , , 
7.77382, IMU_DATA, -17.7056, -0.77, 0.634375, 16363, -564, -171, , , , , 
7.77863, IMU_DATA, -18.0469, -0.77875, 0.634375, 16447, -600, -217, , , , , 
7.78342, IMU_DATA, -18.3662, -0.805, 0.56875, 16436, -585, -245, , , , , 
7.78823, IMU_DATA, -18.6375, -0.756875, 0.49, 16438, -626, -286, , , , , 
7.79302, IMU_DATA, -18.7906, -0.896875, 0.363125, 16453, -642, -356, , , , , 
7.79782, IMU_DATA, -18.9219, -1.015, 0.223125, 16424, -584, -369, , , , , 
7.80263, IMU_DATA, -19.1362, -0.98, 0.07875, 16395, -539, -450, , , , , 
7.80742, IMU_DATA, -19.3725, -0.88375, -0.0525, 16346, -502, -467, , , , , 
7.81223, IMU_DATA, -19.5256, -0.805, -0.14, 16336, -458, -490, , , , , 
7.81702, IMU_DATA, -19.6569, -0.686875, -0.16625, 16296, -388, -532, , , , , 
7.82183, IMU_DATA, -19.67, -0.735, -0.161875, 16357, -348, -553, , , , , 
7.40591, IMG_DATA, , , , , , , , , , Image_00074 
7.82663, IMU_DATA, -19.6481, -0.74375, -0.205625, 16371, -256, -553, , , , , 
7.83142, IMU_DATA, -19.7531, -0.5075, -0.23625, 16412, -183, -565, , , , , 
7.83623, IMU_DATA, -19.8319, -0.354375, -0.2275, 16430, -108, -549, , , , , 
7.84102, IMU_DATA, -19.845, -0.284375, -0.14875, 16430, -68, -512, , , , , 
7.84583, IMU_DATA, -19.8494, -0.1575, -0.0525, 16383, -8, -455, , , , , 
7.85062, IMU_DATA, -19.8887, -0.0175, 0.02625, 16348, 21, -383, , , , , 
7.85542, IMU_DATA, -19.9106, 0.02625, 0.1925, 16345, 32, -289, , , , , 
7.86023, IMU_DATA, -19.8975, -0.013125, 0.34125, 16326, 49, -205, , , , , 
7.86502, IMU_DATA, -19.9631, 0.02625, 0.4375, 16323, 50, -175, , , , , 
7.86983, IMU_DATA, -19.9412, -0.0175, 0.6475, 16305, -39, -118, , , , , 
7.87462, IMU_DATA, -19.8669, -0.14, 0.975625, 16373, -165, -98, , , , , 
7.87943, IMU_DATA, -19.8712, -0.188125, 1.22062, 16393, -252, -47, , , , , 
7.88423, IMU_DATA, -19.8187, -0.354375, 1.25125, 16449, -339, -74, , , , , 
7.88902, IMU_DATA, -19.8669, -0.459375, 1.23812, 16456, -450, -61, , , , , 
7.89383, IMU_DATA, -19.9019, -0.49, 1.15937, 16426, -471, -79, , , , , 
7.89862, IMU_DATA, -19.7925, -0.63875, 1.04562, 16406, -508, -107, , , , , 
7.90343, IMU_DATA, -19.7356, -0.800625, 0.984375, 16378, -554, -162, , , , , 
7.90822, IMU_DATA, -19.5912, -0.966875, 1.05, 16386, -572, -256, , , , , 
7.91302, IMU_DATA, -19.5562, -0.931875, 1.11125, 16340, -653, -272, , , , , 
7.91783, IMU_DATA, -19.4031, -0.98875, 1.09375, 16354, -783, -379, , , , , 
7.92262, IMU_DATA, -19.1975, -1.02812, 1.05437, 16354, -862, -470, , , , , 
7.92743, IMU_DATA, -18.865, -1.0675, 0.88375, 16364, -874, -498, , , , , 
7.50592, IMG_DATA, , , , , , , , , , Image_00075 
7.93222, IMU_DATA, -18.5719, -0.861875, 0.72625, 16384, -922, -519, , , , , 
7.93703, IMU_DATA, -18.235, -0.713125, 0.595, 16405, -925, -518, , , , , 
7.94183, IMU_DATA, -18.0119, -0.5075, 0.389375, 16395, -890, -483, , , , , 
7.94662, IMU_DATA, -17.7056, -0.398125, 0.1575, 16390, -860, -439, , , , , 
7.95143, IMU_DATA, -17.3556, -0.284375, 0.00875, 16374, -796, -402, , , , , 
7.95622, IMU_DATA, -16.9881, -0.14, -0.0875, 16352, -809, -374, , , , , 
7.96103, IMU_DATA, -16.8044, -0.0875, -0.1925, 16333, -804, -291, , , , , 
7.96582, IMU_DATA, -16.66, -0.065625, -0.28, 16354, -793, -193, , , , , 
7.97062, IMU_DATA, -16.5287, -0.00875, -0.433125, 16338, -731, -45, , , , , 
7.97543, IMU_DATA, -16.5681, 0.1575, -0.6825, 16366, -578, 94, , , , , 
7.98022, IMU_DATA, -16.6031, 0.13125, -0.984375, 16381, -452, 186, , , , , 
7.98502, IMU_DATA, -16.8, 0.00875, -1.19875, 16379, -321, 347, , , , , 
7.98982, IMU_DATA, -16.8787, -0.4025, -1.28187, 16407, -146, 362, , , , , 
7.99463, IMU_DATA, -16.9181, -0.90125, -1.25125, 16439, -7, 324, , , , , 
7.99942, IMU_DATA, -17.29, -1.25562, -1.18125, 16424, 109, 233, , , , , 
8.00422, IMU_DATA, -17.7844, -1.39562, -0.95375, 16432, 185, 145, , , , , 
8.00903, IMU_DATA, -18.1912, -1.51375, -0.704375, 16420, 242, 32, , , , , 
8.01382, IMU_DATA, -18.4712, -1.75, -0.494375, 16409, 281, -106, , , , , 
8.01862, IMU_DATA, -18.76, -2.03, -0.214375, 16374, 275, -250, , , , , 
8.02343, IMU_DATA, -19.0881, -2.17, 0.048125, 16334, 260, -466, , , , , 
8.02822, IMU_DATA, -19.4381, -2.16562, 0.371875, 16319, 209, -619, , , , , 
8.03302, IMU_DATA, -19.7837, -1.96437, 0.665, 16328, 114, -747, , , , , 
7.6059, IMG_DATA, , , , , , , , , , Image_00076 
8.03782, IMU_DATA, -19.9937, -1.87687, 0.86625, 16359, 23, -921, , , , , 
8.04263, IMU_DATA, -20.265, -1.65812, 1.05, 16365, -90, -1020, , , , , 
8.04742, IMU_DATA, -20.4706, -1.36937, 1.22062, 16402, -241, -1101, , , , , 
8.05222, IMU_DATA, -20.6237, -1.05875, 1.3475, 16407, -359, -1069, , , , , 
8.05703, IMU_DATA, -20.79, -0.7525, 1.39125, 16382, -483, -1020, , , , , 
8.06182, IMU_DATA, -21.0262, -0.4725, 1.36062, 16380, -558, -967, , , , , 
8.06662, IMU_DATA, -21.2275, -0.179375, 1.25562, 16354, -605, -901, , , , , 
8.07142, IMU_DATA, -21.3369, 0.0525, 1.085, 16345, -658, -769, , , , , 
8.07623, IMU_DATA, -21.49, 0.266875, 0.90125, 16360, -688, -655, , , , , 
8.08102, IMU_DATA, -21.6869, 0.441875, 0.70875, 16365, -689, -573, , , , , 
8.08582, IMU_DATA, -21.8094, 0.4375, 0.459375, 16397, -634, -462, , , , , 
8.09063, IMU_DATA, -22.0194, 0.4025, 0.27125, 16448, -580, -334, , , , , 
8.09542, IMU_DATA, -22.3869, 0.41125, 0.14, 16424, -491, -238, , , , , 
8.10022, IMU_DATA, -22.6669, 0.345625, 0.021875, 16399, -420, -164, , , , , 
8.10502, IMU_DATA, -22.8769, 0.2275, -0.013125, 16412, -373, -144, , , , , 
8.10983, IMU_DATA, -23.0125, 0.105, -0.04375, 16395, -278, -133, , , , , 
8.11462, IMU_DATA, -23.1481, 0.048125, -0.091875, 16366, -208, -105, , , , , 
8.11942, IMU_DATA, -23.2969, 0.056875, -0.02625, 16352, -169, -92, , , , , 
8.12423, IMU_DATA, -23.3187, -0.02625, 0.109375, 16354, -169, -101, , , , , 
8.12902, IMU_DATA, -23.3494, -0.091875, 0.258125, 16356, -134, -98, , , , , 
8.13382, IMU_DATA, -23.4325, -0.126875, 0.398125, 16325, -112, -97, , , , , 
8.13863, IMU_DATA, -23.3362, -0.28875, 0.49875, 16329, -150, -80, , , , , 
7.7059, IMG_DATA, , , , , , , , , , Image_00077 
8.14342, IMU_DATA, -23.275, -0.310625, 0.62125, 16324, -194, -45, , , , , 
8.14822, IMU_DATA, -23.3144, -0.25375, 0.826875, 16353, -260, -56, , , , , 
8.15302, IMU_DATA, -23.2312, -0.30625, 0.9625, 16386, -345, -34, , , , , 
8.15783, IMU_DATA, -23.1481, -0.35, 0.98, 16405, -423, -16, , , , , 
8.16262, IMU_DATA, -23.0737, -0.433125, 0.975625, 16410, -499, 24, , , , , 
8.16742, IMU_DATA, -23.1, -0.51625, 0.945, 16373, -557, 28, , , , , 
8.17223, IMU_DATA, -23.1262, -0.58625, 0.914375, 16400, -666, 53, , , , , 
8.17702, IMU_DATA, -23.17, -0.7, 0.809375, 16382, -697, 85, , , , , 
8.18182, IMU_DATA, -23.205, -0.86625, 0.63, 16376, -652, 86, , , , , 
8.18662, IMU_DATA, -23.3187, -0.958125, 0.450625, 16403, -602, 40, , , , , 
8.19143, IMU_DATA, -23.4106, -1.14187, 0.25375, 16402, -562, 0, , , , , 
8.19622, IMU_DATA, -23.3669, -1.42187, 0.100625, 16400, -537, -162, , , , , 
8.20102, IMU_DATA, -23.2619, -1.69312, -0.004375, 16395, -505, -260, , , , , 
8.20583, IMU_DATA, -23.3319, -1.79375, -0.004375, 16424, -456, -424, , , , , 
8.21062, IMU_DATA, -23.4587, -1.77187, -0.004375, 16450, -417, -567, , , , , 
8.21542, IMU_DATA, -23.52, -1.58375, -0.013125, 16426, -383, -677, , , , , 
8.22022, IMU_DATA, -23.5462, -1.32562, -0.00875, 16424, -345, -798, , , , , 
8.22503, IMU_DATA, -23.4719, -1.23375, -0.039375, 16370, -303, -849, , , , , 
8.22982, IMU_DATA, -23.3887, -1.17687, 0.07, 16326, -285, -939, , , , , 
8.23462, IMU_DATA, -23.2969, -0.91875, 0.205625, 16288, -276, -976, , , , , 
8.23943, IMU_DATA, -23.0562, -0.739375, 0.301875, 16279, -231, -949, , , , , 
8.24422, IMU_DATA, -22.8069, -0.5425, 0.46375, 16310, -280, -922, , , , , 
7.80588, IMG_DATA, , , , , , , , , , Image_00078 
8.24902, IMU_DATA, -22.6362, -0.301875, 0.6475, 16372, -337, -864, , , , , 
8.25382, IMU_DATA, -22.5531, -0.0525, 0.739375, 16396, -408, -750, , , , , 
8.25863, IMU_DATA, -22.5531, 0.188125, 0.756875, 16432, -471, -664, , , , , 
8.26342, IMU_DATA, -22.4962, 0.3325, 0.756875, 16455, -532, -546, , , , , 
8.26822, IMU_DATA, -22.4394, 0.4025, 0.6825, 16438, -546, -408, , , , , 
8.27303, IMU_DATA, -22.4044, 0.406875, 0.49, 16397, -535, -267, , , , , 
8.27782, IMU_DATA, -22.3169, 0.3675, 0.2975, 16401, -526, -181, , , , , 
8.28262, IMU_DATA, -22.2862, 0.28875, 0.16625, 16404, -470, -118, , , , , 
8.28743, IMU_DATA, -22.3169, 0.21, 0.039375, 16389, -429, -54, , , , , 
8.29222, IMU_DATA, -22.2775, 0.06125, -0.048125, 16404, -310, -37, , , , , 
8.29702, IMU_DATA, -22.0894, -0.109375, -0.11375, 16432, -239, -50, , , , , 
8.30182, IMU_DATA, -21.9844, -0.161875, -0.1225, 16352, -166, -70, , , , , 
8.30663, IMU_DATA, -21.9931, -0.20125, -0.118125, 16338, -62, -66, , , , , 
8.31142, IMU_DATA, -21.9319, -0.301875, -0.105, 16310, 70, -76, , , , , 
8.31622, IMU_DATA, -21.9362, -0.35875, 0.07, 16328, 124, -112, , , , , 
8.32103, IMU_DATA, -21.805, -0.476875, 0.35, 16319, 156, -136, , , , , 
8.32582, IMU_DATA, -21.5687, -0.6475, 0.69125, 16347, 140, -185, , , , , 
8.33062, IMU_DATA, -21.5294, -0.665, 1.04562, 16367, 58, -208, , , , , 
8.33542, IMU_DATA, -21.4287, -0.634375, 1.37812, 16409, -54, -281, , , , , 
8.34023, IMU_DATA, -21.1575, -0.76125, 1.69312, 16381, -184, -279, , , , , 
8.34502, IMU_DATA, -20.9519, -0.888125, 1.96, 16375, -366, -332, , , , , 
8.34982, IMU_DATA, -21.0219, -0.77, 2.135, 16354, -552, -295, , , , , 
7.90588, IMG_DATA, , , , , , , , , , Image_00079 
8.35463, IMU_DATA, -21.0219, -0.686875, 2.08687, 16341, -663, -237, , , , , 
8.35942, IMU_DATA, -20.9912, -0.616875, 1.88562, 16342, -753, -232, , , , , 
8.36422, IMU_DATA, -21.0219, -0.581875, 1.72812, 16349, -858, -172, , , , , 
8.36902, IMU_DATA, -21.1006, -0.6125, 1.55312, 16361, -904, -144, , , , , 
8.37383, IMU_DATA, -21.1837, -0.704375, 1.33437, 16401, -1003, -164, , , , , 
8.37862, IMU_DATA, -21.315, -0.8225, 1.1375, 16431, -1052, -195, , , , , 
8.38342, IMU_DATA, -21.4419, -0.966875, 0.896875, 16451, -1031, -264, , , , , 
8.38823, IMU_DATA, -21.5687, -1.07625, 0.53375, 16479, -953, -369, , , , , 
8.39302, IMU_DATA, -21.6869, -1.12875, 0.07, 16464, -831, -447, , , , , 
8.39782, IMU_DATA, -21.7262, -1.23375, -0.293125, 16431, -653, -554, , , , , 
8.40263, IMU_DATA, -21.8531, -1.25125, -0.53375, 16380, -494, -662, , , , , 
8.40742, IMU_DATA, -21.7262, -1.34312, -0.70875, 16383, -366, -799, , , , , 
8.41222, IMU_DATA, -21.4812, -1.46562, -0.783125, 16347, -200, -906, , , , , 
8.41702, IMU_DATA, -21.4025, -1.33, -0.69125, 16339, -20, -956, , , , , 
8.42183, IMU_DATA, -21.3937, -0.923125, -0.4725, 16339, 115, -1021, , , , , 
8.42662, IMU_DATA, -21.2319, -0.56, -0.144375, 16332, 146, -1107, , , , , 
8.43142, IMU_DATA, -20.9431, -0.389375, 0.223125, 16372, 137, -1036, , , , , 
8.43623, IMU_DATA, -20.6544, -0.056875, 0.62125, 16352, 77, -1043, , , , , 
8.44102, IMU_DATA, -20.2212, 0.266875, 1.14625, 16332, -105, -989, , , , , 
8.44582, IMU_DATA, -19.6131, 0.39375, 1.65375, 16375, -338, -916, , , , , 
8.45062, IMU_DATA, -19.11, 0.651875, 1.91625, 16332, -538, -767, , , , , 
8.45543, IMU_DATA, -18.5675, 0.888125, 1.93812, 16355, -766, -641, , , , , 
8.00592, IMG_DATA, , , , , , , , , , Image_00080 
8.46022, IMU_DATA, -18.0381, 1.11562, 1.98187, 16394, -1110, -448, , , , , 
8.46502, IMU_DATA, -17.4694, 1.29937, 1.925, 16428, -1303, -200, , , , , 
8.46983, IMU_DATA, -16.9356, 1.49625, 1.50062, 16384, -1291, 35, , , , , 
8.47462, IMU_DATA, -16.5419, 1.53125, 0.91875, 16403, -1247, 280, , , , , 
8.47942, IMU_DATA, -16.2444, 1.40875, 0.42875, 16385, -1169, 580, , , , , 
8.48422, IMU_DATA, -15.8462, 1.12, 0.004375, 16364, -1024, 717, , , , , 
8.48903, IMU_DATA, -15.5531, 0.7, -0.37625, 16396, -872, 759, , , , , 
8.49382, IMU_DATA, -15.3606, 0.293125, -0.643125, 16406, -762, 924, , , , , 
8.49862, IMU_DATA, -15.2644, -0.105, -0.748125, 16408, -604, 913, , , , , 
8.50343, IMU_DATA, -15.1419, -0.56, -0.879375, 16452, -430, 816, , , , , 
8.50822, IMU_DATA, -15.05, -1.02375, -0.949375, 16435, -286, 745, , , , , 
8.51302, IMU_DATA, -14.9712, -1.4875, -0.905625, 16366, -130, 586, , , , , 
8.51783, IMU_DATA, -14.8662, -2.04312, -0.7525, 16325, -61, 378, , , , , 
8.52262, IMU_DATA, -14.8181, -2.42375, -0.49875, 16333, -56, 120, , , , , 
8.52742, IMU_DATA, -14.8006, -2.73, -0.249375, 16342, -51, -157, , , , , 
8.53222, IMU_DATA, -14.7262, -2.90937, -0.004375, 16349, -67, -404, , , , , 
8.53703, IMU_DATA, -14.5206, -3.01, 0.223125, 16386, -123, -667, , , , , 
8.54182, IMU_DATA, -14.2756, -3.04062, 0.441875, 16394, -210, -875, , , , , 
8.54662, IMU_DATA, -14.175, -2.7825, 0.634375, 16397, -312, -1044, , , , , 
8.55143, IMU_DATA, -14.0044, -2.51562, 0.7875, 16388, -430, -1201, , , , , 
8.55622, IMU_DATA, -13.8775, -2.13062, 0.844375, 16312, -497, -1290, , , , , 
8.56102, IMU_DATA, -13.6981, -1.64062, 0.809375, 16333, -583, -1294, , , , , 
8.1059, IMG_DATA, , , , , , , , , , Image_00081 
8.56582, IMU_DATA, -13.4181, -1.22937, 0.774375, 16335, -671, -1297, , , , , 
8.57063, IMU_DATA, -13.2562, -0.79625, 0.765625, 16382, -716, -1234, , , , , 
8.57542, IMU_DATA, -13.055, -0.42, 0.67375, 16390, -743, -1116, , , , , 
8.58022, IMU_DATA, -12.8756, -0.118125, 0.529375, 16399, -760, -989, , , , , 
8.58503, IMU_DATA, -12.8187, 0.144375, 0.336875, 16407, -743, -843, , , , , 
8.58982, IMU_DATA, -12.8012, 0.4025, 0.126875, 16444, -689, -686, , , , , 
8.59462, IMU_DATA, -12.8144, 0.529375, -0.074375, 16446, -609, -528, , , , , 
8.59942, IMU_DATA, -12.915, 0.5075, -0.319375, 16447, -547, -401, , , , , 
8.60423, IMU_DATA, -13.02, 0.485625, -0.485625, 16426, -478, -329, , , , , 
8.60902, IMU_DATA, -13.0769, 0.398125, -0.573125, 16407, -370, -213, , , , , 
8.61382, IMU_DATA, -13.1381, 0.293125, -0.608125, 16410, -257, -158, , , , , 
8.61863, IMU_DATA, -13.3656, 0.275625, -0.520625, 16360, -152, -132, , , , , 
8.62342, IMU_DATA, -13.5844, 0.153125, -0.441875, 16319, -118, -105, , , , , 
8.62822, IMU_DATA, -13.7856, 0.039375, -0.319375, 16315, -28, -110, , , , , 
8.63302, IMU_DATA, -13.8819, -0.20125, -0.14875, 16331, -15, -100, , , , , 
8.63783, IMU_DATA, -14.0831, -0.258125, 0.056875, 16326, 9, -82, , , , , 
8.64262, IMU_DATA, -14.2494, -0.30625, 0.188125, 16367, 10, -112, , , , , 
8.64742, IMU_DATA, -14.2537, -0.494375, 0.34125, 16380, -39, -170, , , , , 
8.65223, IMU_DATA, -14.1575, -0.65625, 0.520625, 16382, -63, -171, , , , , 
8.65702, IMU_DATA, -14.2319, -0.63875, 0.67375, 16400, -97, -186, , , , , 
8.66182, IMU_DATA, -14.2844, -0.5775, 0.800625, 16372, -143, -214, , , , , 
8.66663, IMU_DATA, -14.1662, -0.63, 0.93625, 16362, -230, -232, , , , , 
8.2059, IMG_DATA, , , , , , , , , , Image_00082 
8.67142, IMU_DATA, -14.0262, -0.7875, 1.04125, 16343, -286, -252, , , , , 
8.67622, IMU_DATA, -13.9606, -0.853125, 1.08062, 16338, -366, -240, , , , , 
8.68102, IMU_DATA, -14.0656, -0.704375, 1.14187, 16334, -462, -233, , , , , 
8.68583, IMU_DATA, -14.035, -0.678125, 1.19, 16352, -538, -242, , , , , 
8.69062, IMU_DATA, -13.9212, -0.7175, 1.16375, 16424, -643, -283, , , , , 
8.69542, IMU_DATA, -13.895, -0.730625, 1.08937, 16364, -686, -215, , , , , 
8.70023, IMU_DATA, -13.9344, -0.67375, 0.949375, 16425, -732, -274, , , , , 
8.70502, IMU_DATA, -13.9606, -0.660625, 0.79625, 16389, -743, -209, , , , , 
8.70982, IMU_DATA, -13.965, -0.616875, 0.651875, 16398, -813, -257, , , , , 
8.71462, IMU_DATA, -14.0131, -0.669375, 0.494375, 16404, -818, -269, , , , , 
8.71943, IMU_DATA, -14.0437, -0.83125, 0.28875, 16362, -788, -289, , , , , 
8.72422, IMU_DATA, -14.1181, -0.88375, 0.1225, 16357, -786, -320, , , , , 
8.72902, IMU_DATA, -14.2581, -0.8225, 0.02625, 16386, -821, -407, , , , , 
8.73383, IMU_DATA, -14.28, -0.931875, -0.083125, 16361, -768, -462, , , , , 
8.73862, IMU_DATA, -14.3587, -1.03687, -0.205625, 16367, -702, -501, , , , , 
8.74342, IMU_DATA, -14.6125, -0.905625, -0.23625, 16388, -704, -511, , , , , 
8.74822, IMU_DATA, -14.6869, -0.861875, -0.2975, 16389, -669, -552, , , , , 
8.75303, IMU_DATA, -14.77, -0.756875, -0.385, 16396, -628, -577, , , , , 
8.75782, IMU_DATA, -14.8925, -0.651875, -0.4025, 16436, -581, -540, , , , , 
8.76262, IMU_DATA, -14.9669, -0.599375, -0.49, 16376, -525, -494, , , , , 
8.76743, IMU_DATA, -15.155, -0.406875, -0.573125, 16342, -467, -462, , , , , 
8.77222, IMU_DATA, -15.3037, -0.336875, -0.595, 16307, -461, -432, , , , , 
8.30591, IMG_DATA, , , , , , , , , , Image_00083 
8.77702, IMU_DATA, -15.4744, -0.23625, -0.555625, 16305, -422, -397, , , , , 
8.78183, IMU_DATA, -15.5531, -0.1925, -0.56, 16326, -347, -345, , , , , 
8.78662, IMU_DATA, -15.5706, -0.266875, -0.5775, 16363, -348, -326, , , , , 
8.79142, IMU_DATA, -15.68, -0.389375, -0.573125, 16412, -274, -296, , , , , 
8.79622, IMU_DATA, -15.8287, -0.450625, -0.58625, 16488, -228, -292, , , , , 
8.80103, IMU_DATA, -15.9381, -0.525, -0.651875, 16459, -114, -262, , , , , 
8.80582, IMU_DATA, -16.0212, -0.56, -0.70875, 16456, -30, -277, , , , , 
