Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
17, IMG_DATA, , , , , , , , , , Image_00000 
282818.0, IMU_DATA, 126, -186, -19, 129, -891, 16346, , , , , 
287618.0, IMU_DATA, 112, -170, -16, 150, -891, 16358, , , , , 
292418.0, IMU_DATA, 105, -163, -17, 139, -903, 16335, , , , , 
297218.0, IMU_DATA, 126, -177, -24, 134, -879, 16370, , , , , 
279566, IMG_DATA, , , , , , , , , , Image_00003 
302018.0, IMU_DATA, 120, -146, -26, 162, -902, 16362, , , , , 
306818.0, IMU_DATA, 127, -133, -23, 159, -875, 16318, , , , , 
311618.0, IMU_DATA, 127, -138, -16, 168, -865, 16350, , , , , 
316418.0, IMU_DATA, 134, -146, -12, 160, -861, 16338, , , , , 
321218.0, IMU_DATA, 134, -141, -16, 159, -877, 16351, , , , , 
326018.0, IMU_DATA, 118, -147, -15, 161, -870, 16342, , , , , 
330818.0, IMU_DATA, 112, -157, -11, 164, -870, 16351, , , , , 
335618.0, IMU_DATA, 113, -154, -16, 142, -846, 16363, , , , , 
340418.0, IMU_DATA, 94, -127, -16, 145, -853, 16354, , , , , 
345218.0, IMU_DATA, 69, -100, -5, 156, -872, 16365, , , , , 
350018.0, IMU_DATA, 73, -107, 4, 160, -859, 16347, , , , , 
354818.0, IMU_DATA, 88, -117, 6, 144, -851, 16355, , , , , 
359618.0, IMU_DATA, 118, -151, -8, 139, -888, 16368, , , , , 
364418.0, IMU_DATA, 122, -168, -20, 174, -877, 16362, , , , , 
369218.0, IMU_DATA, 83, -127, -18, 182, -867, 16348, , , , , 
374018.0, IMU_DATA, 73, -110, -19, 154, -885, 16351, , , , , 
378818.0, IMU_DATA, 89, -136, -23, 142, -907, 16357, , , , , 
383618.0, IMU_DATA, 87, -133, -20, 170, -881, 16353, , , , , 
388418.0, IMU_DATA, 70, -117, -8, 159, -882, 16356, , , , , 
393218.0, IMU_DATA, 58, -107, -8, 163, -920, 16351, , , , , 
398018.0, IMU_DATA, 71, -111, -21, 182, -868, 16342, , , , , 
380243, IMG_DATA, , , , , , , , , , Image_00004 
402818.0, IMU_DATA, 91, -127, -33, 179, -886, 16348, , , , , 
407618.0, IMU_DATA, 107, -142, -30, 160, -880, 16342, , , , , 
412418.0, IMU_DATA, 129, -156, -23, 159, -886, 16347, , , , , 
417218.0, IMU_DATA, 127, -159, -13, 152, -884, 16352, , , , , 
422018.0, IMU_DATA, 116, -150, -5, 139, -869, 16343, , , , , 
426818.0, IMU_DATA, 114, -155, -6, 146, -874, 16358, , , , , 
431618.0, IMU_DATA, 118, -160, -16, 170, -862, 16342, , , , , 
436418.0, IMU_DATA, 114, -156, -23, 146, -842, 16348, , , , , 
441218.0, IMU_DATA, 110, -146, -23, 145, -856, 16370, , , , , 
446018.0, IMU_DATA, 121, -157, -33, 152, -850, 16342, , , , , 
450818.0, IMU_DATA, 126, -171, -26, 144, -859, 16347, , , , , 
455618.0, IMU_DATA, 115, -148, -5, 166, -866, 16349, , , , , 
460418.0, IMU_DATA, 111, -130, -5, 148, -876, 16340, , , , , 
465218.0, IMU_DATA, 97, -128, -14, 147, -895, 16351, , , , , 
470018.0, IMU_DATA, 110, -148, -21, 175, -886, 16345, , , , , 
474818.0, IMU_DATA, 118, -151, -22, 186, -892, 16368, , , , , 
479618.0, IMU_DATA, 92, -136, -18, 147, -887, 16350, , , , , 
484418.0, IMU_DATA, 84, -140, -18, 145, -904, 16348, , , , , 
489218.0, IMU_DATA, 92, -145, -18, 136, -900, 16367, , , , , 
494018.0, IMU_DATA, 91, -143, -13, 150, -876, 16352, , , , , 
498818.0, IMU_DATA, 90, -143, -18, 158, -880, 16354, , , , , 
503618.0, IMU_DATA, 86, -140, -10, 152, -862, 16360, , , , , 
508418.0, IMU_DATA, 104, -150, -3, 158, -872, 16370, , , , , 
479577, IMG_DATA, , , , , , , , , , Image_00005 
513218.0, IMU_DATA, 112, -158, -10, 154, -880, 16351, , , , , 
518018.0, IMU_DATA, 111, -148, -5, 139, -845, 16356, , , , , 
522818.0, IMU_DATA, 121, -158, -9, 132, -866, 16327, , , , , 
527618.0, IMU_DATA, 109, -154, -15, 146, -856, 16349, , , , , 
532418.0, IMU_DATA, 86, -148, -16, 147, -840, 16352, , , , , 
537218.0, IMU_DATA, 89, -149, -18, 160, -836, 16349, , , , , 
542018.0, IMU_DATA, 103, -146, -26, 146, -856, 16354, , , , , 
546818.0, IMU_DATA, 96, -136, -25, 151, -865, 16362, , , , , 
551618.0, IMU_DATA, 88, -122, -19, 164, -865, 16369, , , , , 
556418.0, IMU_DATA, 109, -145, -18, 166, -860, 16358, , , , , 
561218.0, IMU_DATA, 118, -158, -19, 181, -881, 16355, , , , , 
566018.0, IMU_DATA, 94, -137, -14, 152, -878, 16354, , , , , 
570818.0, IMU_DATA, 76, -122, -13, 153, -866, 16347, , , , , 
575618.0, IMU_DATA, 103, -146, -9, 174, -874, 16354, , , , , 
580418.0, IMU_DATA, 131, -173, -24, 160, -878, 16365, , , , , 
585218.0, IMU_DATA, 90, -145, -39, 149, -884, 16358, , , , , 
590018.0, IMU_DATA, 69, -109, -23, 133, -890, 16328, , , , , 
594818.0, IMU_DATA, 93, -114, -4, 146, -876, 16348, , , , , 
599618.0, IMU_DATA, 106, -131, 0, 177, -871, 16380, , , , , 
604418.0, IMU_DATA, 91, -124, -12, 169, -872, 16351, , , , , 
609218.0, IMU_DATA, 88, -120, -13, 177, -866, 16353, , , , , 
614018.0, IMU_DATA, 93, -119, 2, 158, -858, 16349, , , , , 
579556, IMG_DATA, , , , , , , , , , Image_00006 
618818.0, IMU_DATA, 88, -114, -1, 165, -845, 16365, , , , , 
623618.0, IMU_DATA, 101, -112, -7, 158, -848, 16349, , , , , 
628418.0, IMU_DATA, 116, -135, -18, 162, -879, 16364, , , , , 
633218.0, IMU_DATA, 109, -142, -14, 162, -863, 16353, , , , , 
638018.0, IMU_DATA, 83, -147, -6, 151, -871, 16354, , , , , 
642818.0, IMU_DATA, 73, -145, -9, 136, -878, 16364, , , , , 
647618.0, IMU_DATA, 85, -131, -10, 155, -865, 16375, , , , , 
652418.0, IMU_DATA, 98, -140, -9, 148, -869, 16342, , , , , 
657218.0, IMU_DATA, 109, -156, -11, 146, -873, 16351, , , , , 
662018.0, IMU_DATA, 119, -163, -18, 164, -870, 16353, , , , , 
666818.0, IMU_DATA, 101, -141, -20, 177, -862, 16350, , , , , 
671618.0, IMU_DATA, 89, -145, -26, 164, -886, 16350, , , , , 
676418.0, IMU_DATA, 98, -153, -25, 148, -895, 16342, , , , , 
681218.0, IMU_DATA, 97, -131, -22, 162, -880, 16331, , , , , 
686018.0, IMU_DATA, 91, -133, -14, 157, -878, 16374, , , , , 
690818.0, IMU_DATA, 76, -121, -13, 126, -905, 16386, , , , , 
695618.0, IMU_DATA, 78, -113, -17, 146, -859, 16332, , , , , 
700418.0, IMU_DATA, 93, -130, -12, 139, -876, 16339, , , , , 
705218.0, IMU_DATA, 101, -140, -8, 147, -870, 16354, , , , , 
710018.0, IMU_DATA, 98, -133, -6, 147, -860, 16359, , , , , 
714818.0, IMU_DATA, 105, -124, -9, 166, -833, 16360, , , , , 
719618.0, IMU_DATA, 118, -130, -9, 164, -859, 16359, , , , , 
679553, IMG_DATA, , , , , , , , , , Image_00007 
724418.0, IMU_DATA, 110, -132, -3, 146, -852, 16353, , , , , 
729218.0, IMU_DATA, 104, -142, -5, 166, -875, 16355, , , , , 
734018.0, IMU_DATA, 107, -150, -8, 164, -846, 16349, , , , , 
738818.0, IMU_DATA, 112, -148, -16, 166, -882, 16364, , , , , 
743618.0, IMU_DATA, 115, -154, -19, 170, -873, 16351, , , , , 
748418.0, IMU_DATA, 115, -161, -21, 161, -881, 16347, , , , , 
753218.0, IMU_DATA, 111, -149, -18, 184, -890, 16366, , , , , 
758018.0, IMU_DATA, 98, -149, -12, 194, -881, 16353, , , , , 
762818.0, IMU_DATA, 89, -148, -18, 148, -902, 16353, , , , , 
767618.0, IMU_DATA, 100, -145, -25, 163, -894, 16357, , , , , 
772418.0, IMU_DATA, 106, -130, -23, 137, -872, 16338, , , , , 
777218.0, IMU_DATA, 107, -122, -11, 152, -892, 16357, , , , , 
782018.0, IMU_DATA, 104, -117, -4, 135, -900, 16373, , , , , 
786818.0, IMU_DATA, 94, -115, 0, 144, -860, 16369, , , , , 
791618.0, IMU_DATA, 77, -120, -7, 161, -875, 16352, , , , , 
796418.0, IMU_DATA, 77, -131, -17, 170, -869, 16349, , , , , 
801218.0, IMU_DATA, 90, -118, -15, 179, -871, 16351, , , , , 
806018.0, IMU_DATA, 96, -101, -15, 181, -856, 16353, , , , , 
810818.0, IMU_DATA, 89, -105, -13, 138, -862, 16357, , , , , 
815618.0, IMU_DATA, 75, -117, -6, 157, -857, 16342, , , , , 
820418.0, IMU_DATA, 69, -132, -15, 158, -855, 16341, , , , , 
825218.0, IMU_DATA, 77, -150, -24, 173, -852, 16351, , , , , 
779577, IMG_DATA, , , , , , , , , , Image_00008 
830018.0, IMU_DATA, 99, -159, -27, 160, -891, 16350, , , , , 
834818.0, IMU_DATA, 116, -187, -30, 148, -877, 16348, , , , , 
839618.0, IMU_DATA, 97, -187, -29, 152, -876, 16340, , , , , 
844418.0, IMU_DATA, 100, -170, -23, 161, -880, 16349, , , , , 
849218.0, IMU_DATA, 109, -162, -17, 174, -859, 16355, , , , , 
854018.0, IMU_DATA, 102, -152, -13, 163, -871, 16340, , , , , 
858818.0, IMU_DATA, 93, -155, -14, 139, -892, 16346, , , , , 
863618.0, IMU_DATA, 101, -159, -16, 131, -896, 16353, , , , , 
868418.0, IMU_DATA, 95, -150, -17, 156, -890, 16358, , , , , 
873218.0, IMU_DATA, 91, -143, -10, 144, -880, 16358, , , , , 
878018.0, IMU_DATA, 93, -119, -1, 149, -886, 16359, , , , , 
882818.0, IMU_DATA, 93, -101, -8, 157, -867, 16354, , , , , 
887618.0, IMU_DATA, 98, -108, -14, 152, -871, 16364, , , , , 
892418.0, IMU_DATA, 97, -118, -6, 158, -881, 16337, , , , , 
897218.0, IMU_DATA, 96, -118, -5, 160, -832, 16353, , , , , 
902018.0, IMU_DATA, 90, -101, -8, 177, -851, 16359, , , , , 
906818.0, IMU_DATA, 79, -104, -20, 158, -856, 16354, , , , , 
911618.0, IMU_DATA, 76, -119, -28, 150, -860, 16358, , , , , 
916418.0, IMU_DATA, 82, -118, -14, 164, -851, 16356, , , , , 
921218.0, IMU_DATA, 85, -106, -11, 186, -870, 16375, , , , , 
926018.0, IMU_DATA, 85, -100, -17, 180, -873, 16362, , , , , 
930818.0, IMU_DATA, 87, -108, -23, 134, -890, 16368, , , , , 
879568, IMG_DATA, , , , , , , , , , Image_00009 
935618.0, IMU_DATA, 96, -125, -23, 172, -862, 16354, , , , , 
940418.0, IMU_DATA, 105, -142, -16, 146, -862, 16346, , , , , 
945218.0, IMU_DATA, 111, -160, -15, 148, -876, 16356, , , , , 
950018.0, IMU_DATA, 113, -168, -18, 160, -902, 16345, , , , , 
954818.0, IMU_DATA, 120, -171, -18, 159, -879, 16351, , , , , 
959618.0, IMU_DATA, 119, -155, -25, 153, -887, 16360, , , , , 
964418.0, IMU_DATA, 108, -139, -39, 166, -890, 16373, , , , , 
969218.0, IMU_DATA, 103, -144, -34, 160, -879, 16366, , , , , 
974018.0, IMU_DATA, 115, -156, -18, 163, -878, 16350, , , , , 
978818.0, IMU_DATA, 104, -140, -15, 161, -856, 16350, , , , , 
983618.0, IMU_DATA, 100, -121, -14, 155, -869, 16360, , , , , 
988418.0, IMU_DATA, 101, -128, -18, 179, -860, 16365, , , , , 
993218.0, IMU_DATA, 89, -122, -22, 158, -863, 16355, , , , , 
998018.0, IMU_DATA, 80, -111, -17, 151, -859, 16358, , , , , 
1.00282e+06, IMU_DATA, 73, -124, -8, 147, -838, 16352, , , , , 
1.00762e+06, IMU_DATA, 71, -142, -6, 154, -854, 16366, , , , , 
1.01242e+06, IMU_DATA, 80, -147, -6, 144, -851, 16349, , , , , 
1.01722e+06, IMU_DATA, 92, -136, -7, 117, -868, 16375, , , , , 
1.02202e+06, IMU_DATA, 116, -147, -15, 143, -853, 16361, , , , , 
1.02682e+06, IMU_DATA, 134, -177, -20, 170, -873, 16329, , , , , 
1.03162e+06, IMU_DATA, 115, -151, -14, 135, -890, 16348, , , , , 
1.03642e+06, IMU_DATA, 108, -160, -16, 165, -860, 16354, , , , , 
979567, IMG_DATA, , , , , , , , , , Image_00010 
1.04122e+06, IMU_DATA, 124, -191, -23, 145, -886, 16363, , , , , 
1.04602e+06, IMU_DATA, 115, -169, -25, 145, -874, 16364, , , , , 
1.05082e+06, IMU_DATA, 100, -137, -20, 146, -890, 16364, , , , , 
1.05562e+06, IMU_DATA, 104, -136, -10, 154, -888, 16345, , , , , 
1.06042e+06, IMU_DATA, 114, -139, -13, 167, -880, 16352, , , , , 
1.06522e+06, IMU_DATA, 113, -138, -23, 160, -878, 16382, , , , , 
1.07002e+06, IMU_DATA, 110, -154, -29, 146, -875, 16340, , , , , 
1.07482e+06, IMU_DATA, 108, -157, -24, 166, -886, 16346, , , , , 
1.07962e+06, IMU_DATA, 100, -157, -20, 155, -858, 16351, , , , , 
1.08442e+06, IMU_DATA, 105, -172, -18, 168, -880, 16341, , , , , 
1.08922e+06, IMU_DATA, 114, -154, -25, 154, -847, 16326, , , , , 
1.09402e+06, IMU_DATA, 109, -130, -18, 155, -831, 16326, , , , , 
1.09882e+06, IMU_DATA, 109, -117, 2, 148, -852, 16342, , , , , 
1.10362e+06, IMU_DATA, 108, -123, -2, 169, -866, 16352, , , , , 
1.10842e+06, IMU_DATA, 109, -149, -17, 159, -854, 16345, , , , , 
1.11322e+06, IMU_DATA, 110, -157, -20, 137, -855, 16348, , , , , 
1.11802e+06, IMU_DATA, 106, -153, -15, 161, -873, 16374, , , , , 
1.12282e+06, IMU_DATA, 102, -159, -9, 142, -866, 16365, , , , , 
1.12762e+06, IMU_DATA, 99, -162, -8, 170, -866, 16369, , , , , 
1.13242e+06, IMU_DATA, 87, -147, -8, 176, -860, 16353, , , , , 
1.13722e+06, IMU_DATA, 69, -134, -17, 165, -876, 16373, , , , , 
1.14202e+06, IMU_DATA, 73, -128, -25, 154, -892, 16350, , , , , 
1079561, IMG_DATA, , , , , , , , , , Image_00011 
1.14682e+06, IMU_DATA, 85, -122, -18, 150, -869, 16359, , , , , 
1.15162e+06, IMU_DATA, 98, -137, -5, 158, -883, 16369, , , , , 
1.15642e+06, IMU_DATA, 102, -140, -11, 146, -890, 16364, , , , , 
1.16122e+06, IMU_DATA, 98, -137, -18, 147, -881, 16371, , , , , 
1.16602e+06, IMU_DATA, 94, -140, -20, 162, -880, 16357, , , , , 
1.17082e+06, IMU_DATA, 99, -141, -29, 165, -870, 16357, , , , , 
1.17562e+06, IMU_DATA, 100, -157, -27, 159, -854, 16356, , , , , 
1.18042e+06, IMU_DATA, 111, -156, -18, 162, -882, 16354, , , , , 
1.18522e+06, IMU_DATA, 127, -151, -10, 159, -862, 16347, , , , , 
1.19002e+06, IMU_DATA, 127, -142, -9, 172, -854, 16355, , , , , 
1.19482e+06, IMU_DATA, 110, -140, -18, 162, -853, 16342, , , , , 
1.19962e+06, IMU_DATA, 94, -126, -23, 166, -842, 16354, , , , , 
1.20442e+06, IMU_DATA, 103, -114, -24, 169, -852, 16337, , , , , 
1.20922e+06, IMU_DATA, 100, -115, -22, 159, -854, 16339, , , , , 
1.21402e+06, IMU_DATA, 101, -126, -16, 150, -840, 16365, , , , , 
1.21882e+06, IMU_DATA, 123, -133, -11, 163, -857, 16358, , , , , 
1.22362e+06, IMU_DATA, 112, -135, -9, 167, -861, 16357, , , , , 
1.22842e+06, IMU_DATA, 96, -133, -16, 132, -879, 16372, , , , , 
1.23322e+06, IMU_DATA, 99, -124, -19, 158, -872, 16377, , , , , 
1.23802e+06, IMU_DATA, 92, -113, -14, 175, -869, 16363, , , , , 
1.24282e+06, IMU_DATA, 75, -116, -11, 153, -895, 16365, , , , , 
1.24762e+06, IMU_DATA, 75, -128, -16, 159, -883, 16354, , , , , 
1179560, IMG_DATA, , , , , , , , , , Image_00012 
1.25242e+06, IMU_DATA, 81, -132, -16, 157, -889, 16366, , , , , 
1.25722e+06, IMU_DATA, 94, -148, -18, 151, -880, 16374, , , , , 
1.26202e+06, IMU_DATA, 102, -149, -8, 145, -888, 16344, , , , , 
1.26682e+06, IMU_DATA, 112, -150, -2, 142, -858, 16366, , , , , 
1.27162e+06, IMU_DATA, 116, -153, -13, 160, -874, 16363, , , , , 
1.27642e+06, IMU_DATA, 113, -154, -17, 178, -869, 16342, , , , , 
1.28122e+06, IMU_DATA, 121, -157, -9, 147, -850, 16361, , , , , 
1.28602e+06, IMU_DATA, 116, -146, 4, 152, -845, 16365, , , , , 
1.29082e+06, IMU_DATA, 95, -131, 4, 160, -852, 16349, , , , , 
1.29562e+06, IMU_DATA, 86, -130, -6, 147, -848, 16353, , , , , 
1.30042e+06, IMU_DATA, 82, -138, -16, 125, -856, 16360, , , , , 
1.30522e+06, IMU_DATA, 81, -115, -12, 166, -852, 16360, , , , , 
1.31002e+06, IMU_DATA, 101, -101, -14, 154, -865, 16354, , , , , 
1.31482e+06, IMU_DATA, 113, -120, -24, 147, -865, 16344, , , , , 
1.31962e+06, IMU_DATA, 109, -154, -29, 147, -880, 16362, , , , , 
1.32442e+06, IMU_DATA, 91, -148, -23, 137, -866, 16352, , , , , 
1.32922e+06, IMU_DATA, 91, -127, -15, 168, -860, 16354, , , , , 
1.33402e+06, IMU_DATA, 89, -116, -8, 156, -878, 16350, , , , , 
1.33882e+06, IMU_DATA, 82, -110, -8, 168, -884, 16350, , , , , 
1.34362e+06, IMU_DATA, 78, -118, -17, 151, -882, 16361, , , , , 
1.34842e+06, IMU_DATA, 84, -123, -18, 144, -886, 16353, , , , , 
1.35322e+06, IMU_DATA, 89, -110, -11, 177, -875, 16356, , , , , 
1279553, IMG_DATA, , , , , , , , , , Image_00013 
1.35802e+06, IMU_DATA, 104, -112, 1, 144, -865, 16337, , , , , 
1.36282e+06, IMU_DATA, 100, -118, 1, 163, -877, 16335, , , , , 
1.36762e+06, IMU_DATA, 99, -147, -13, 163, -868, 16377, , , , , 
1.37242e+06, IMU_DATA, 105, -161, -24, 162, -882, 16357, , , , , 
1.37722e+06, IMU_DATA, 112, -154, -22, 131, -868, 16352, , , , , 
1.38202e+06, IMU_DATA, 115, -156, -14, 150, -842, 16357, , , , , 
1.38682e+06, IMU_DATA, 113, -154, -14, 153, -854, 16369, , , , , 
1.39162e+06, IMU_DATA, 115, -163, -15, 160, -858, 16369, , , , , 
1.39642e+06, IMU_DATA, 107, -146, -19, 157, -849, 16368, , , , , 
1.40122e+06, IMU_DATA, 101, -119, -21, 146, -884, 16342, , , , , 
1.40602e+06, IMU_DATA, 97, -120, -15, 155, -877, 16349, , , , , 
1.41082e+06, IMU_DATA, 86, -115, -17, 167, -876, 16368, , , , , 
1.41562e+06, IMU_DATA, 81, -116, -17, 162, -840, 16345, , , , , 
1.42042e+06, IMU_DATA, 69, -133, -19, 130, -883, 16359, , , , , 
1.42522e+06, IMU_DATA, 78, -135, -21, 136, -874, 16362, , , , , 
1.43002e+06, IMU_DATA, 86, -140, -21, 166, -882, 16346, , , , , 
1.43482e+06, IMU_DATA, 91, -143, -19, 170, -873, 16341, , , , , 
1.43962e+06, IMU_DATA, 100, -144, -15, 180, -862, 16352, , , , , 
1.44442e+06, IMU_DATA, 106, -152, -8, 162, -865, 16370, , , , , 
1.44922e+06, IMU_DATA, 117, -144, -18, 177, -878, 16358, , , , , 
1.45402e+06, IMU_DATA, 124, -134, -25, 139, -889, 16382, , , , , 
1.45882e+06, IMU_DATA, 103, -137, -15, 150, -894, 16360, , , , , 
1379554, IMG_DATA, , , , , , , , , , Image_00014 
1.46362e+06, IMU_DATA, 78, -140, -7, 144, -865, 16377, , , , , 
1.46842e+06, IMU_DATA, 73, -129, -10, 146, -872, 16364, , , , , 
1.47322e+06, IMU_DATA, 80, -138, -22, 154, -862, 16345, , , , , 
1.47802e+06, IMU_DATA, 91, -146, -18, 162, -848, 16348, , , , , 
1.48282e+06, IMU_DATA, 84, -146, -22, 151, -858, 16357, , , , , 
1.48762e+06, IMU_DATA, 92, -155, -25, 158, -870, 16369, , , , , 
1.49242e+06, IMU_DATA, 107, -150, -17, 167, -849, 16341, , , , , 
1.49722e+06, IMU_DATA, 115, -151, -20, 164, -860, 16363, , , , , 
1.50202e+06, IMU_DATA, 141, -162, -31, 164, -857, 16346, , , , , 
1.50682e+06, IMU_DATA, 140, -165, -26, 137, -862, 16345, , , , , 
1.51162e+06, IMU_DATA, 118, -158, -20, 153, -862, 16350, , , , , 
1.51642e+06, IMU_DATA, 105, -143, -22, 184, -876, 16348, , , , , 
1.52122e+06, IMU_DATA, 85, -126, -16, 174, -868, 16350, , , , , 
1.52602e+06, IMU_DATA, 88, -125, -9, 146, -893, 16346, , , , , 
1.53082e+06, IMU_DATA, 130, -180, -20, 169, -879, 16341, , , , , 
1.53562e+06, IMU_DATA, 130, -191, -23, 156, -891, 16373, , , , , 
1.54042e+06, IMU_DATA, 120, -146, -19, 175, -894, 16361, , , , , 
1.54522e+06, IMU_DATA, 112, -112, -13, 158, -853, 16361, , , , , 
1.55002e+06, IMU_DATA, 103, -115, -13, 164, -896, 16366, , , , , 
1.55482e+06, IMU_DATA, 112, -145, -18, 144, -883, 16382, , , , , 
1.55962e+06, IMU_DATA, 116, -164, -23, 146, -868, 16352, , , , , 
1.56442e+06, IMU_DATA, 130, -195, -29, 144, -858, 16350, , , , , 
1479555, IMG_DATA, , , , , , , , , , Image_00015 
1.56922e+06, IMU_DATA, 124, -205, -28, 135, -860, 16347, , , , , 
1.57402e+06, IMU_DATA, 102, -161, -24, 168, -855, 16372, , , , , 
1.57882e+06, IMU_DATA, 110, -143, -19, 149, -852, 16362, , , , , 
1.58362e+06, IMU_DATA, 124, -144, -16, 151, -846, 16359, , , , , 
1.58842e+06, IMU_DATA, 118, -144, -15, 156, -868, 16368, , , , , 
1.59322e+06, IMU_DATA, 103, -145, -23, 159, -857, 16359, , , , , 
1.59802e+06, IMU_DATA, 95, -149, -29, 164, -838, 16370, , , , , 
1.60282e+06, IMU_DATA, 104, -150, -25, 152, -860, 16344, , , , , 
1.60762e+06, IMU_DATA, 102, -154, -16, 148, -867, 16363, , , , , 
1.61242e+06, IMU_DATA, 98, -167, -17, 143, -848, 16352, , , , , 
1.61722e+06, IMU_DATA, 86, -174, -18, 178, -866, 16351, , , , , 
1.62202e+06, IMU_DATA, 104, -170, -17, 154, -869, 16368, , , , , 
1.62682e+06, IMU_DATA, 139, -178, -30, 192, -855, 16336, , , , , 
1.63162e+06, IMU_DATA, 112, -155, -30, 153, -875, 16353, , , , , 
1.63642e+06, IMU_DATA, 83, -123, -14, 127, -887, 16374, , , , , 
