Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
17, IMG_DATA, , , , , , , , , , Image_00000 
635826.0, IMU_DATA, 122, -106, -1, 16347, -848, 112, , , , , 
640626.0, IMU_DATA, 114, -101, 3, 16373, -866, 104, , , , , 
606202, IMG_DATA, , , , , , , , , , Image_00006 
645426.0, IMU_DATA, 96, -71, -1, 16381, -868, 109, , , , , 
650226.0, IMU_DATA, 101, -68, -20, 16387, -849, 66, , , , , 
655026.0, IMU_DATA, 112, -97, -25, 16346, -860, 83, , , , , 
659826.0, IMU_DATA, 103, -107, -13, 16382, -856, 79, , , , , 
664626.0, IMU_DATA, 100, -110, -4, 16352, -847, 84, , , , , 
669426.0, IMU_DATA, 100, -108, -5, 16346, -866, 73, , , , , 
674226.0, IMU_DATA, 111, -90, -17, 16360, -896, 91, , , , , 
679026.0, IMU_DATA, 108, -85, -17, 16365, -904, 113, , , , , 
683826.0, IMU_DATA, 96, -79, -15, 16364, -930, 97, , , , , 
688626.0, IMU_DATA, 89, -73, -22, 16345, -922, 106, , , , , 
693426.0, IMU_DATA, 88, -81, -16, 16357, -930, 116, , , , , 
698226.0, IMU_DATA, 100, -102, -10, 16372, -927, 98, , , , , 
703026.0, IMU_DATA, 119, -105, -8, 16352, -903, 98, , , , , 
707826.0, IMU_DATA, 118, -89, -5, 16368, -924, 113, , , , , 
712626.0, IMU_DATA, 96, -73, -6, 16359, -900, 114, , , , , 
717426.0, IMU_DATA, 93, -82, -7, 16357, -891, 121, , , , , 
722226.0, IMU_DATA, 113, -106, -5, 16358, -882, 116, , , , , 
727026.0, IMU_DATA, 115, -103, -6, 16354, -876, 103, , , , , 
731826.0, IMU_DATA, 92, -73, -4, 16370, -858, 105, , , , , 
736626.0, IMU_DATA, 80, -74, -7, 16375, -883, 90, , , , , 
741426.0, IMU_DATA, 110, -112, -10, 16359, -870, 84, , , , , 
746226.0, IMU_DATA, 134, -116, -16, 16344, -865, 76, , , , , 
706205, IMG_DATA, , , , , , , , , , Image_00007 
751026.0, IMU_DATA, 119, -81, -19, 16373, -848, 93, , , , , 
755826.0, IMU_DATA, 91, -68, -12, 16376, -895, 101, , , , , 
760626.0, IMU_DATA, 92, -87, -14, 16355, -886, 79, , , , , 
765426.0, IMU_DATA, 99, -96, -26, 16375, -874, 91, , , , , 
770226.0, IMU_DATA, 103, -97, -32, 16349, -903, 94, , , , , 
775026.0, IMU_DATA, 112, -100, -24, 16349, -902, 123, , , , , 
779826.0, IMU_DATA, 122, -105, -6, 16361, -902, 103, , , , , 
784626.0, IMU_DATA, 109, -106, 3, 16376, -924, 106, , , , , 
789426.0, IMU_DATA, 107, -106, 2, 16371, -916, 99, , , , , 
794226.0, IMU_DATA, 111, -103, -14, 16362, -921, 94, , , , , 
799026.0, IMU_DATA, 111, -111, -15, 16366, -920, 82, , , , , 
803826.0, IMU_DATA, 124, -113, -20, 16373, -908, 95, , , , , 
808626.0, IMU_DATA, 107, -84, -26, 16370, -875, 83, , , , , 
813426.0, IMU_DATA, 92, -64, -28, 16362, -904, 79, , , , , 
818226.0, IMU_DATA, 98, -68, -26, 16359, -893, 64, , , , , 
823026.0, IMU_DATA, 93, -98, -22, 16370, -883, 89, , , , , 
827826.0, IMU_DATA, 105, -113, -12, 16362, -866, 80, , , , , 
832626.0, IMU_DATA, 108, -96, 3, 16346, -860, 88, , , , , 
837426.0, IMU_DATA, 89, -97, 1, 16378, -834, 88, , , , , 
842226.0, IMU_DATA, 76, -89, -4, 16378, -846, 87, , , , , 
847026.0, IMU_DATA, 92, -87, -4, 16372, -863, 109, , , , , 
851826.0, IMU_DATA, 104, -90, -20, 16366, -879, 120, , , , , 
806340, IMG_DATA, , , , , , , , , , Image_00008 
856626.0, IMU_DATA, 103, -95, -27, 16380, -861, 124, , , , , 
861426.0, IMU_DATA, 103, -94, -23, 16375, -882, 111, , , , , 
866226.0, IMU_DATA, 116, -100, -17, 16372, -882, 109, , , , , 
871026.0, IMU_DATA, 111, -109, -19, 16372, -894, 98, , , , , 
875826.0, IMU_DATA, 98, -100, -19, 16355, -924, 106, , , , , 
880626.0, IMU_DATA, 104, -105, -6, 16349, -912, 94, , , , , 
885426.0, IMU_DATA, 106, -106, 9, 16355, -914, 89, , , , , 
890226.0, IMU_DATA, 106, -95, 1, 16367, -909, 100, , , , , 
895026.0, IMU_DATA, 109, -78, -13, 16364, -917, 105, , , , , 
899826.0, IMU_DATA, 110, -91, -17, 16356, -906, 82, , , , , 
904626.0, IMU_DATA, 104, -111, -13, 16353, -901, 75, , , , , 
909426.0, IMU_DATA, 72, -96, -10, 16366, -883, 79, , , , , 
914226.0, IMU_DATA, 70, -69, -13, 16333, -897, 87, , , , , 
919026.0, IMU_DATA, 82, -54, -21, 16366, -902, 77, , , , , 
923826.0, IMU_DATA, 66, -61, -26, 16365, -876, 80, , , , , 
928626.0, IMU_DATA, 59, -77, -25, 16366, -869, 91, , , , , 
933426.0, IMU_DATA, 94, -87, -16, 16378, -876, 86, , , , , 
938226.0, IMU_DATA, 116, -94, -13, 16344, -860, 79, , , , , 
943026.0, IMU_DATA, 115, -102, -12, 16355, -862, 94, , , , , 
947826.0, IMU_DATA, 107, -96, -6, 16353, -871, 116, , , , , 
952626.0, IMU_DATA, 108, -98, -12, 16355, -887, 96, , , , , 
957426.0, IMU_DATA, 118, -101, -22, 16344, -878, 72, , , , , 
906211, IMG_DATA, , , , , , , , , , Image_00009 
962226.0, IMU_DATA, 111, -95, -27, 16337, -881, 101, , , , , 
967026.0, IMU_DATA, 97, -95, -24, 16370, -902, 93, , , , , 
971826.0, IMU_DATA, 85, -100, -17, 16349, -890, 92, , , , , 
976626.0, IMU_DATA, 93, -95, -24, 16356, -907, 96, , , , , 
981426.0, IMU_DATA, 105, -89, -23, 16368, -902, 92, , , , , 
986226.0, IMU_DATA, 112, -81, -15, 16353, -896, 115, , , , , 
991026.0, IMU_DATA, 111, -84, -11, 16345, -906, 88, , , , , 
995826.0, IMU_DATA, 113, -86, -9, 16354, -885, 91, , , , , 
1.00063e+06, IMU_DATA, 108, -97, -19, 16360, -901, 121, , , , , 
1.00543e+06, IMU_DATA, 95, -95, -30, 16359, -904, 113, , , , , 
1.01023e+06, IMU_DATA, 93, -79, -26, 16358, -893, 111, , , , , 
1.01503e+06, IMU_DATA, 85, -68, -27, 16347, -859, 104, , , , , 
1.01983e+06, IMU_DATA, 89, -71, -24, 16355, -860, 91, , , , , 
1.02463e+06, IMU_DATA, 93, -81, -21, 16345, -878, 74, , , , , 
1.02943e+06, IMU_DATA, 93, -82, -20, 16368, -853, 108, , , , , 
1.03423e+06, IMU_DATA, 92, -91, -12, 16359, -859, 93, , , , , 
1.03903e+06, IMU_DATA, 97, -85, -10, 16349, -888, 108, , , , , 
1.04383e+06, IMU_DATA, 103, -83, -11, 16355, -870, 73, , , , , 
1.04863e+06, IMU_DATA, 107, -81, -16, 16354, -868, 88, , , , , 
1.05343e+06, IMU_DATA, 99, -88, -18, 16353, -886, 76, , , , , 
1.05823e+06, IMU_DATA, 104, -105, -20, 16365, -865, 82, , , , , 
1.06303e+06, IMU_DATA, 109, -85, -15, 16362, -904, 81, , , , , 
1006207, IMG_DATA, , , , , , , , , , Image_00010 
1.06783e+06, IMU_DATA, 111, -71, -9, 16374, -909, 94, , , , , 
1.07263e+06, IMU_DATA, 104, -74, -7, 16355, -901, 108, , , , , 
1.07743e+06, IMU_DATA, 99, -87, -6, 16370, -896, 88, , , , , 
1.08223e+06, IMU_DATA, 91, -102, -8, 16374, -906, 93, , , , , 
1.08703e+06, IMU_DATA, 93, -98, -6, 16352, -900, 118, , , , , 
1.09183e+06, IMU_DATA, 109, -102, -4, 16364, -902, 110, , , , , 
1.09663e+06, IMU_DATA, 125, -103, -7, 16349, -860, 94, , , , , 
1.10143e+06, IMU_DATA, 128, -100, -11, 16341, -885, 85, , , , , 
1.10623e+06, IMU_DATA, 103, -95, -19, 16377, -880, 96, , , , , 
1.11103e+06, IMU_DATA, 100, -100, -27, 16352, -850, 98, , , , , 
1.11583e+06, IMU_DATA, 117, -101, -28, 16360, -868, 99, , , , , 
1.12063e+06, IMU_DATA, 123, -102, -17, 16359, -844, 95, , , , , 
1.12543e+06, IMU_DATA, 128, -115, -5, 16350, -873, 104, , , , , 
1.13023e+06, IMU_DATA, 136, -122, 9, 16365, -872, 103, , , , , 
1.13503e+06, IMU_DATA, 114, -94, -2, 16355, -868, 78, , , , , 
1.13983e+06, IMU_DATA, 106, -76, -25, 16363, -877, 114, , , , , 
1.14463e+06, IMU_DATA, 92, -66, -30, 16357, -877, 95, , , , , 
1.14943e+06, IMU_DATA, 78, -67, -21, 16352, -877, 90, , , , , 
1.15423e+06, IMU_DATA, 84, -76, -14, 16336, -886, 110, , , , , 
1.15903e+06, IMU_DATA, 87, -78, -7, 16342, -910, 111, , , , , 
1.16383e+06, IMU_DATA, 96, -82, -7, 16365, -902, 117, , , , , 
1.16863e+06, IMU_DATA, 106, -109, -11, 16351, -923, 117, , , , , 
1106205, IMG_DATA, , , , , , , , , , Image_00011 
1.17343e+06, IMU_DATA, 96, -119, -18, 16374, -907, 109, , , , , 
1.17823e+06, IMU_DATA, 100, -100, -19, 16351, -906, 98, , , , , 
1.18303e+06, IMU_DATA, 109, -86, -5, 16364, -926, 96, , , , , 
1.18783e+06, IMU_DATA, 109, -91, 1, 16364, -890, 100, , , , , 
1.19263e+06, IMU_DATA, 111, -101, -7, 16365, -878, 98, , , , , 
1.19743e+06, IMU_DATA, 112, -105, -7, 16367, -893, 106, , , , , 
1.20223e+06, IMU_DATA, 112, -98, -5, 16350, -893, 107, , , , , 
1.20703e+06, IMU_DATA, 114, -90, -18, 16353, -865, 100, , , , , 
1.21183e+06, IMU_DATA, 123, -89, -18, 16356, -891, 82, , , , , 
1.21663e+06, IMU_DATA, 137, -104, -14, 16377, -872, 82, , , , , 
1.22143e+06, IMU_DATA, 128, -103, -12, 16368, -867, 122, , , , , 
1.22623e+06, IMU_DATA, 114, -84, -8, 16345, -882, 108, , , , , 
1.23103e+06, IMU_DATA, 112, -95, -7, 16374, -862, 100, , , , , 
1.23583e+06, IMU_DATA, 125, -108, -2, 16358, -871, 103, , , , , 
1.24063e+06, IMU_DATA, 131, -99, -6, 16375, -900, 129, , , , , 
1.24543e+06, IMU_DATA, 115, -69, -17, 16363, -890, 103, , , , , 
1.25023e+06, IMU_DATA, 122, -75, -20, 16348, -895, 114, , , , , 
1.25503e+06, IMU_DATA, 119, -95, -19, 16327, -906, 86, , , , , 
1.25983e+06, IMU_DATA, 122, -94, -19, 16349, -933, 85, , , , , 
1.26463e+06, IMU_DATA, 124, -89, -18, 16338, -915, 97, , , , , 
1.26943e+06, IMU_DATA, 127, -87, -18, 16340, -908, 114, , , , , 
1.27423e+06, IMU_DATA, 105, -93, -10, 16361, -891, 91, , , , , 
1206414, IMG_DATA, , , , , , , , , , Image_00012 
1.27903e+06, IMU_DATA, 102, -111, 5, 16365, -902, 97, , , , , 
1.28383e+06, IMU_DATA, 120, -109, 7, 16369, -884, 97, , , , , 
1.28863e+06, IMU_DATA, 111, -99, -12, 16348, -881, 120, , , , , 
1.29343e+06, IMU_DATA, 94, -85, -30, 16360, -868, 98, , , , , 
1.29823e+06, IMU_DATA, 92, -84, -23, 16351, -876, 101, , , , , 
1.30303e+06, IMU_DATA, 107, -93, 0, 16370, -844, 89, , , , , 
1.30783e+06, IMU_DATA, 112, -97, -6, 16367, -858, 101, , , , , 
1.31263e+06, IMU_DATA, 120, -97, -11, 16361, -872, 100, , , , , 
1.31743e+06, IMU_DATA, 109, -94, -12, 16356, -879, 113, , , , , 
1.32223e+06, IMU_DATA, 96, -101, -15, 16360, -874, 100, , , , , 
1.32703e+06, IMU_DATA, 111, -105, -15, 16368, -878, 119, , , , , 
1.33183e+06, IMU_DATA, 126, -104, -12, 16374, -902, 137, , , , , 
1.33663e+06, IMU_DATA, 121, -95, -19, 16370, -899, 112, , , , , 
1.34143e+06, IMU_DATA, 105, -78, -15, 16369, -893, 86, , , , , 
1.34623e+06, IMU_DATA, 96, -81, -10, 16363, -884, 86, , , , , 
1.35103e+06, IMU_DATA, 119, -104, -15, 16352, -903, 113, , , , , 
1.35583e+06, IMU_DATA, 117, -97, -19, 16344, -891, 128, , , , , 
1.36063e+06, IMU_DATA, 99, -79, -14, 16346, -906, 97, , , , , 
1.36543e+06, IMU_DATA, 78, -73, -7, 16357, -914, 94, , , , , 
1.37023e+06, IMU_DATA, 91, -86, -8, 16368, -898, 103, , , , , 
1.37503e+06, IMU_DATA, 121, -116, -10, 16366, -906, 124, , , , , 
1.37983e+06, IMU_DATA, 109, -119, -11, 16374, -906, 106, , , , , 
1306193, IMG_DATA, , , , , , , , , , Image_00013 
1.38463e+06, IMU_DATA, 105, -124, -19, 16356, -885, 118, , , , , 
1.38943e+06, IMU_DATA, 99, -109, -19, 16366, -892, 110, , , , , 
1.39423e+06, IMU_DATA, 106, -97, -14, 16353, -885, 115, , , , , 
1.39903e+06, IMU_DATA, 116, -94, -10, 16366, -887, 116, , , , , 
1.40383e+06, IMU_DATA, 108, -87, -9, 16356, -872, 122, , , , , 
1.40863e+06, IMU_DATA, 109, -92, -13, 16366, -863, 129, , , , , 
1.41343e+06, IMU_DATA, 117, -107, -11, 16353, -853, 119, , , , , 
1.41823e+06, IMU_DATA, 116, -109, -5, 16359, -869, 122, , , , , 
1.42303e+06, IMU_DATA, 87, -80, -5, 16387, -850, 122, , , , , 
1.42783e+06, IMU_DATA, 79, -73, -16, 16357, -853, 121, , , , , 
1.43263e+06, IMU_DATA, 99, -89, -21, 16364, -884, 119, , , , , 
1.43743e+06, IMU_DATA, 105, -101, -21, 16349, -888, 110, , , , , 
1.44223e+06, IMU_DATA, 95, -91, -21, 16365, -880, 134, , , , , 
1.44703e+06, IMU_DATA, 102, -75, -27, 16367, -894, 117, , , , , 
1.45183e+06, IMU_DATA, 124, -82, -28, 16362, -888, 121, , , , , 
1.45663e+06, IMU_DATA, 127, -108, -25, 16349, -901, 101, , , , , 
1.46143e+06, IMU_DATA, 108, -95, -16, 16365, -898, 118, , , , , 
1.46623e+06, IMU_DATA, 107, -90, -20, 16353, -894, 132, , , , , 
1.47103e+06, IMU_DATA, 114, -113, -20, 16367, -899, 116, , , , , 
1.47583e+06, IMU_DATA, 108, -113, -16, 16352, -886, 110, , , , , 
1.48063e+06, IMU_DATA, 86, -86, -16, 16365, -898, 122, , , , , 
1.48543e+06, IMU_DATA, 91, -85, -7, 16364, -878, 106, , , , , 
1406203, IMG_DATA, , , , , , , , , , Image_00014 
1.49023e+06, IMU_DATA, 113, -96, -7, 16368, -866, 126, , , , , 
1.49503e+06, IMU_DATA, 131, -103, -18, 16362, -902, 110, , , , , 
1.49983e+06, IMU_DATA, 118, -96, -24, 16364, -880, 119, , , , , 
1.50463e+06, IMU_DATA, 101, -93, -25, 16355, -859, 120, , , , , 
1.50943e+06, IMU_DATA, 98, -94, -11, 16372, -872, 118, , , , , 
1.51423e+06, IMU_DATA, 101, -93, -3, 16357, -886, 113, , , , , 
1.51903e+06, IMU_DATA, 114, -98, -11, 16351, -880, 122, , , , , 
1.52383e+06, IMU_DATA, 123, -102, -13, 16355, -893, 105, , , , , 
1.52863e+06, IMU_DATA, 112, -92, -2, 16360, -866, 107, , , , , 
1.53343e+06, IMU_DATA, 101, -82, -8, 16363, -875, 96, , , , , 
1.53823e+06, IMU_DATA, 86, -88, -19, 16359, -881, 112, , , , , 
1.54303e+06, IMU_DATA, 77, -96, -28, 16357, -885, 122, , , , , 
1.54783e+06, IMU_DATA, 87, -107, -27, 16364, -908, 114, , , , , 
1.55263e+06, IMU_DATA, 113, -100, -14, 16378, -886, 115, , , , , 
1.55743e+06, IMU_DATA, 101, -67, -4, 16368, -897, 128, , , , , 
1.56223e+06, IMU_DATA, 77, -56, -14, 16376, -885, 140, , , , , 
1.56703e+06, IMU_DATA, 69, -61, -23, 16365, -895, 110, , , , , 
1.57183e+06, IMU_DATA, 70, -68, -17, 16367, -897, 100, , , , , 
1.57663e+06, IMU_DATA, 85, -86, -15, 16367, -905, 100, , , , , 
1.58143e+06, IMU_DATA, 104, -96, -13, 16378, -862, 130, , , , , 
1.58623e+06, IMU_DATA, 128, -108, -16, 16385, -883, 111, , , , , 
1.59103e+06, IMU_DATA, 130, -105, -28, 16344, -872, 119, , , , , 
1506213, IMG_DATA, , , , , , , , , , Image_00015 
1.59583e+06, IMU_DATA, 120, -93, -30, 16352, -890, 105, , , , , 
1.60063e+06, IMU_DATA, 121, -96, -24, 16370, -888, 96, , , , , 
1.60543e+06, IMU_DATA, 108, -100, -8, 16377, -862, 122, , , , , 
1.61023e+06, IMU_DATA, 109, -96, -2, 16368, -893, 122, , , , , 
1.61503e+06, IMU_DATA, 122, -91, -16, 16360, -870, 122, , , , , 
1.61983e+06, IMU_DATA, 131, -85, -15, 16365, -876, 116, , , , , 
1.62463e+06, IMU_DATA, 128, -78, -15, 16364, -888, 128, , , , , 
1.62943e+06, IMU_DATA, 115, -89, -12, 16360, -888, 139, , , , , 
1.63423e+06, IMU_DATA, 106, -90, -21, 16376, -891, 134, , , , , 
1.63903e+06, IMU_DATA, 115, -100, -33, 16380, -882, 119, , , , , 
1.64383e+06, IMU_DATA, 112, -102, -19, 16376, -884, 96, , , , , 
