Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
17, IMG_DATA, , , , , , , , , , Image_00000 
663218.0, IMU_DATA, 104, -125, -26, -726, -16464, 751, , , , , 
668018.0, IMU_DATA, 108, -131, -31, -703, -16466, 734, , , , , 
672818.0, IMU_DATA, 103, -130, -31, -723, -16463, 768, , , , , 
677618.0, IMU_DATA, 101, -134, -14, -718, -16457, 742, , , , , 
682418.0, IMU_DATA, 111, -140, -6, -736, -16438, 758, , , , , 
687218.0, IMU_DATA, 110, -144, -18, -726, -16447, 739, , , , , 
692018.0, IMU_DATA, 117, -144, -13, -736, -16456, 739, , , , , 
696818.0, IMU_DATA, 121, -143, -10, -713, -16447, 727, , , , , 
701618.0, IMU_DATA, 105, -139, -11, -729, -16464, 742, , , , , 
706418.0, IMU_DATA, 76, -127, -18, -705, -16461, 729, , , , , 
711218.0, IMU_DATA, 73, -111, -23, -742, -16456, 763, , , , , 
716018.0, IMU_DATA, 113, -124, -24, -746, -16451, 746, , , , , 
720818.0, IMU_DATA, 136, -171, -26, -746, -16450, 740, , , , , 
725618.0, IMU_DATA, 115, -148, -16, -741, -16432, 742, , , , , 
730418.0, IMU_DATA, 117, -138, -17, -736, -16455, 747, , , , , 
735218.0, IMU_DATA, 128, -150, -15, -720, -16454, 747, , , , , 
740018.0, IMU_DATA, 125, -151, -13, -731, -16449, 742, , , , , 
744818.0, IMU_DATA, 130, -146, -19, -723, -16447, 744, , , , , 
749618.0, IMU_DATA, 140, -145, -22, -743, -16447, 744, , , , , 
754418.0, IMU_DATA, 133, -146, -26, -738, -16448, 738, , , , , 
714352, IMG_DATA, , , , , , , , , , Image_00007 
759218.0, IMU_DATA, 107, -131, -28, -736, -16439, 753, , , , , 
764018.0, IMU_DATA, 100, -126, -21, -728, -16438, 733, , , , , 
768818.0, IMU_DATA, 108, -128, -21, -733, -16453, 768, , , , , 
773618.0, IMU_DATA, 111, -134, -19, -708, -16444, 754, , , , , 
778418.0, IMU_DATA, 104, -138, -18, -723, -16455, 755, , , , , 
783218.0, IMU_DATA, 103, -143, -20, -710, -16445, 741, , , , , 
788018.0, IMU_DATA, 117, -161, -23, -736, -16449, 732, , , , , 
792818.0, IMU_DATA, 121, -161, -21, -737, -16454, 730, , , , , 
797618.0, IMU_DATA, 122, -135, -12, -732, -16446, 722, , , , , 
802418.0, IMU_DATA, 109, -112, -1, -737, -16456, 745, , , , , 
807218.0, IMU_DATA, 85, -100, -9, -726, -16446, 743, , , , , 
812018.0, IMU_DATA, 93, -112, -18, -741, -16433, 736, , , , , 
816818.0, IMU_DATA, 108, -133, -18, -714, -16438, 772, , , , , 
821618.0, IMU_DATA, 114, -126, -13, -753, -16447, 755, , , , , 
826418.0, IMU_DATA, 110, -111, -5, -731, -16431, 755, , , , , 
831218.0, IMU_DATA, 99, -96, 0, -729, -16436, 742, , , , , 
836018.0, IMU_DATA, 95, -100, -4, -736, -16460, 748, , , , , 
840818.0, IMU_DATA, 112, -127, -9, -710, -16441, 746, , , , , 
845618.0, IMU_DATA, 120, -145, -21, -727, -16448, 751, , , , , 
850418.0, IMU_DATA, 122, -138, -22, -725, -16440, 726, , , , , 
855218.0, IMU_DATA, 120, -131, -13, -726, -16468, 751, , , , , 
860018.0, IMU_DATA, 114, -141, -10, -723, -16460, 750, , , , , 
814356, IMG_DATA, , , , , , , , , , Image_00008 
864818.0, IMU_DATA, 108, -145, -18, -718, -16459, 736, , , , , 
869618.0, IMU_DATA, 101, -135, -26, -728, -16462, 744, , , , , 
874418.0, IMU_DATA, 122, -131, -27, -722, -16434, 759, , , , , 
879218.0, IMU_DATA, 121, -138, -22, -740, -16455, 716, , , , , 
884018.0, IMU_DATA, 110, -138, -20, -721, -16456, 730, , , , , 
888818.0, IMU_DATA, 102, -138, -20, -713, -16454, 756, , , , , 
893618.0, IMU_DATA, 102, -129, -23, -712, -16445, 743, , , , , 
898418.0, IMU_DATA, 115, -139, -19, -726, -16431, 734, , , , , 
903218.0, IMU_DATA, 103, -137, -8, -719, -16452, 737, , , , , 
908018.0, IMU_DATA, 91, -120, -3, -722, -16463, 726, , , , , 
912818.0, IMU_DATA, 82, -102, -3, -748, -16455, 744, , , , , 
917618.0, IMU_DATA, 83, -99, -15, -715, -16440, 735, , , , , 
922418.0, IMU_DATA, 116, -129, -22, -727, -16469, 740, , , , , 
927218.0, IMU_DATA, 145, -154, -26, -748, -16467, 718, , , , , 
932018.0, IMU_DATA, 114, -135, -20, -718, -16458, 745, , , , , 
936818.0, IMU_DATA, 103, -133, -7, -730, -16465, 740, , , , , 
941618.0, IMU_DATA, 111, -143, -4, -711, -16444, 748, , , , , 
946418.0, IMU_DATA, 116, -132, -7, -726, -16460, 757, , , , , 
951218.0, IMU_DATA, 124, -138, -5, -727, -16479, 745, , , , , 
956018.0, IMU_DATA, 135, -163, -6, -723, -16457, 727, , , , , 
960818.0, IMU_DATA, 113, -134, -3, -721, -16469, 766, , , , , 
965618.0, IMU_DATA, 100, -108, -7, -735, -16444, 740, , , , , 
914345, IMG_DATA, , , , , , , , , , Image_00009 
970418.0, IMU_DATA, 103, -104, -12, -729, -16446, 747, , , , , 
975218.0, IMU_DATA, 115, -127, -5, -734, -16442, 745, , , , , 
980018.0, IMU_DATA, 105, -140, -10, -729, -16442, 744, , , , , 
984818.0, IMU_DATA, 93, -141, -13, -738, -16455, 747, , , , , 
989618.0, IMU_DATA, 87, -133, -14, -730, -16435, 761, , , , , 
994418.0, IMU_DATA, 96, -120, -16, -722, -16440, 744, , , , , 
999218.0, IMU_DATA, 93, -126, -21, -736, -16443, 774, , , , , 
1.00402e+06, IMU_DATA, 98, -139, -21, -725, -16436, 757, , , , , 
1.00882e+06, IMU_DATA, 101, -144, -18, -715, -16455, 751, , , , , 
1.01362e+06, IMU_DATA, 101, -142, -19, -716, -16453, 734, , , , , 
1.01842e+06, IMU_DATA, 108, -141, -29, -715, -16449, 729, , , , , 
1.02322e+06, IMU_DATA, 104, -108, -29, -716, -16462, 768, , , , , 
1.02802e+06, IMU_DATA, 105, -90, -22, -719, -16471, 729, , , , , 
1.03282e+06, IMU_DATA, 105, -90, -11, -710, -16435, 729, , , , , 
1.03762e+06, IMU_DATA, 108, -98, -16, -739, -16451, 759, , , , , 
1.04242e+06, IMU_DATA, 97, -114, -18, -728, -16449, 751, , , , , 
1.04722e+06, IMU_DATA, 92, -121, -9, -714, -16460, 752, , , , , 
1.05202e+06, IMU_DATA, 104, -121, 0, -715, -16442, 723, , , , , 
1.05682e+06, IMU_DATA, 119, -113, -6, -727, -16435, 758, , , , , 
1.06162e+06, IMU_DATA, 107, -115, -7, -723, -16437, 738, , , , , 
1.06642e+06, IMU_DATA, 100, -134, -10, -731, -16443, 745, , , , , 
1.07122e+06, IMU_DATA, 99, -143, -17, -737, -16441, 749, , , , , 
1014338, IMG_DATA, , , , , , , , , , Image_00010 
1.07602e+06, IMU_DATA, 92, -130, -16, -731, -16452, 743, , , , , 
1.08082e+06, IMU_DATA, 92, -115, -6, -728, -16452, 730, , , , , 
1.08562e+06, IMU_DATA, 109, -122, -7, -710, -16438, 746, , , , , 
1.09042e+06, IMU_DATA, 114, -127, -13, -709, -16449, 747, , , , , 
1.09522e+06, IMU_DATA, 121, -129, -14, -703, -16452, 748, , , , , 
1.10002e+06, IMU_DATA, 100, -125, -17, -722, -16443, 748, , , , , 
1.10482e+06, IMU_DATA, 92, -132, -10, -726, -16458, 745, , , , , 
1.10962e+06, IMU_DATA, 93, -134, -4, -708, -16463, 736, , , , , 
1.11442e+06, IMU_DATA, 96, -142, 3, -732, -16436, 758, , , , , 
1.11922e+06, IMU_DATA, 111, -141, -6, -736, -16443, 742, , , , , 
1.12402e+06, IMU_DATA, 108, -121, -13, -730, -16438, 742, , , , , 
1.12882e+06, IMU_DATA, 101, -103, -18, -724, -16451, 741, , , , , 
1.13362e+06, IMU_DATA, 90, -113, -25, -703, -16437, 745, , , , , 
1.13842e+06, IMU_DATA, 68, -122, -16, -748, -16445, 723, , , , , 
1.14322e+06, IMU_DATA, 69, -114, -8, -739, -16447, 752, , , , , 
1.14802e+06, IMU_DATA, 82, -106, -12, -707, -16461, 732, , , , , 
1.15282e+06, IMU_DATA, 89, -113, -17, -730, -16466, 741, , , , , 
1.15762e+06, IMU_DATA, 92, -129, -15, -724, -16453, 754, , , , , 
1.16242e+06, IMU_DATA, 105, -143, -21, -712, -16456, 746, , , , , 
1.16722e+06, IMU_DATA, 107, -145, -19, -745, -16455, 736, , , , , 
1.17202e+06, IMU_DATA, 111, -120, -5, -727, -16427, 738, , , , , 
1.17682e+06, IMU_DATA, 110, -104, -8, -736, -16437, 747, , , , , 
1114347, IMG_DATA, , , , , , , , , , Image_00011 
1.18162e+06, IMU_DATA, 105, -108, -11, -747, -16451, 748, , , , , 
1.18642e+06, IMU_DATA, 97, -113, -10, -716, -16443, 742, , , , , 
1.19122e+06, IMU_DATA, 102, -127, -14, -722, -16462, 758, , , , , 
1.19602e+06, IMU_DATA, 107, -140, -17, -703, -16464, 768, , , , , 
1.20082e+06, IMU_DATA, 117, -138, -12, -712, -16449, 752, , , , , 
1.20562e+06, IMU_DATA, 115, -141, -10, -727, -16444, 749, , , , , 
1.21042e+06, IMU_DATA, 102, -138, 0, -727, -16443, 748, , , , , 
1.21522e+06, IMU_DATA, 95, -125, -4, -739, -16440, 740, , , , , 
1.22002e+06, IMU_DATA, 107, -127, -15, -710, -16451, 735, , , , , 
1.22482e+06, IMU_DATA, 107, -131, -18, -721, -16456, 761, , , , , 
1.22962e+06, IMU_DATA, 97, -111, -16, -743, -16440, 728, , , , , 
1.23442e+06, IMU_DATA, 88, -104, -14, -736, -16459, 732, , , , , 
1.23922e+06, IMU_DATA, 85, -102, -8, -716, -16438, 735, , , , , 
1.24402e+06, IMU_DATA, 87, -100, -16, -712, -16438, 751, , , , , 
1.24882e+06, IMU_DATA, 92, -122, -24, -709, -16448, 730, , , , , 
1.25362e+06, IMU_DATA, 112, -143, -31, -709, -16438, 741, , , , , 
1.25842e+06, IMU_DATA, 109, -151, -28, -715, -16435, 749, , , , , 
1.26322e+06, IMU_DATA, 79, -140, -12, -732, -16458, 743, , , , , 
1.26802e+06, IMU_DATA, 79, -134, 2, -738, -16447, 726, , , , , 
1.27282e+06, IMU_DATA, 105, -120, 1, -722, -16453, 763, , , , , 
1.27762e+06, IMU_DATA, 104, -113, -7, -725, -16422, 751, , , , , 
1.28242e+06, IMU_DATA, 91, -116, -14, -718, -16430, 746, , , , , 
1214356, IMG_DATA, , , , , , , , , , Image_00012 
1.28722e+06, IMU_DATA, 88, -122, -22, -755, -16456, 755, , , , , 
1.29202e+06, IMU_DATA, 90, -126, -15, -715, -16458, 739, , , , , 
1.29682e+06, IMU_DATA, 107, -135, -9, -730, -16445, 738, , , , , 
1.30162e+06, IMU_DATA, 108, -132, -20, -723, -16447, 737, , , , , 
1.30642e+06, IMU_DATA, 114, -124, -21, -727, -16452, 745, , , , , 
1.31122e+06, IMU_DATA, 106, -123, -17, -732, -16454, 764, , , , , 
1.31602e+06, IMU_DATA, 106, -121, -24, -718, -16456, 765, , , , , 
1.32082e+06, IMU_DATA, 113, -123, -31, -739, -16436, 759, , , , , 
1.32562e+06, IMU_DATA, 112, -140, -33, -701, -16428, 722, , , , , 
1.33042e+06, IMU_DATA, 90, -127, -32, -706, -16466, 750, , , , , 
1.33522e+06, IMU_DATA, 72, -108, -36, -726, -16448, 749, , , , , 
1.34002e+06, IMU_DATA, 79, -105, -39, -737, -16447, 733, , , , , 
1.34482e+06, IMU_DATA, 86, -112, -25, -706, -16430, 737, , , , , 
1.34962e+06, IMU_DATA, 82, -111, -15, -709, -16452, 751, , , , , 
1.35442e+06, IMU_DATA, 81, -123, -17, -720, -16452, 733, , , , , 
1.35922e+06, IMU_DATA, 105, -151, -18, -730, -16466, 726, , , , , 
1.36402e+06, IMU_DATA, 120, -151, -18, -716, -16438, 731, , , , , 
1.36882e+06, IMU_DATA, 115, -133, -19, -732, -16435, 719, , , , , 
1.37362e+06, IMU_DATA, 109, -122, -19, -742, -16474, 740, , , , , 
1.37842e+06, IMU_DATA, 108, -122, -21, -713, -16447, 755, , , , , 
1.38322e+06, IMU_DATA, 110, -125, -14, -715, -16455, 741, , , , , 
1.38802e+06, IMU_DATA, 114, -135, -7, -730, -16442, 750, , , , , 
1314341, IMG_DATA, , , , , , , , , , Image_00013 
1.39282e+06, IMU_DATA, 128, -128, -10, -704, -16441, 763, , , , , 
1.39762e+06, IMU_DATA, 128, -126, -14, -724, -16450, 760, , , , , 
1.40242e+06, IMU_DATA, 115, -132, -27, -711, -16448, 756, , , , , 
1.40722e+06, IMU_DATA, 103, -135, -31, -731, -16443, 735, , , , , 
1.41202e+06, IMU_DATA, 100, -129, -20, -718, -16451, 762, , , , , 
1.41682e+06, IMU_DATA, 112, -125, -17, -714, -16458, 752, , , , , 
1.42162e+06, IMU_DATA, 132, -124, -19, -702, -16447, 736, , , , , 
1.42642e+06, IMU_DATA, 122, -123, -5, -711, -16442, 732, , , , , 
1.43122e+06, IMU_DATA, 107, -110, -10, -738, -16457, 736, , , , , 
1.43602e+06, IMU_DATA, 95, -93, -14, -728, -16456, 751, , , , , 
1.44082e+06, IMU_DATA, 94, -93, -5, -725, -16442, 752, , , , , 
1.44562e+06, IMU_DATA, 77, -94, -14, -708, -16451, 739, , , , , 
1.45042e+06, IMU_DATA, 66, -95, -21, -731, -16428, 731, , , , , 
1.45522e+06, IMU_DATA, 68, -109, -18, -735, -16440, 730, , , , , 
1.46002e+06, IMU_DATA, 88, -117, -25, -723, -16453, 729, , , , , 
1.46482e+06, IMU_DATA, 91, -112, -35, -720, -16460, 764, , , , , 
1.46962e+06, IMU_DATA, 90, -119, -33, -743, -16443, 757, , , , , 
1.47442e+06, IMU_DATA, 93, -128, -24, -733, -16445, 752, , , , , 
1.47922e+06, IMU_DATA, 85, -128, -14, -759, -16440, 741, , , , , 
1.48402e+06, IMU_DATA, 95, -131, -9, -735, -16450, 750, , , , , 
1.48882e+06, IMU_DATA, 87, -123, -8, -714, -16441, 759, , , , , 
1.49362e+06, IMU_DATA, 75, -106, -10, -740, -16446, 741, , , , , 
1414361, IMG_DATA, , , , , , , , , , Image_00014 
1.49842e+06, IMU_DATA, 85, -87, -8, -721, -16441, 737, , , , , 
1.50322e+06, IMU_DATA, 86, -86, -4, -708, -16458, 746, , , , , 
1.50802e+06, IMU_DATA, 94, -120, -3, -716, -16455, 736, , , , , 
1.51282e+06, IMU_DATA, 107, -135, -12, -720, -16438, 734, , , , , 
1.51762e+06, IMU_DATA, 101, -126, -17, -756, -16459, 751, , , , , 
1.52242e+06, IMU_DATA, 98, -138, -13, -723, -16424, 724, , , , , 
1.52722e+06, IMU_DATA, 95, -139, -17, -704, -16462, 737, , , , , 
1.53202e+06, IMU_DATA, 92, -118, -19, -718, -16457, 759, , , , , 
1.53682e+06, IMU_DATA, 79, -85, -16, -723, -16466, 737, , , , , 
1.54162e+06, IMU_DATA, 77, -91, -19, -715, -16457, 750, , , , , 
1.54642e+06, IMU_DATA, 100, -104, -7, -711, -16468, 759, , , , , 
1.55122e+06, IMU_DATA, 85, -112, -3, -721, -16445, 723, , , , , 
1.55602e+06, IMU_DATA, 76, -116, -9, -736, -16461, 732, , , , , 
1.56082e+06, IMU_DATA, 84, -126, -10, -731, -16441, 718, , , , , 
1.56562e+06, IMU_DATA, 93, -133, -9, -735, -16436, 745, , , , , 
1.57042e+06, IMU_DATA, 111, -123, -12, -707, -16460, 738, , , , , 
1.57522e+06, IMU_DATA, 104, -106, -4, -738, -16457, 748, , , , , 
1.58002e+06, IMU_DATA, 88, -92, 9, -722, -16445, 755, , , , , 
1.58482e+06, IMU_DATA, 91, -108, 6, -720, -16458, 753, , , , , 
1.58962e+06, IMU_DATA, 109, -133, -3, -730, -16453, 768, , , , , 
1.59442e+06, IMU_DATA, 110, -132, -3, -715, -16455, 759, , , , , 
1.59922e+06, IMU_DATA, 120, -127, -16, -738, -16455, 773, , , , , 
1514346, IMG_DATA, , , , , , , , , , Image_00015 
1.60402e+06, IMU_DATA, 113, -122, -28, -724, -16445, 749, , , , , 
1.60882e+06, IMU_DATA, 117, -133, -21, -724, -16456, 741, , , , , 
1.61362e+06, IMU_DATA, 128, -138, -11, -725, -16469, 737, , , , , 
1.61842e+06, IMU_DATA, 129, -123, 0, -726, -16452, 731, , , , , 
1.62322e+06, IMU_DATA, 125, -115, -7, -723, -16442, 745, , , , , 
1.62802e+06, IMU_DATA, 113, -120, -15, -732, -16428, 735, , , , , 
1.63282e+06, IMU_DATA, 93, -134, -14, -708, -16424, 728, , , , , 
1.63762e+06, IMU_DATA, 106, -150, -7, -724, -16451, 729, , , , , 
1.64242e+06, IMU_DATA, 126, -143, 8, -727, -16424, 743, , , , , 
1.64722e+06, IMU_DATA, 124, -131, 0, -716, -16442, 740, , , , , 
