Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
7.81278, IMU_DATA, -8.68, -0.7175, 0.520625, 16353, -5, -330, , , , , 
7.81758, IMU_DATA, -8.63187, -0.7175, 0.573125, 16402, -98, -310, , , , , 
7.82238, IMU_DATA, -8.69312, -0.739375, 0.51625, 16380, -102, -355, , , , , 
7.40649, IMG_DATA, , , , , , , , , , Image_00074 
7.82718, IMU_DATA, -8.71937, -0.861875, 0.37625, 16409, -134, -379, , , , , 
7.83198, IMU_DATA, -8.79375, -0.826875, 0.385, 16438, -203, -383, , , , , 
7.83678, IMU_DATA, -8.85062, -0.748125, 0.450625, 16392, -236, -410, , , , , 
7.84158, IMU_DATA, -8.89437, -0.669375, 0.415625, 16371, -237, -376, , , , , 
7.84638, IMU_DATA, -8.94687, -0.63875, 0.266875, 16391, -201, -389, , , , , 
7.85118, IMU_DATA, -8.96437, -0.616875, 0.16625, 16395, -233, -387, , , , , 
7.85598, IMU_DATA, -9.03, -0.58625, 0.0875, 16363, -231, -392, , , , , 
7.86078, IMU_DATA, -9.10875, -0.529375, 0.02625, 16376, -199, -357, , , , , 
7.86558, IMU_DATA, -9.10875, -0.546875, -0.039375, 16380, -150, -391, , , , , 
7.87038, IMU_DATA, -8.99062, -0.595, -0.14875, 16353, -143, -378, , , , , 
7.87518, IMU_DATA, -8.94687, -0.564375, -0.245, 16403, -125, -361, , , , , 
7.87998, IMU_DATA, -9.16562, -0.3325, -0.2625, 16393, -61, -294, , , , , 
7.88478, IMU_DATA, -9.3275, -0.188125, -0.266875, 16392, -12, -306, , , , , 
7.88958, IMU_DATA, -9.33625, -0.315, -0.23625, 16423, 6, -236, , , , , 
7.89438, IMU_DATA, -9.31437, -0.520625, -0.175, 16377, 41, -206, , , , , 
7.89918, IMU_DATA, -9.40187, -0.538125, -0.153125, 16371, 81, -203, , , , , 
7.90398, IMU_DATA, -9.4675, -0.459375, -0.13125, 16360, 100, -173, , , , , 
7.90878, IMU_DATA, -9.37125, -0.546875, -0.056875, 16384, 92, -181, , , , , 
7.91358, IMU_DATA, -9.41062, -0.6825, 0.0175, 16361, 122, -172, , , , , 
7.91838, IMU_DATA, -9.51125, -0.74375, 0.04375, 16356, 108, -160, , , , , 
7.92318, IMU_DATA, -9.66875, -0.616875, 0.074375, 16376, 102, -180, , , , , 
7.92798, IMU_DATA, -9.68187, -0.7525, 0.135625, 16395, 67, -154, , , , , 
7.50649, IMG_DATA, , , , , , , , , , Image_00075 
7.93278, IMU_DATA, -9.63375, -0.940625, 0.1575, 16405, 83, -195, , , , , 
7.93758, IMU_DATA, -9.76062, -0.88375, 0.16625, 16386, 84, -230, , , , , 
7.94238, IMU_DATA, -9.86562, -0.84875, 0.240625, 16395, 59, -244, , , , , 
7.94718, IMU_DATA, -9.8875, -0.84, 0.30625, 16391, 39, -269, , , , , 
7.95198, IMU_DATA, -9.96187, -0.83125, 0.35875, 16372, 2, -300, , , , , 
7.95678, IMU_DATA, -10.0275, -0.818125, 0.315, 16346, 26, -316, , , , , 
7.96158, IMU_DATA, -10.0144, -0.809375, 0.30625, 16358, -17, -329, , , , , 
7.96638, IMU_DATA, -10.0056, -0.83125, 0.30625, 16334, 0, -339, , , , , 
7.97118, IMU_DATA, -10.01, -0.774375, 0.319375, 16338, 67, -269, , , , , 
7.97598, IMU_DATA, -10.1369, -0.704375, 0.39375, 16448, -24, -419, , , , , 
7.98078, IMU_DATA, -10.2331, -0.595, 0.49, 16466, -156, -220, , , , , 
7.98558, IMU_DATA, -10.1762, -0.678125, 0.315, 16369, 63, -306, , , , , 
7.99038, IMU_DATA, -10.1719, -0.8225, 0.240625, 16395, -47, -374, , , , , 
7.99518, IMU_DATA, -10.3862, -0.6825, 0.503125, 16401, -215, -275, , , , , 
7.99998, IMU_DATA, -10.4694, -0.60375, 0.406875, 16343, -52, -400, , , , , 
8.00478, IMU_DATA, -10.4256, -0.735, 0.056875, 16267, 15, -396, , , , , 
8.00958, IMU_DATA, -10.5087, -0.616875, 0.245, 16371, -192, -284, , , , , 
8.01438, IMU_DATA, -10.5262, -0.55125, 0.56, 16386, -206, -392, , , , , 
8.01918, IMU_DATA, -10.5044, -0.634375, 0.42, 16351, -95, -420, , , , , 
8.02398, IMU_DATA, -10.4781, -0.6825, 0.249375, 16444, -156, -384, , , , , 
8.02878, IMU_DATA, -10.4431, -0.660625, 0.328125, 16493, -248, -367, , , , , 
8.03358, IMU_DATA, -10.4431, -0.511875, 0.363125, 16422, -156, -351, , , , , 
7.6065, IMG_DATA, , , , , , , , , , Image_00076 
8.03838, IMU_DATA, -10.3425, -0.503125, 0.214375, 16365, -184, -397, , , , , 
8.04318, IMU_DATA, -10.2637, -0.476875, 0.1225, 16356, -238, -374, , , , , 
8.04798, IMU_DATA, -10.2069, -0.371875, 0.07, 16289, -149, -316, , , , , 
8.05278, IMU_DATA, -10.2156, -0.28875, -0.004375, 16288, -111, -342, , , , , 
8.05758, IMU_DATA, -10.1981, -0.30625, 0.021875, 16390, -188, -262, , , , , 
8.06238, IMU_DATA, -10.1369, -0.32375, 0.04375, 16443, -183, -224, , , , , 
8.06718, IMU_DATA, -10.0187, -0.345625, -0.07875, 16433, -108, -189, , , , , 
8.07198, IMU_DATA, -9.94875, -0.371875, -0.214375, 16390, -35, -135, , , , , 
8.07678, IMU_DATA, -9.73437, -0.53375, -0.21, 16393, -33, -147, , , , , 
8.08158, IMU_DATA, -9.5725, -0.65625, -0.1225, 16406, -54, -177, , , , , 
8.08638, IMU_DATA, -9.6775, -0.564375, -0.1225, 16368, 45, -110, , , , , 
8.09118, IMU_DATA, -9.7825, -0.5425, -0.144375, 16368, 82, -111, , , , , 
8.09598, IMU_DATA, -9.79562, -0.573125, -0.013125, 16427, 28, -95, , , , , 
8.10078, IMU_DATA, -9.62062, -0.74375, 0.105, 16414, 32, -99, , , , , 
8.10558, IMU_DATA, -9.4675, -0.98, 0.07, 16382, 80, -111, , , , , 
8.11038, IMU_DATA, -9.49812, -1.04562, 0.048125, 16326, 82, -144, , , , , 
8.11518, IMU_DATA, -9.51562, -0.97125, 0.09625, 16330, 28, -210, , , , , 
8.11998, IMU_DATA, -9.5025, -0.975625, 0.161875, 16317, 54, -260, , , , , 
8.12478, IMU_DATA, -9.54187, -0.923125, 0.245, 16360, 14, -238, , , , , 
8.12958, IMU_DATA, -9.56812, -0.809375, 0.35, 16415, -28, -235, , , , , 
8.13438, IMU_DATA, -9.64687, -0.704375, 0.4025, 16430, -57, -254, , , , , 
8.13918, IMU_DATA, -9.68625, -0.70875, 0.345625, 16400, -72, -276, , , , , 
7.70647, IMG_DATA, , , , , , , , , , Image_00077 
8.14398, IMU_DATA, -9.65125, -0.8575, 0.266875, 16375, -112, -327, , , , , 
8.14878, IMU_DATA, -9.66437, -0.84875, 0.284375, 16334, -150, -340, , , , , 
8.15358, IMU_DATA, -9.6775, -0.79625, 0.266875, 16332, -116, -390, , , , , 
8.15838, IMU_DATA, -9.75187, -0.81375, 0.27125, 16353, -130, -395, , , , , 
8.16318, IMU_DATA, -9.80437, -0.77875, 0.293125, 16406, -162, -372, , , , , 
8.16798, IMU_DATA, -9.8525, -0.7175, 0.188125, 16396, -130, -383, , , , , 
8.17278, IMU_DATA, -9.86125, -0.735, 0.035, 16396, -83, -365, , , , , 
8.17758, IMU_DATA, -9.92687, -0.748125, 0.00875, 16423, -109, -395, , , , , 
8.18238, IMU_DATA, -10.0406, -0.76125, -0.030625, 16371, -50, -408, , , , , 
8.18718, IMU_DATA, -10.1412, -0.678125, -0.09625, 16369, 0, -410, , , , , 
8.19198, IMU_DATA, -10.1237, -0.72625, -0.118125, 16344, 18, -393, , , , , 
8.19678, IMU_DATA, -10.2112, -0.63875, -0.04375, 16404, -2, -411, , , , , 
8.20158, IMU_DATA, -10.22, -0.65625, 0.021875, 16419, 23, -372, , , , , 
8.20638, IMU_DATA, -10.325, -0.63, 0.013125, 16401, 45, -342, , , , , 
8.21118, IMU_DATA, -10.3556, -0.660625, -0.02625, 16370, 72, -337, , , , , 
8.21598, IMU_DATA, -10.325, -0.7, 0.013125, 16383, 64, -367, , , , , 
8.22078, IMU_DATA, -10.4081, -0.51625, 0.135625, 16430, 33, -337, , , , , 
8.22558, IMU_DATA, -10.325, -0.525, 0.14875, 16416, 36, -316, , , , , 
8.23038, IMU_DATA, -10.3075, -0.581875, 0.188125, 16405, 7, -269, , , , , 
8.23518, IMU_DATA, -10.4431, -0.44625, 0.258125, 16414, 11, -283, , , , , 
8.23998, IMU_DATA, -10.57, -0.310625, 0.28, 16376, -24, -275, , , , , 
8.24478, IMU_DATA, -10.5044, -0.389375, 0.2625, 16353, -40, -265, , , , , 
7.80648, IMG_DATA, , , , , , , , , , Image_00078 
8.24958, IMU_DATA, -10.3775, -0.53375, 0.2625, 16343, -45, -237, , , , , 
8.25438, IMU_DATA, -10.2987, -0.595, 0.240625, 16352, -25, -211, , , , , 
8.25918, IMU_DATA, -10.3644, -0.494375, 0.214375, 16356, -28, -202, , , , , 
8.26398, IMU_DATA, -10.4037, -0.42875, 0.249375, 16421, -100, -167, , , , , 
8.26878, IMU_DATA, -10.465, -0.415625, 0.30625, 16412, -105, -124, , , , , 
8.27358, IMU_DATA, -10.5, -0.415625, 0.275625, 16391, -52, -104, , , , , 
8.27838, IMU_DATA, -10.5481, -0.485625, 0.245, 16394, -59, -103, , , , , 
8.28318, IMU_DATA, -10.6312, -0.546875, 0.258125, 16363, -59, -58, , , , , 
8.28798, IMU_DATA, -10.7056, -0.595, 0.240625, 16334, -61, -50, , , , , 
8.29278, IMU_DATA, -10.8281, -0.69125, 0.188125, 16371, -46, -50, , , , , 
8.29758, IMU_DATA, -10.9462, -0.8225, 0.196875, 16364, -50, -45, , , , , 
8.30238, IMU_DATA, -11.0906, -0.8575, 0.205625, 16392, -38, -142, , , , , 
8.30718, IMU_DATA, -11.095, -1.00625, 0.179375, 16368, -98, -157, , , , , 
8.31198, IMU_DATA, -11.3619, -0.945, 0.196875, 16356, -61, -184, , , , , 
8.31678, IMU_DATA, -11.6025, -1.07625, 0.14, 16392, -64, -288, , , , , 
8.32158, IMU_DATA, -11.7119, -1.26, 0.0875, 16403, -50, -349, , , , , 
8.32638, IMU_DATA, -11.8781, -1.2425, 0.135625, 16385, -84, -360, , , , , 
8.33118, IMU_DATA, -11.9787, -1.12875, 0.14, 16412, -62, -414, , , , , 
8.33598, IMU_DATA, -12.1931, -0.993125, 0.1225, 16400, -59, -460, , , , , 
8.34078, IMU_DATA, -12.3769, -0.923125, 0.100625, 16370, -50, -477, , , , , 
8.34558, IMU_DATA, -12.5081, -0.8925, 0.11375, 16356, -57, -524, , , , , 
8.35038, IMU_DATA, -12.635, -0.76125, 0.170625, 16397, -80, -552, , , , , 
7.9065, IMG_DATA, , , , , , , , , , Image_00079 
8.35518, IMU_DATA, -12.7312, -0.686875, 0.1225, 16358, -42, -502, , , , , 
8.35998, IMU_DATA, -12.9544, -0.49875, 0.030625, 16396, 3, -506, , , , , 
8.36478, IMU_DATA, -13.0506, -0.406875, -0.021875, 16434, 4, -457, , , , , 
8.36958, IMU_DATA, -13.1337, -0.363125, -0.0525, 16406, 36, -428, , , , , 
8.37438, IMU_DATA, -13.2694, -0.328125, -0.100625, 16392, 93, -381, , , , , 
8.37918, IMU_DATA, -13.4794, -0.293125, -0.0875, 16379, 147, -328, , , , , 
8.38398, IMU_DATA, -13.6719, -0.275625, -0.00875, 16366, 172, -300, , , , , 
8.38878, IMU_DATA, -13.7987, -0.258125, 0.06125, 16390, 206, -276, , , , , 
8.39358, IMU_DATA, -13.9694, -0.27125, 0.16625, 16385, 189, -228, , , , , 
8.39838, IMU_DATA, -14.2056, -0.21875, 0.245, 16402, 245, -188, , , , , 
8.40318, IMU_DATA, -14.4025, -0.319375, 0.28, 16357, 281, -211, , , , , 
8.40798, IMU_DATA, -14.5294, -0.46375, 0.468125, 16384, 131, -229, , , , , 
8.41278, IMU_DATA, -14.735, -0.42, 0.595, 16384, 108, -164, , , , , 
8.41758, IMU_DATA, -14.7525, -0.608125, 0.5425, 16375, 248, -267, , , , , 
8.42238, IMU_DATA, -14.9056, -0.643125, 0.756875, 16454, -29, -227, , , , , 
8.42718, IMU_DATA, -15.1112, -0.46375, 0.984375, 16405, -117, -168, , , , , 
8.43198, IMU_DATA, -15.1156, -0.511875, 0.730625, 16310, 14, -324, , , , , 
8.43678, IMU_DATA, -15.1769, -0.49, 0.573125, 16328, -69, -287, , , , , 
8.44158, IMU_DATA, -15.2469, -0.4725, 0.835625, 16388, -294, -239, , , , , 
8.44638, IMU_DATA, -15.2294, -0.58625, 0.958125, 16354, -272, -324, , , , , 
8.45118, IMU_DATA, -15.2469, -0.6475, 0.818125, 16371, -253, -256, , , , , 
8.45598, IMU_DATA, -15.3212, -0.595, 0.735, 16412, -367, -244, , , , , 
8.00649, IMG_DATA, , , , , , , , , , Image_00080 
8.46078, IMU_DATA, -15.1944, -0.713125, 0.686875, 16440, -428, -235, , , , , 
8.46558, IMU_DATA, -15.1244, -0.69125, 0.599375, 16423, -380, -188, , , , , 
8.47038, IMU_DATA, -15.19, -0.616875, 0.398125, 16395, -364, -205, , , , , 
8.47518, IMU_DATA, -15.2906, -0.58625, 0.23625, 16372, -379, -197, , , , , 
8.47998, IMU_DATA, -15.3519, -0.529375, 0.056875, 16364, -320, -200, , , , , 
8.48478, IMU_DATA, -15.3256, -0.53375, -0.13125, 16366, -262, -214, , , , , 
8.48958, IMU_DATA, -15.3344, -0.625625, -0.170625, 16378, -275, -174, , , , , 
8.49438, IMU_DATA, -15.33, -0.695625, -0.18375, 16394, -238, -200, , , , , 
8.49918, IMU_DATA, -15.3606, -0.76125, -0.30625, 16376, -112, -247, , , , , 
8.50398, IMU_DATA, -15.3562, -0.774375, -0.450625, 16364, -4, -218, , , , , 
8.50878, IMU_DATA, -15.3869, -0.713125, -0.4725, 16388, 13, -272, , , , , 
8.51358, IMU_DATA, -15.2775, -0.660625, -0.4375, 16390, 101, -286, , , , , 
8.51838, IMU_DATA, -15.0981, -0.756875, -0.4375, 16370, 184, -268, , , , , 
8.52318, IMU_DATA, -15.0369, -0.735, -0.336875, 16370, 230, -329, , , , , 
8.52798, IMU_DATA, -14.98, -0.739375, -0.126875, 16417, 226, -343, , , , , 
8.53278, IMU_DATA, -14.98, -0.77, 0.0, 16369, 285, -307, , , , , 
8.53758, IMU_DATA, -14.9712, -0.765625, -0.013125, 16336, 299, -362, , , , , 
8.54238, IMU_DATA, -14.8794, -0.704375, 0.179375, 16357, 245, -326, , , , , 
8.54718, IMU_DATA, -14.7831, -0.62125, 0.4375, 16387, 217, -317, , , , , 
8.55198, IMU_DATA, -14.7175, -0.55125, 0.529375, 16363, 209, -331, , , , , 
8.55678, IMU_DATA, -14.5862, -0.63875, 0.634375, 16406, 156, -329, , , , , 
8.56158, IMU_DATA, -14.4462, -0.669375, 0.7875, 16441, 72, -332, , , , , 
8.10648, IMG_DATA, , , , , , , , , , Image_00081 
8.56638, IMU_DATA, -14.4112, -0.5425, 0.8575, 16388, -1, -364, , , , , 
8.57118, IMU_DATA, -14.3762, -0.525, 0.870625, 16384, -41, -334, , , , , 
8.57598, IMU_DATA, -14.3281, -0.529375, 0.975625, 16362, -138, -303, , , , , 
8.58078, IMU_DATA, -14.2844, -0.51625, 1.02812, 16349, -183, -307, , , , , 
8.58558, IMU_DATA, -14.1881, -0.455, 0.9625, 16356, -193, -304, , , , , 
8.59038, IMU_DATA, -14.0875, -0.4725, 0.879375, 16372, -256, -292, , , , , 
8.59518, IMU_DATA, -14.0394, -0.468125, 0.835625, 16423, -356, -296, , , , , 
8.59998, IMU_DATA, -13.93, -0.455, 0.774375, 16410, -362, -276, , , , , 
8.60478, IMU_DATA, -13.7419, -0.590625, 0.62125, 16389, -348, -234, , , , , 
8.60958, IMU_DATA, -13.5669, -0.76125, 0.450625, 16395, -365, -218, , , , , 
8.61438, IMU_DATA, -13.58, -0.783125, 0.336875, 16381, -359, -222, , , , , 
8.61918, IMU_DATA, -13.7287, -0.546875, 0.258125, 16348, -356, -207, , , , , 
8.62398, IMU_DATA, -13.7812, -0.319375, 0.188125, 16391, -346, -181, , , , , 
8.62878, IMU_DATA, -13.6675, -0.371875, 0.06125, 16399, -337, -175, , , , , 
8.63358, IMU_DATA, -13.545, -0.56875, -0.065625, 16374, -311, -171, , , , , 
8.63838, IMU_DATA, -13.615, -0.660625, -0.126875, 16376, -257, -132, , , , , 
8.64318, IMU_DATA, -13.7375, -0.564375, -0.23625, 16376, -202, -144, , , , , 
8.64798, IMU_DATA, -13.8075, -0.564375, -0.25375, 16407, -181, -121, , , , , 
8.65278, IMU_DATA, -13.9037, -0.608125, -0.258125, 16395, -123, -124, , , , , 
8.65758, IMU_DATA, -13.9081, -0.6825, -0.328125, 16379, -60, -121, , , , , 
8.66238, IMU_DATA, -13.9869, -0.65625, -0.35, 16384, -20, -153, , , , , 
8.66718, IMU_DATA, -14.0569, -0.69125, -0.315, 16403, 48, -177, , , , , 
8.20649, IMG_DATA, , , , , , , , , , Image_00082 
8.67198, IMU_DATA, -14.035, -0.809375, -0.2975, 16374, 133, -217, , , , , 
8.67678, IMU_DATA, -13.9912, -0.9625, -0.3675, 16383, 176, -281, , , , , 
8.68158, IMU_DATA, -14.1094, -0.975625, -0.3325, 16365, 231, -280, , , , , 
8.68638, IMU_DATA, -14.2319, -0.958125, -0.249375, 16368, 282, -309, , , , , 
8.69118, IMU_DATA, -14.2669, -0.98875, -0.13125, 16358, 299, -349, , , , , 
8.69598, IMU_DATA, -14.3237, -0.993125, 0.0875, 16384, 286, -408, , , , , 
8.70078, IMU_DATA, -14.2625, -0.95375, 0.284375, 16365, 271, -427, , , , , 
8.70558, IMU_DATA, -14.2275, -0.88375, 0.389375, 16366, 271, -480, , , , , 
8.71038, IMU_DATA, -14.1487, -0.861875, 0.529375, 16371, 216, -506, , , , , 
8.71518, IMU_DATA, -14.0875, -0.77875, 0.70875, 16358, 128, -540, , , , , 
8.71998, IMU_DATA, -13.9869, -0.660625, 0.805, 16401, 88, -553, , , , , 
8.72478, IMU_DATA, -13.8731, -0.590625, 0.896875, 16362, -14, -559, , , , , 
8.72958, IMU_DATA, -13.7244, -0.49875, 1.00625, 16411, -74, -535, , , , , 
8.73438, IMU_DATA, -13.5756, -0.41125, 1.01937, 16362, -147, -495, , , , , 
8.73918, IMU_DATA, -13.5406, -0.231875, 0.98875, 16377, -206, -460, , , , , 
8.74398, IMU_DATA, -13.4312, -0.048125, 0.984375, 16365, -292, -408, , , , , 
8.74878, IMU_DATA, -13.1687, -0.04375, 0.95375, 16351, -327, -358, , , , , 
8.75358, IMU_DATA, -13.0025, 0.048125, 0.84875, 16354, -358, -306, , , , , 
8.75838, IMU_DATA, -12.845, 0.0875, 0.748125, 16419, -390, -248, , , , , 
8.76318, IMU_DATA, -12.5869, -0.056875, 0.63875, 16421, -436, -181, , , , , 
8.76798, IMU_DATA, -12.4994, -0.0525, 0.46375, 16416, -386, -88, , , , , 
8.77278, IMU_DATA, -12.4687, 0.0175, 0.32375, 16398, -414, -60, , , , , 
8.3065, IMG_DATA, , , , , , , , , , Image_00083 
8.77758, IMU_DATA, -12.2544, -0.0875, 0.258125, 16381, -436, 12, , , , , 
8.78238, IMU_DATA, -12.0444, -0.16625, 0.13125, 16336, -339, 35, , , , , 
8.78718, IMU_DATA, -11.8781, -0.328125, -0.035, 16335, -307, 21, , , , , 
8.79198, IMU_DATA, -11.7294, -0.441875, -0.083125, 16365, -313, 80, , , , , 
8.79678, IMU_DATA, -11.6462, -0.5075, -0.126875, 16395, -242, 23, , , , , 
8.80158, IMU_DATA, -11.5281, -0.590625, -0.25375, 16398, -199, 4, , , , , 
8.80638, IMU_DATA, -11.4012, -0.730625, -0.28875, 16403, -216, 22, , , , , 
8.81118, IMU_DATA, -11.3094, -0.879375, -0.249375, 16395, -165, -34, , , , , 
8.81598, IMU_DATA, -11.2656, -0.923125, -0.319375, 16366, -114, -112, , , , , 
8.82078, IMU_DATA, -11.1519, -0.984375, -0.328125, 16379, -100, -166, , , , , 
8.82558, IMU_DATA, -10.955, -1.07625, -0.258125, 16361, -80, -185, , , , , 
8.83038, IMU_DATA, -10.8106, -1.13312, -0.240625, 16380, -33, -254, , , , , 
8.83518, IMU_DATA, -10.6794, -1.08062, -0.214375, 16382, -47, -285, , , , , 
8.83998, IMU_DATA, -10.5525, -1.0325, -0.153125, 16374, -21, -316, , , , , 
8.84478, IMU_DATA, -10.4431, -1.05, -0.144375, 16383, 33, -362, , , , , 
8.84958, IMU_DATA, -10.3337, -1.07187, -0.144375, 16381, 47, -400, , , , , 
8.85438, IMU_DATA, -10.2375, -1.02375, -0.06125, 16385, 42, -447, , , , , 
8.85918, IMU_DATA, -10.0012, -1.02812, 0.0, 16366, 71, -461, , , , , 
8.86398, IMU_DATA, -9.8175, -1.02375, -0.013125, 16357, 67, -464, , , , , 
8.86878, IMU_DATA, -9.73437, -1.01937, 0.0175, 16376, 65, -462, , , , , 
8.87358, IMU_DATA, -9.66, -0.958125, 0.07, 16389, 100, -479, , , , , 
8.87838, IMU_DATA, -9.52437, -0.853125, 0.16625, 16379, 76, -500, , , , , 
8.40649, IMG_DATA, , , , , , , , , , Image_00084 
8.88318, IMU_DATA, -9.45437, -0.7875, 0.2625, 16394, 82, -460, , , , , 
8.88798, IMU_DATA, -9.415, -0.74375, 0.28, 16370, 69, -459, , , , , 
8.89278, IMU_DATA, -9.38, -0.63875, 0.293125, 16394, 57, -467, , , , , 
8.89758, IMU_DATA, -9.275, -0.51625, 0.37625, 16378, 78, -412, , , , , 
8.90238, IMU_DATA, -9.15687, -0.441875, 0.450625, 16328, 96, -402, , , , , 
8.90718, IMU_DATA, -9.10437, -0.415625, 0.53375, 16387, -79, -374, , , , , 
8.91198, IMU_DATA, -9.07375, -0.380625, 0.608125, 16382, -112, -279, , , , , 
8.91678, IMU_DATA, -8.995, -0.455, 0.476875, 16318, 56, -368, , , , , 
8.92158, IMU_DATA, -8.925, -0.433125, 0.625625, 16409, -222, -293, , , , , 
8.92638, IMU_DATA, -8.84187, -0.32375, 0.800625, 16420, -356, -238, , , , , 
8.93118, IMU_DATA, -8.74562, -0.371875, 0.44625, 16334, -166, -310, , , , , 
8.93598, IMU_DATA, -8.6275, -0.4375, 0.179375, 16335, -235, -211, , , , , 
8.94078, IMU_DATA, -8.46125, -0.455, 0.5075, 16424, -458, -213, , , , , 
8.94558, IMU_DATA, -8.36062, -0.406875, 0.665, 16412, -429, -213, , , , , 
8.95038, IMU_DATA, -8.225, -0.49875, 0.30625, 16394, -334, -177, , , , , 
8.95518, IMU_DATA, -8.11562, -0.555625, 0.105, 16420, -384, -200, , , , , 
8.95998, IMU_DATA, -7.98, -0.55125, 0.14, 16408, -421, -161, , , , , 
8.96478, IMU_DATA, -7.77875, -0.51625, 0.056875, 16385, -345, -125, , , , , 
8.96958, IMU_DATA, -7.61687, -0.4375, -0.1225, 16372, -343, -172, , , , , 
8.97438, IMU_DATA, -7.44187, -0.51625, -0.301875, 16360, -272, -150, , , , , 
8.97918, IMU_DATA, -7.35437, -0.564375, -0.35, 16336, -193, -117, , , , , 
8.98398, IMU_DATA, -7.11375, -0.6825, -0.398125, 16356, -109, -146, , , , , 
8.50649, IMG_DATA, , , , , , , , , , Image_00085 
8.98878, IMU_DATA, -6.965, -0.660625, -0.389375, 16404, -155, -119, , , , , 
8.99358, IMU_DATA, -6.7725, -0.756875, -0.389375, 16416, -118, -102, , , , , 
8.99838, IMU_DATA, -6.57562, -0.739375, -0.51625, 16363, 41, -103, , , , , 
9.00318, IMU_DATA, -6.37, -0.77, -0.608125, 16313, 108, -151, , , , , 
9.00798, IMU_DATA, -6.1775, -0.809375, -0.385, 16372, 17, -180, , , , , 
9.01278, IMU_DATA, -6.06812, -0.805, -0.07, 16400, 64, -164, , , , , 
9.01758, IMU_DATA, -5.96312, -0.818125, -0.039375, 16388, 197, -170, , , , , 
9.02238, IMU_DATA, -5.775, -0.896875, -0.04375, 16450, 144, -189, , , , , 
9.02718, IMU_DATA, -5.65687, -0.966875, 0.153125, 16441, 44, -192, , , , , 
9.03198, IMU_DATA, -5.45562, -1.11562, 0.21875, 16389, 61, -264, , , , , 
9.03678, IMU_DATA, -5.25, -1.30812, 0.144375, 16265, 47, -272, , , , , 
9.04158, IMU_DATA, -5.18875, -1.2775, 0.27125, 16322, -2, -333, , , , , 
9.04638, IMU_DATA, -5.20187, -1.10687, 0.380625, 16321, -27, -385, , , , , 
9.05118, IMU_DATA, -5.05312, -1.09812, 0.319375, 16374, -44, -402, , , , , 
9.05598, IMU_DATA, -4.99625, -0.896875, 0.389375, 16467, -201, -393, , , , , 
9.06078, IMU_DATA, -5.00062, -0.721875, 0.485625, 16458, -224, -430, , , , , 
9.06558, IMU_DATA, -4.91312, -0.748125, 0.398125, 16427, -214, -424, , , , , 
9.07038, IMU_DATA, -4.70312, -0.805, 0.266875, 16376, -203, -474, , , , , 
9.07518, IMU_DATA, -4.62437, -0.69125, 0.2275, 16362, -271, -461, , , , , 
9.07998, IMU_DATA, -4.49312, -0.665, 0.21875, 16349, -280, -436, , , , , 
9.08478, IMU_DATA, -4.37937, -0.669375, 0.135625, 16351, -253, -427, , , , , 
9.08958, IMU_DATA, -4.32687, -0.678125, 0.0525, 16390, -256, -369, , , , , 
8.60647, IMG_DATA, , , , , , , , , , Image_00086 
9.09438, IMU_DATA, -4.2875, -0.6475, -0.021875, 16399, -250, -350, , , , , 
9.09918, IMU_DATA, -4.25687, -0.555625, -0.07875, 16407, -216, -314, , , , , 
9.10398, IMU_DATA, -4.2525, -0.441875, -0.1225, 16369, -174, -271, , , , , 
9.10878, IMU_DATA, -4.16937, -0.415625, -0.18375, 16357, -128, -266, , , , , 
9.11358, IMU_DATA, -4.08187, -0.42, -0.23625, 16356, -100, -255, , , , , 
9.11838, IMU_DATA, -4.02937, -0.41125, -0.231875, 16372, -94, -234, , , , , 
9.12318, IMU_DATA, -3.99437, -0.42875, -0.144375, 16391, -96, -184, , , , , 
9.12798, IMU_DATA, -3.92875, -0.459375, -0.09625, 16436, -92, -177, , , , , 
9.13278, IMU_DATA, -3.745, -0.5425, -0.13125, 16394, -108, -153, , , , , 
9.13758, IMU_DATA, -3.64, -0.56, -0.1925, 16362, -57, -167, , , , , 
9.14238, IMU_DATA, -3.71, -0.450625, -0.144375, 16348, -95, -166, , , , , 
9.14718, IMU_DATA, -3.675, -0.450625, -0.06125, 16350, -91, -174, , , , , 
9.15198, IMU_DATA, -3.5525, -0.5075, 0.013125, 16375, -69, -192, , , , , 
9.15678, IMU_DATA, -3.35125, -0.58625, 0.004375, 16365, -85, -143, , , , , 
9.16158, IMU_DATA, -3.12375, -0.65625, -0.02625, 16396, -74, -189, , , , , 
9.16638, IMU_DATA, -2.96625, -0.686875, -0.06125, 16390, -95, -155, , , , , 
9.17118, IMU_DATA, -3.03187, -0.5775, -0.109375, 16395, -39, -176, , , , , 
9.17598, IMU_DATA, -2.9925, -0.62125, -0.09625, 16379, -58, -166, , , , , 
9.18078, IMU_DATA, -2.88312, -0.69125, -0.074375, 16388, -27, -157, , , , , 
9.18558, IMU_DATA, -2.75187, -0.765625, -0.118125, 16394, -46, -166, , , , , 
9.19038, IMU_DATA, -2.69062, -0.844375, -0.135625, 16381, -40, -138, , , , , 
9.19518, IMU_DATA, -2.62937, -0.88375, -0.09625, 16385, -43, -142, , , , , 
8.70649, IMG_DATA, , , , , , , , , , Image_00087 
9.19998, IMU_DATA, -2.64687, -0.79625, -0.035, 16357, -13, -175, , , , , 
