Timestamp, Data_type, Gyro x, Gyro y, Gyro z, Accel x, Accel y, Accel z, Filter yaw, Filter pitch, Filter roll, Image_name 
17, IMG_DATA, , , , , , , , , , Image_00000 
781194.0, IMU_DATA, 122, -163, -17, 154, 16282, -343, , , , , 
785994.0, IMU_DATA, 104, -151, -22, 157, 16270, -334, , , , , 
790794.0, IMU_DATA, 81, -144, -28, 166, 16277, -331, , , , , 
795594.0, IMU_DATA, 77, -139, -20, 152, 16292, -363, , , , , 
800394.0, IMU_DATA, 80, -146, -24, 147, 16280, -351, , , , , 
805194.0, IMU_DATA, 65, -134, -26, 95, 16314, -352, , , , , 
809994.0, IMU_DATA, 90, -144, -20, 137, 16280, -340, , , , , 
814794.0, IMU_DATA, 116, -148, -8, 139, 16278, -352, , , , , 
819594.0, IMU_DATA, 106, -146, -2, 200, 16253, -374, , , , , 
824394.0, IMU_DATA, 77, -148, -15, 107, 16299, -351, , , , , 
778666, IMG_DATA, , , , , , , , , , Image_00008 
829194.0, IMU_DATA, 86, -180, -18, 116, 16299, -358, , , , , 
833994.0, IMU_DATA, 99, -178, -26, 132, 16289, -361, , , , , 
838794.0, IMU_DATA, 112, -164, -28, 137, 16281, -367, , , , , 
843594.0, IMU_DATA, 111, -154, -24, 117, 16288, -382, , , , , 
848394.0, IMU_DATA, 113, -149, -35, 148, 16291, -360, , , , , 
853194.0, IMU_DATA, 110, -154, -35, 143, 16290, -348, , , , , 
857994.0, IMU_DATA, 99, -167, -39, 140, 16273, -347, , , , , 
862794.0, IMU_DATA, 86, -172, -40, 146, 16268, -354, , , , , 
867594.0, IMU_DATA, 80, -158, -36, 170, 16278, -350, , , , , 
872394.0, IMU_DATA, 97, -142, -31, 157, 16278, -352, , , , , 
877194.0, IMU_DATA, 129, -149, -30, 150, 16270, -356, , , , , 
881994.0, IMU_DATA, 139, -170, -33, 154, 16275, -345, , , , , 
886794.0, IMU_DATA, 106, -172, -35, 142, 16281, -338, , , , , 
891594.0, IMU_DATA, 88, -148, -27, 130, 16292, -340, , , , , 
896394.0, IMU_DATA, 102, -154, -24, 176, 16282, -332, , , , , 
901194.0, IMU_DATA, 140, -186, -28, 154, 16278, -316, , , , , 
905994.0, IMU_DATA, 150, -199, -27, 134, 16290, -335, , , , , 
910794.0, IMU_DATA, 136, -168, -25, 143, 16298, -337, , , , , 
915594.0, IMU_DATA, 121, -149, -32, 153, 16284, -326, , , , , 
920394.0, IMU_DATA, 117, -162, -42, 148, 16275, -341, , , , , 
925194.0, IMU_DATA, 108, -171, -41, 138, 16293, -328, , , , , 
929994.0, IMU_DATA, 115, -166, -30, 146, 16266, -347, , , , , 
878677, IMG_DATA, , , , , , , , , , Image_00009 
934794.0, IMU_DATA, 123, -157, -18, 164, 16276, -336, , , , , 
939594.0, IMU_DATA, 129, -170, -23, 141, 16280, -376, , , , , 
944394.0, IMU_DATA, 119, -159, -32, 162, 16276, -348, , , , , 
949194.0, IMU_DATA, 112, -153, -26, 141, 16284, -361, , , , , 
953994.0, IMU_DATA, 103, -172, -17, 148, 16274, -360, , , , , 
958794.0, IMU_DATA, 105, -169, -23, 140, 16273, -366, , , , , 
963594.0, IMU_DATA, 106, -167, -34, 145, 16270, -364, , , , , 
968394.0, IMU_DATA, 111, -173, -33, 136, 16293, -367, , , , , 
973194.0, IMU_DATA, 110, -169, -36, 162, 16269, -360, , , , , 
977994.0, IMU_DATA, 102, -157, -26, 123, 16268, -360, , , , , 
982794.0, IMU_DATA, 130, -170, -13, 126, 16299, -363, , , , , 
987594.0, IMU_DATA, 138, -168, -13, 156, 16292, -364, , , , , 
992394.0, IMU_DATA, 108, -149, -21, 121, 16297, -362, , , , , 
997194.0, IMU_DATA, 88, -142, -25, 147, 16279, -359, , , , , 
1.00199e+06, IMU_DATA, 83, -149, -23, 154, 16258, -364, , , , , 
1.00679e+06, IMU_DATA, 104, -158, -19, 169, 16261, -362, , , , , 
1.01159e+06, IMU_DATA, 127, -171, -21, 160, 16268, -358, , , , , 
1.01639e+06, IMU_DATA, 127, -176, -21, 157, 16286, -339, , , , , 
1.02119e+06, IMU_DATA, 127, -174, -20, 141, 16301, -338, , , , , 
1.02599e+06, IMU_DATA, 133, -180, -19, 153, 16277, -339, , , , , 
1.03079e+06, IMU_DATA, 122, -165, -19, 158, 16274, -347, , , , , 
1.03559e+06, IMU_DATA, 109, -145, -18, 197, 16258, -364, , , , , 
978667, IMG_DATA, , , , , , , , , , Image_00010 
1.04039e+06, IMU_DATA, 115, -134, -15, 139, 16288, -350, , , , , 
1.04519e+06, IMU_DATA, 110, -164, -11, 154, 16292, -349, , , , , 
1.04999e+06, IMU_DATA, 107, -184, -28, 152, 16261, -330, , , , , 
1.05479e+06, IMU_DATA, 114, -170, -46, 170, 16268, -340, , , , , 
1.05959e+06, IMU_DATA, 119, -149, -36, 132, 16291, -332, , , , , 
1.06439e+06, IMU_DATA, 115, -155, -22, 172, 16276, -344, , , , , 
1.06919e+06, IMU_DATA, 99, -163, -21, 154, 16281, -330, , , , , 
1.07399e+06, IMU_DATA, 108, -162, -25, 162, 16291, -344, , , , , 
1.07879e+06, IMU_DATA, 115, -168, -24, 150, 16269, -369, , , , , 
1.08359e+06, IMU_DATA, 104, -171, -16, 142, 16281, -352, , , , , 
1.08839e+06, IMU_DATA, 109, -172, -19, 155, 16281, -373, , , , , 
1.09319e+06, IMU_DATA, 100, -143, -24, 152, 16291, -352, , , , , 
1.09799e+06, IMU_DATA, 104, -154, -33, 142, 16303, -348, , , , , 
1.10279e+06, IMU_DATA, 127, -179, -32, 134, 16290, -363, , , , , 
1.10759e+06, IMU_DATA, 130, -185, -20, 140, 16282, -381, , , , , 
1.11239e+06, IMU_DATA, 98, -153, -12, 149, 16272, -383, , , , , 
1.11719e+06, IMU_DATA, 68, -128, -17, 149, 16293, -370, , , , , 
1.12199e+06, IMU_DATA, 63, -115, -21, 157, 16260, -374, , , , , 
1.12679e+06, IMU_DATA, 87, -125, -20, 166, 16264, -370, , , , , 
1.13159e+06, IMU_DATA, 112, -157, -17, 119, 16275, -378, , , , , 
1.13639e+06, IMU_DATA, 103, -155, -13, 151, 16285, -345, , , , , 
1.14119e+06, IMU_DATA, 93, -163, -20, 127, 16287, -354, , , , , 
1078663, IMG_DATA, , , , , , , , , , Image_00011 
1.14599e+06, IMU_DATA, 103, -160, -23, 136, 16294, -353, , , , , 
1.15079e+06, IMU_DATA, 92, -144, -25, 151, 16294, -349, , , , , 
1.15559e+06, IMU_DATA, 87, -134, -30, 152, 16283, -358, , , , , 
1.16039e+06, IMU_DATA, 100, -156, -28, 148, 16285, -339, , , , , 
1.16519e+06, IMU_DATA, 119, -170, -26, 156, 16284, -346, , , , , 
1.16999e+06, IMU_DATA, 118, -164, -23, 148, 16274, -333, , , , , 
1.17479e+06, IMU_DATA, 112, -160, -29, 148, 16279, -328, , , , , 
1.17959e+06, IMU_DATA, 106, -169, -39, 161, 16283, -340, , , , , 
1.18439e+06, IMU_DATA, 87, -163, -34, 173, 16255, -352, , , , , 
1.18919e+06, IMU_DATA, 70, -132, -28, 140, 16292, -329, , , , , 
1.19399e+06, IMU_DATA, 78, -112, -22, 165, 16268, -333, , , , , 
1.19879e+06, IMU_DATA, 100, -124, -23, 131, 16279, -350, , , , , 
1.20359e+06, IMU_DATA, 134, -157, -15, 125, 16295, -350, , , , , 
1.20839e+06, IMU_DATA, 130, -172, -19, 167, 16290, -342, , , , , 
1.21319e+06, IMU_DATA, 104, -153, -28, 163, 16283, -337, , , , , 
1.21799e+06, IMU_DATA, 121, -167, -26, 160, 16258, -350, , , , , 
1.22279e+06, IMU_DATA, 136, -169, -13, 141, 16264, -358, , , , , 
1.22759e+06, IMU_DATA, 110, -149, -11, 110, 16307, -337, , , , , 
1.23239e+06, IMU_DATA, 110, -152, -13, 184, 16251, -370, , , , , 
1.23719e+06, IMU_DATA, 123, -157, -24, 153, 16260, -355, , , , , 
1.24199e+06, IMU_DATA, 123, -163, -28, 142, 16278, -343, , , , , 
1.24679e+06, IMU_DATA, 120, -164, -23, 132, 16279, -366, , , , , 
1178670, IMG_DATA, , , , , , , , , , Image_00012 
1.25159e+06, IMU_DATA, 141, -175, -22, 149, 16280, -344, , , , , 
1.25639e+06, IMU_DATA, 151, -178, -25, 156, 16270, -358, , , , , 
1.26119e+06, IMU_DATA, 141, -167, -23, 141, 16275, -369, , , , , 
1.26599e+06, IMU_DATA, 115, -154, -29, 153, 16298, -356, , , , , 
1.27079e+06, IMU_DATA, 104, -159, -32, 136, 16275, -356, , , , , 
1.27559e+06, IMU_DATA, 100, -168, -24, 144, 16282, -360, , , , , 
1.28039e+06, IMU_DATA, 113, -159, -11, 149, 16289, -354, , , , , 
1.28519e+06, IMU_DATA, 141, -148, -4, 146, 16291, -336, , , , , 
1.28999e+06, IMU_DATA, 136, -137, -5, 141, 16264, -355, , , , , 
1.29479e+06, IMU_DATA, 106, -139, -16, 116, 16285, -330, , , , , 
1.29959e+06, IMU_DATA, 109, -163, -30, 161, 16259, -324, , , , , 
1.30439e+06, IMU_DATA, 115, -162, -35, 91, 16313, -342, , , , , 
1.30919e+06, IMU_DATA, 131, -172, -33, 142, 16286, -341, , , , , 
1.31399e+06, IMU_DATA, 135, -174, -19, 160, 16272, -349, , , , , 
1.31879e+06, IMU_DATA, 134, -163, -14, 152, 16287, -355, , , , , 
1.32359e+06, IMU_DATA, 138, -161, -23, 163, 16308, -347, , , , , 
1.32839e+06, IMU_DATA, 122, -164, -14, 169, 16250, -357, , , , , 
1.33319e+06, IMU_DATA, 92, -149, -8, 186, 16262, -346, , , , , 
1.33799e+06, IMU_DATA, 102, -160, -19, 152, 16278, -360, , , , , 
1.34279e+06, IMU_DATA, 134, -182, -35, 166, 16298, -336, , , , , 
1.34759e+06, IMU_DATA, 153, -195, -37, 135, 16278, -332, , , , , 
1.35239e+06, IMU_DATA, 148, -184, -32, 147, 16286, -338, , , , , 
1278680, IMG_DATA, , , , , , , , , , Image_00013 
1.35719e+06, IMU_DATA, 132, -162, -31, 137, 16284, -354, , , , , 
1.36199e+06, IMU_DATA, 109, -135, -34, 148, 16277, -369, , , , , 
1.36679e+06, IMU_DATA, 105, -141, -33, 156, 16269, -363, , , , , 
1.37159e+06, IMU_DATA, 108, -151, -13, 163, 16278, -344, , , , , 
1.37639e+06, IMU_DATA, 125, -152, -10, 150, 16278, -361, , , , , 
1.38119e+06, IMU_DATA, 118, -145, -22, 157, 16277, -364, , , , , 
1.38599e+06, IMU_DATA, 103, -152, -15, 148, 16265, -346, , , , , 
1.39079e+06, IMU_DATA, 106, -157, -10, 150, 16272, -352, , , , , 
1.39559e+06, IMU_DATA, 112, -153, -16, 158, 16277, -334, , , , , 
1.40039e+06, IMU_DATA, 108, -158, -24, 143, 16282, -360, , , , , 
1.40519e+06, IMU_DATA, 130, -181, -35, 139, 16280, -353, , , , , 
1.40999e+06, IMU_DATA, 131, -166, -32, 144, 16279, -362, , , , , 
1.41479e+06, IMU_DATA, 95, -143, -14, 152, 16291, -368, , , , , 
1.41959e+06, IMU_DATA, 85, -157, -17, 177, 16272, -360, , , , , 
1.42439e+06, IMU_DATA, 115, -179, -24, 148, 16281, -342, , , , , 
1.42919e+06, IMU_DATA, 136, -178, -27, 153, 16283, -351, , , , , 
1.43399e+06, IMU_DATA, 147, -187, -30, 146, 16276, -354, , , , , 
1.43879e+06, IMU_DATA, 128, -167, -26, 129, 16286, -346, , , , , 
1.44359e+06, IMU_DATA, 96, -134, -8, 152, 16269, -342, , , , , 
1.44839e+06, IMU_DATA, 105, -143, -18, 137, 16282, -336, , , , , 
1.45319e+06, IMU_DATA, 124, -165, -25, 120, 16289, -335, , , , , 
1.45799e+06, IMU_DATA, 132, -186, -23, 149, 16296, -341, , , , , 
1378661, IMG_DATA, , , , , , , , , , Image_00014 
1.46279e+06, IMU_DATA, 95, -181, -20, 143, 16304, -317, , , , , 
1.46759e+06, IMU_DATA, 90, -169, -15, 166, 16283, -343, , , , , 
1.47239e+06, IMU_DATA, 113, -155, -15, 141, 16280, -333, , , , , 
1.47719e+06, IMU_DATA, 114, -163, -21, 160, 16277, -345, , , , , 
1.48199e+06, IMU_DATA, 89, -178, -27, 167, 16252, -357, , , , , 
1.48679e+06, IMU_DATA, 98, -174, -23, 156, 16260, -351, , , , , 
1.49159e+06, IMU_DATA, 129, -164, -16, 153, 16261, -337, , , , , 
1.49639e+06, IMU_DATA, 126, -164, -20, 149, 16282, -359, , , , , 
1.50119e+06, IMU_DATA, 118, -156, -34, 168, 16267, -344, , , , , 
1.50599e+06, IMU_DATA, 121, -159, -39, 88, 16286, -326, , , , , 
1.51079e+06, IMU_DATA, 120, -163, -31, 175, 16257, -378, , , , , 
